Date,sma_10,sma_20,sma_60,ema_10,ema_20,ema_60,연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
2016-01-04,1.0323809523809524,1.029047619047619,1.047063492063492,1.0243556643433296,1.0292023920115017,1.0335454895897465,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
2016-01-05,1.0236966824644549,1.023222748815166,1.0415481832543445,1.0159552803140426,1.0220080216939182,1.0277076926197712,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
2016-01-06,1.0136150234741783,1.0129107981220655,1.031377151799687,1.0052492860931996,1.011229635361246,1.017465656733325,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
2016-01-07,1.0322115384615385,1.0353365384615385,1.0552884615384617,1.0240659446856049,1.0321534648138273,1.040549100612176,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
2016-01-08,1.0009345794392523,1.0070093457943925,1.0253894080996886,0.9961985762325624,1.002908431896803,1.0110018005553512,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
2016-01-11,0.9888888888888888,0.9988425925925926,1.0155864197530864,0.9893427852794257,0.9942296481685242,1.0015868689129404,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
2016-01-12,0.9897674418604652,1.0032558139534884,1.0197674418604652,0.9950454015150964,0.9989631176264954,1.0060406032272635,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
2016-01-13,0.991588785046729,1.0074766355140188,1.023909657320872,0.9997505743125368,1.003285343903921,1.0103894704844856,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
2016-01-14,1.0009433962264151,1.0150943396226415,1.0325471698113209,1.0075126955943163,1.0115359856948127,1.0192681601849332,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
2016-01-15,1.010952380952381,1.0235714285714286,1.0411904761904762,1.0139974992181626,1.0191535034872223,1.0280252855934948,2016,Q1,0.0019532149857295,0.0174775139080898,0.1563574584679106,0.0931928923842799,0.1513152455507473,0.0,-0.732161079414392,-0.0180836987882884,-0.7514835917804543,-0.7360383559761132,-0.7425290172537092,-0.7386804360063638,-0.7386804360063638,0.1176715612322061
