Date,sma_10,sma_20,sma_60,ema_10,ema_20,ema_60,연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
2016-01-04,1.0532123084846143,1.0522170722286597,1.1089210763486546,1.0453833248424156,1.0552650054238142,1.0925943585028155,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
2016-01-05,1.0551480335837384,1.0587487977957422,1.1173470492925408,1.0452245086199448,1.0590353317798742,1.0995564937640625,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
2016-01-06,1.0341960754195307,1.040591759149034,1.0979944019900243,1.024073898945046,1.038928011236403,1.080214503663455,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
2016-01-07,1.0503523382447149,1.059377819032802,1.1174323541075624,1.0375960498961283,1.0553010033901573,1.0999032993504103,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
2016-01-08,1.0344751667422134,1.0466522048824711,1.102710181527769,1.0227783795477148,1.0410569439800523,1.0866245724133945,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
2016-01-11,1.035799835072058,1.054469416338338,1.1108706275551832,1.0275968632644918,1.0472319884531134,1.0950370140890335,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
2016-01-12,1.0489018660222849,1.0764035440998792,1.134126728419922,1.0441033672187314,1.06699030372572,1.1190348566368742,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
2016-01-13,1.0082711652933378,1.038911777702685,1.0935960420403246,1.0088606747669553,1.0298456393040714,1.080639186681442,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
2016-01-14,1.010605384696127,1.0457686050173192,1.0992256656520063,1.0151123390236263,1.035878780862975,1.0879509059208383,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
2016-01-15,0.997408437524369,1.0340704686647084,1.085154185403724,1.0045278713827206,1.023618412683625,1.0751378212805252,2016,Q1,-0.0101546957884283,-0.0083388949291415,-0.0339133558728018,-0.0419611143175961,-0.0365908535412214,0.0341930243557198,0.0323384814107772,-0.7730340511325435,-1.0604371935789665,-1.2227513517361994,-1.254902856555976,-1.254902856555976,0.3152968015078659,1.121978489152364
