연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용
2017,Q3,0.09353921251133612,0.04548890855915033,0.08020823611650107,0.4986546854613858,0.17500959309411002,0.15663652564694863,0.034579127227543305,0.10078366443933584,-0.1551384140177423,-0.09383043964006454,-0.07575907153464512,-0.07575907153464512,0.08678046995515554,0.0518047960087018,0.06307081165308182
2017,Q4,-0.021850369455029273,-0.011872229165919679,0.037860928421245,-0.08539891390684151,0.0022440020813412342,-0.15802566252820593,-0.013222663214219721,1.4171825063812196,2.0701628534710346,0.7404542651486128,0.28551194380709366,0.28551194380709366,9.37796862165996e-05,-0.028563834973786006,-0.015360449870846948
2018,Q1,0.029992533418024436,-0.02050160207581242,-0.1582102363557527,-0.10120854118400247,-0.14317947953624088,0.018905263945573347,-0.008581631929563627,-0.6662570486941444,-0.7590733668735479,-0.24282176540820277,0.03086044239229957,0.03086044239229957,1.652428243303916e-05,0.10006439194835992,0.004387842764713934
2018,Q2,0.048051473508555986,-0.023460701770911863,-0.19216765095368482,-0.21774154058437822,-0.1992415513631567,0.18866701804051078,-0.008699783628599023,-0.06701594923737342,-0.3167066273960587,-0.004671822851234131,-0.09810388371883871,-0.09810388371883871,0.0019521735187990608,0.15553415777205948,0.012631913178671628
2018,Q3,0.0424690173732829,0.027419320039904216,-0.12904353848345906,0.4468971574228475,0.026584792649531508,0.0544670685531754,0.027475928160519913,0.02084171682830327,-0.31754969586028625,-0.6689710100882569,-0.6568387594666422,-0.6568387594666422,0.0007326473920119536,0.07640305820979698,0.0323015349344975
2018,Q4,0.0035032137682156073,-0.03207943606681973,-0.013809237446472777,0.08501416496524805,0.023827635473468334,-0.16004397151969818,-0.035868466171864566,-0.11658135474489617,-0.1651817486155842,-2.5616046787115616,-4.015740140903721,-4.015740140903721,0.00011341111207907595,-0.071068371911306,-0.022061950923046525
2019,Q1,0.024203843928213287,0.011699546969942576,0.05914852904117418,0.17602155784169993,0.10631969265239771,0.16203889798124793,0.004889729291393197,0.032662984466110156,0.38262224845143034,-2.859523663838276,-1.8737374178465678,-1.8737374178465678,8.5028164553691e-06,0.07399223016343526,0.024837921162809584
2019,Q2,-0.013280531984368515,0.010026775160695944,0.17874684382992156,-0.07029615386615251,0.07189764609864224,0.12399287649349922,0.0051244700529409215,0.11997242145722686,-0.6230919682783522,-0.4549244582805484,-0.11080273099175697,-0.11080273099175697,0.005006486127802301,-0.06077062553613288,-0.0038838767901699933
2019,Q3,0.03487060116181051,-0.017759273078172044,-0.1398630858264106,0.1519086761381523,-0.03128767062000426,0.23186899105953662,-0.016616147518080604,0.25755037380428303,8.134672233000886,2.164285629497047,1.1018876374266364,1.1018876374266364,0.0005455607845805677,0.1384564416061762,0.013650241229284932
2019,Q4,-0.004124355607984853,-0.01779767469000837,-0.18579268253285475,0.048264189829613446,-0.08222294866988011,-0.2797629747080925,-0.012435072175728146,-0.2183133917866783,-0.5679289209087381,-2.194894106267832,-2.462798270603128,-2.462798270603128,5.058302446525609e-05,-0.11054115869859371,-0.028213815780448348
2020,Q1,0.6215806172763201,0.18421313109043225,3.706631429205837,0.2938729865964471,1.9817844659621575,0.13155820788542338,0.04516120679192537,-0.02798045055477738,-1.4172487682595665,-1.1415948308861872,-1.3441365534662433,-1.3441365534662433,0.000521549097852958,-0.5549269838542134,0.37044398115441113
