연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,이자수익,영업비용
2020,Q2,0.05759754953540153,0.030157646270244864,-0.12648094563144263,0.022382525788191776,-0.09902836974049267,0.036963153112405056,0.059294361061688505,0.08247233403984278,0.11269897585816535,-0.22503492509677347,-0.2240729542758717,-0.2240729542758717,0.0,0.05346443281309754,0.05427651000883782,0.06988656776531266
2020,Q3,-0.04179094071026124,0.07082920451377661,0.11590763633475554,0.020019764698995024,0.09584163026053383,0.04210397613650452,0.06603103766512053,0.0628712960176685,0.013033567370485777,0.19786994425037174,0.19121971471131083,0.19121971471131083,0.0,0.010634867107561341,-0.00621754346607728,-0.06593164592006551
2020,Q4,0.3042997710709152,0.14352738029733736,0.2404573018730014,0.17931106171219402,0.2285468617466817,0.041765474924306156,0.12676190265851472,0.09726155295523697,0.053191455992523506,0.09466555865545168,0.037938057324342855,0.037938057324342855,0.0,0.14957247493517167,0.21443271445300782,0.3233166203692035
2021,Q1,0.10389529898940686,0.22083762801067364,0.13062805923956256,4.223453172316372,0.895903692465873,0.030787613742740527,0.07569221084811617,-0.01989367802036779,-0.037205031750049744,-0.09457244382392005,-0.045397022930993125,-0.045397022930993125,0.0,-0.03885124133798035,0.04856795578787354,-0.032901990442078866
2021,Q2,0.14597046028248495,0.06728673522872541,-0.1777238101834211,0.24023206830392496,0.037587363802472185,0.049350298798521486,0.07854139984195863,0.09635311333029817,0.019659635076668902,0.18237952298812843,0.24777370170879154,0.24777370170879154,0.0,0.07930875294973694,0.1042156555951328,0.13541143687333324
2021,Q3,0.07831780652241926,0.05058060610826054,0.07155329399605681,0.023419350424098928,0.04191413625746354,0.051196265465510926,0.05374008446227552,0.015488953775417258,0.05023290867097763,0.2181078764690274,0.1724121826144105,0.1724121826144105,0.0,0.06921997159824422,0.07089961137692224,0.0888567878880191
2021,Q4,0.04223959082975659,0.07318435560675751,0.05522097366646306,0.18588136712418368,0.13424880585791654,0.04334435386205371,0.05117232871151778,0.08583797270347837,0.026880977263931127,0.01683998761893646,-0.05680510006867323,-0.05680510006867323,0.0,0.02281231290541652,0.0375227527881552,0.014876215556249628
2022,Q1,0.04632575709759279,0.05341045163553915,0.10385587403931495,0.007191417491552388,0.04272848645163263,0.05644841318402749,0.05756531888251604,-0.04708048922056163,-0.11856141062167058,0.21065815325393378,0.4489966207714142,0.4489966207714142,0.0,0.0566755304821569,0.0501084163410912,0.04486155377011336
2022,Q2,0.03190987658495992,0.003882233904126897,-0.20999897568999282,0.18637210507235769,0.032110485377114584,0.027867329369430482,-0.00694341678350896,0.06782044089482797,0.0994524823490679,-0.5520696123686681,-0.5677593002894965,-0.5677593002894965,0.0,0.00586959980144619,0.0216910938734296,0.03644996372558107
2022,Q3,0.017851755967861482,0.02136554758932263,-0.20887757035571886,0.04628751163380218,-0.02972387121796327,0.04086942269583327,0.04172908343202586,-0.012209262245062247,0.06443075137938914,0.8207586653204879,0.7714031604693581,0.7714031604693581,0.0,0.027203757050805244,0.016824060175719024,-0.0024557794617003914
2022,Q4,-0.03389091817323042,-0.006913342812169154,0.6329084182993592,-0.11121164716925136,0.06952605515417631,-0.03483854818105947,-0.03529122900871051,0.03387569661186651,-0.11172161645976941,-1.137338638611408,-1.4887055676478076,-1.4887055676478076,0.0,-0.016038714575849156,-0.008204238301938838,0.023446663084842667
2023,Q1,0.12055648537622798,0.07919277222433974,0.35293412351807074,0.11209259345710576,0.20140413342986618,0.025600663457368,0.02889259581966197,-0.06411961274103295,0.04240629294011011,-5.155264467076689,-2.168170447023368,-2.168170447023368,0.0,0.050053064607249675,0.08079740362100862,0.09724556501940596
2023,Q2,0.022654218986259078,0.002962388834343299,-0.19593941873966092,-0.0036381448299033226,-0.08394375575087687,0.0410561117883419,0.04472883182091225,0.06073888120502202,0.10686391955514685,0.5921537241093546,0.5701838358917106,0.5701838358917106,0.0,0.04247173284342054,0.023431140343735724,0.02018042894865979
2023,Q3,0.01093102400937851,0.024250206491492676,0.29898219065007425,-0.17524229551254722,-0.0014164558869056432,0.03556208068554367,0.03506616378201177,-0.006373810506920985,0.03599564476031336,0.07376599746121792,0.06932894387904964,0.06932894387904964,0.0,-0.26938555853584745,0.03244194038219095,0.0416015971201007
2023,Q4,-0.0025869888065161994,0.004259920065930123,-0.18522412011732536,-0.0140283593764442,-0.0956569238971241,0.019119645410526243,0.04488091595611565,0.030568293587590167,-0.013571523719412948,-0.18124180808901547,-0.3129282424102764,-0.3129282424102764,0.0,1.885206177513814,0.6530936816101398,1.3314078359151766
2024,Q1,-0.01932758945027946,0.03067330785379907,-0.04278161976501116,0.18668827203147464,0.08811031577245387,0.009246739094217693,0.010463132222046756,-0.019913457271475643,-0.0801781484222659,-0.3766269319816419,-0.25700975760208256,-0.25700975760208256,0.0,-0.8213618469178665,-0.6081222967054807,-0.7394983182385202
2024,Q2,-0.0012483525210004176,0.003720642447593514,-0.11214959060977447,0.007463190310809553,-0.037740072981841566,0.025878529335799927,0.01943032924567656,0.06713826033045112,0.22318484787405013,0.3604488054296262,0.3299849747086001,0.3299849747086001,0.0,0.0010246199809620382,0.4817120123696397,0.0046428260850581715
2024,Q3,0.0017683990791450555,0.07316684432483367,0.053622438477766154,-0.011555039451646376,0.011171700947233631,0.07939029093691197,0.0953397828788567,0.02038538721596983,-0.05068272127525275,2.019663439328205,2.5443996804039126,2.5443996804039126,0.0,4.519479916012591,0.1362382175907344,0.0550390524863138
