연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
2021,Q1,0.024359594137166152,0.008260417864235148,-0.02232243757935992,0.014769883980349618,-0.006410615290596278,0.0,-0.3634930483618847,0.01855876740772122,1.8725073228070288,-1.212317089937737,-1.2730940587522965,-1.3391793216572305,-1.3391793216572305,-0.1465521940256167
2021,Q2,0.04490455250543013,0.06679894280870213,0.04509559061817492,0.14287042276656092,0.08793304052898532,0.0,-1.633441133280061,0.05232751132848712,0.4768032604301591,3.795415228914771,2.676198172437372,2.0525026715443477,2.0525026715443477,-0.015635507085250966
2021,Q3,0.07848807533363034,0.03552239219690567,0.2721894009103327,0.05076706943701903,0.17028034533285097,0.0,-3.1147899370570715,-0.05987432484499655,-0.28945629763373193,-2.3781796786079443,-2.2616585032249823,-2.202634537742117,-2.202634537742117,0.6505694342981279
2021,Q4,0.03215240126866492,-0.00275845353771198,0.04530589571315424,-0.013253419509995479,0.02110653519797867,0.0,0.500146786010981,-0.023788694790319198,0.03590617974789567,-0.6271047176189484,-0.6469869058060904,-0.6773195591525565,-0.6773195591525565,0.007385938925773106
2022,Q1,0.06465619502131448,0.7054036299723785,-0.05882929299322737,-0.023002898020891616,-0.04452239160056448,0.16999999999999993,0.2845413021663912,1.3966433210409486,0.01914727289746576,-0.41393924151366934,-0.40352238931893447,-0.10120105882817743,-0.10120105882817743,-0.8608733528698012
2022,Q2,0.12409611985912061,-0.010065326764487126,0.16611820823701806,-0.2968794703308405,-0.022939352195597063,0.0,0.14203405433264082,-0.00533444912685721,0.06175333518352377,0.34358146625161723,-0.0129634082518848,-0.3666527469468194,-0.3666527469468194,0.5864680266594722
2022,Q3,0.06522280948839265,0.02541165137496959,0.06757272057237573,0.05593627936319279,0.06415336966297414,0.0,-0.26191263476529514,0.011427031162845047,0.5336172274174913,-0.8633347317035963,-1.234722172464443,-1.6930133024869867,-1.6930133024869867,0.21906523556389845
2022,Q4,0.06631537448537217,-0.02235160262461744,-0.004265923799822713,-0.05493191850380308,-0.019039088952613636,0.0,0.8434936761431588,-0.023609656226261877,-0.03981090195074055,8.834937909864658,-14.282181995787417,-7.093889269082473,-7.093889269082473,0.4704506147947254
2023,Q1,0.07485917221626348,0.0012154131331507667,-0.015532882894124356,0.03894579486185257,-0.00022923618005443736,0.0,-0.023709049948372418,0.0017666422222608613,0.047463982225377954,-0.6673464610495552,-1.059304407381105,-1.0606917179552495,-1.0606917179552495,0.010711846823901139
2023,Q2,0.06872191936982586,0.0013503071390219556,-0.23996906878799995,0.5285146218341816,-0.015634869932098394,0.0,-0.1439761211377928,0.007818361148157482,-0.08140006178223247,0.6310200339051721,5.486591226166486,5.051945121400848,5.051945121400848,-0.016430072915729954
2023,Q3,0.07522111819484967,0.05176886457877483,0.007012976617030597,0.4457366374856315,0.20588114039260463,0.0,0.10692285420473047,-0.005552265952967095,-0.04350085968774031,-0.6579114234352018,-1.5161727804994622,-1.6480958098121539,-1.6480958098121539,0.7746870676452873
2023,Q4,0.027552263895777696,-0.03763114741468254,0.011187837586410954,-0.16922836453310675,-0.08685918887680621,0.0,0.18574372804307737,-0.015428098707142124,0.05619601463588819,-0.6213143261164511,-0.06754864173524544,0.5537746378395794,0.5537746378395794,0.050901288465419636
2024,Q1,0.11509673314880708,0.08451185573869013,-0.04786125797832419,0.5133501246240746,0.22961719763062427,0.0,-0.3745759295320392,0.02381394108265189,-0.37674386545804617,12.724882676489882,-5.356090415958094,-3.9210364566748375,-3.9210364566748375,-4.996027694951231
2024,Q2,0.03750100981891746,-0.007962178662547004,0.1807670746379919,-0.03143206468971982,0.05164041869495639,0.0,0.9807499931586612,-0.037905808497002424,-0.13278310379148928,1.3029714764730538,-2.7325457141147407,-2.6350570924431107,-2.6350570924431107,-2.629654455453058
2024,Q3,0.08069937020234552,0.08897658816456899,-0.025840571650792454,0.5199089890681174,0.2800235234717454,0.0,0.19632887394751597,-0.015936340739756916,0.2675913670456125,0.15192152956051963,-0.09069348227972185,-0.6045476746079124,-0.6045476746079124,-0.5955168490669416
