연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
2016,Q1,-0.0026492603603642806,-0.003283580010426279,0.024790262904126337,-0.12511538117718446,0.016051709943633252,-0.00806498766746877,-0.007329335045749175,-0.7743350681159031,-0.8103204603512963,-0.8189923790913983,-0.8144275011990106,-0.8144275011990106,-0.25098644140128623,-0.6951169048824327
2016,Q2,0.024568636138853295,-0.017153166615581306,-0.17187395942231687,-0.27235554649436156,-0.17691758680800607,0.01844577251337598,0.017063648634838557,-0.02702910197721775,0.5887745772484034,0.421030913193134,0.372290310035327,0.372290310035327,0.02741427587434342,-0.029994058528375223
2016,Q3,-0.004875152243936309,0.037667952806740734,0.08036699560231497,-0.2018166899581576,0.06784526630561238,0.03580000384030835,0.03243754824761691,0.060086468914470004,0.3986045284535322,0.544298017528255,0.5406100804227656,0.5406100804227656,0.032059278090144305,0.07431041749929035
2016,Q4,0.014111467580587567,0.05846509151647661,0.1603728386603125,-0.41259815144741574,0.14136821128257093,0.04752696713316551,0.04360333584525877,0.02222646447696852,0.33284655114947803,0.3562077829031445,0.34495160813323467,0.34495160813323467,0.036384544268747376,0.04993808643673292
2017,Q1,-0.005260909350717213,0.029609009583657864,0.13492109614003378,0.14056122783014557,0.13501737379541967,0.009646906165615254,0.008942619099897797,-0.002411103409394877,-0.011795824296422897,-0.006883635223682405,-0.008242266582566438,-0.008242266582566438,-0.000498277307488082,0.016542927435743593
2017,Q2,0.03268824318178121,-0.010571923508848391,-0.2224509444336753,0.18608023307122634,-0.21544321118825538,0.03583670221537205,0.034614367619342445,0.02978534226195495,-0.11286777411376359,-0.14984212518977402,-0.12471950153060063,-0.12471950153060063,0.05159997830220164,0.014457939665697417
2017,Q3,0.031144666268053456,0.06103834954808596,0.23448617031441854,-0.04707172010764038,0.22718470978349226,0.03624145548670654,0.0332500283455297,0.03881463248344286,-0.035404200447909484,0.017542368030771804,0.0029049183243106125,0.0029049183243106125,0.5011567826220507,0.04696802809072187
2017,Q4,0.08632722414394278,0.04101759435390062,0.19065940939006198,-0.5159570563485844,0.17643035391094553,0.015344424276980462,0.014118628922368703,0.002848226749091909,-0.2408720310089496,-0.524550526599973,-0.5293182946246824,-0.5293182946246824,0.0,-0.02542110376924611
2018,Q1,0.03530319570528562,-0.002582595299911339,-0.018747758874834708,2.347522914271721,0.0008575826702381661,-0.003663964107816109,-0.0033753418478881247,0.09750588758694256,0.15427702552855838,0.8295574949723779,0.8674810405482858,0.8674810405482858,0.0,0.05039994966383432
2018,Q2,0.019660494740144863,0.024527658629913685,0.05163223770946401,-0.6077203572976142,0.0333605364572962,0.02441320601195729,0.02248358597537292,-0.012931817561601444,-0.10463702520385887,-0.10195156098548197,-0.09891567974338888,-0.09891567974338888,0.0,-0.0050092213154000476
2018,Q3,0.02377851731284708,0.025239053811692225,-0.020791184909837224,0.27264126795096755,-0.017704350669016655,0.038238488399455095,0.03528257739010243,0.032333282141439934,0.6011228594019387,0.5453395816594335,0.4610537617687229,0.4610537617687229,0.0,0.04051402919172786
