연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
2020,Q4,-0.023252103151965242,-0.04778973784608742,-0.08860690159538653,-0.021461160601829343,-0.0673038813817034,-0.0402183987908431,-0.03233124172235635,0.031273834461781114,0.03263345536040485,-0.5467780468293948,-0.5820554181453204,-0.5820554181453204,-0.03364082018601877,-0.03914055178643605
2021,Q1,0.0017332679161281561,0.05260657133913704,0.12769582630442233,0.048449323674455425,0.10131789628170318,0.0159053613132929,0.015413577479307827,0.03355623750204506,0.42010533264314653,3.88168369081054,4.260021956532926,4.260021956532926,0.033916862596306,0.03709663481063297
2021,Q2,0.005988456299629741,-0.0034266690135771327,-0.07982499269794119,0.05582356764876484,-0.036840624924994514,0.025453805493329984,0.024244583750110404,0.04989490753715442,-0.024139476245096714,-0.206269169741765,-0.10346053315984194,-0.10346053315984194,0.013291353431553077,0.008716375949923805
2021,Q3,0.00542031561485512,-0.026878290031310037,-0.11885650670986858,0.02419915513577764,-0.06916369151467194,0.01037875435331026,0.006051265195789135,-0.10157667849251051,-0.5870921424398033,-0.631576193510063,-0.6539568162142894,-0.6539568162142894,-0.021994669203401207,-0.020038743695665162
2021,Q4,0.04719493643300621,0.06434603218322654,0.17680560232627318,-0.016099412070608055,0.10307578377708948,0.044341816803188605,0.03644030644957752,0.22389506974412532,4.795099280038177,4.226591869810028,3.6125602442882894,3.6125602442882894,0.08188309571538843,0.07699581802860189
2022,Q1,0.011587888384186229,-0.006272997142696912,-0.002660339222841146,0.06654091713108601,0.0209313749034179,-0.028043979983755407,-0.027134633556762267,-0.11454763564460535,-0.6498010786720247,-0.5521315594513401,-0.48756748380274795,-0.48756748380274795,-0.03592564372534279,-0.0315337393021865
2022,Q2,0.003954426820335977,0.015710975032633634,0.08600553918126042,-0.14135842113972086,0.005031069183231818,0.03263407392527129,0.02430548061827542,0.10952237289447941,0.4103287095349484,0.3063563185778806,0.21477808414124344,0.21477808414124344,0.03688271633622087,0.0351224410368669
2022,Q3,0.04554982587886869,-0.0036870651016602807,-0.04488808084877072,0.03604738858779166,-0.02026185794884816,0.01122153982334062,0.00940028060140885,0.0700643467933959,-0.4272690763634466,-0.8524367355747822,-0.8199996339074884,-0.8199996339074884,0.010329092734423284,0.003982315953038773
2022,Q4,-0.005708178307498146,0.028009270501557326,0.08014333019330233,-0.0855634858507861,0.026825938756966705,0.03590535857151678,0.028916164598767224,0.09359007760171578,2.612442916594943,10.467772542558016,7.736851204035144,7.736851204035144,0.04810365512529402,0.04774100205215537
2023,Q1,-0.0031796860424185835,0.0010035866508226743,0.09969999018290676,-0.050733992509327086,0.056594637514185475,-0.02628571866586582,-0.041514311221162004,0.07922279582539993,-0.17485433185358557,0.0010695385728076712,0.04300428215427621,0.04300428215427621,-0.003974060228519538,-0.007305438832853284
2023,Q2,0.014894273231845334,0.08474660940234147,-0.09246336629674123,-0.05520769075296239,-0.08287251363876547,0.24243343749077484,0.2260697350650236,0.15867979199937698,1.689523744819621,4.281434827448018,5.252932170062516,5.252932170062516,0.20305041907270716,0.2052298007863247
2023,Q3,0.03044645473826524,0.0035891965505168155,-0.015110749033371285,-0.01967035529074701,-0.016319950756229384,0.017826781486528498,0.016145357304431007,-0.19364416555203,-0.804187475212885,-0.8887635776591876,-0.9192658143583639,-0.9192658143583639,-0.7902202106872943,-0.05436157491336546
2023,Q4,0.02892155356854409,0.021241513233169584,0.005163569740978424,-0.013074627486048707,0.00034329717321601727,0.03429050885086582,0.03400036078110702,0.11536243274480174,1.1625153999471078,0.9011719913421696,1.370423833534864,1.370423833534864,13.862380608203763,0.22214362069971272
2024,Q1,0.025303976201987766,0.030248577902286966,0.17711797880001368,-0.07181180067969517,0.11220944622299123,-0.0020517430325991404,-0.01816165369158007,0.06536827340493478,0.8118198867301247,0.9992903413508638,1.0197517324731353,1.0197517324731353,-0.7185655656774081,0.0
2024,Q2,0.04971047852352117,0.0025707191889901004,-0.11956641184148353,-0.013483022940144807,-0.0964818420720236,0.0689132388565008,0.06884467729275645,0.06070710412465741,0.18670865758034227,0.08958269464855273,0.03966983131421986,0.03966983131421986,0.05165577919707065,0.0
2024,Q3,0.026831420842948983,0.0189670873929475,0.007123256736157657,-0.032260779953354635,-0.002234296481926412,0.03314244324037774,0.030958316331177516,-0.10463649117164553,-0.49821355740338436,-0.5035046148237751,-0.4992754424508564,-0.4992754424508564,-0.5193581707440722,0.0
