연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용
2016,Q1,0.0017269653476190694,-0.0029765683025223533,-0.019550292344795883,0.009846761020691375,-0.0037011038436205457,-0.0009798154618235744,-0.0028370711058310905,-0.7747849332762624,-0.7399242079324546,-0.6635441038501735,-0.6617460180151977,-0.6617460180151977,0.002197926095997227,0.24829019798631702,0.16658055266525995
2016,Q2,0.002368292405464656,0.00839894874140823,-0.12860053227647528,0.12077829794246653,0.007678374510661001,0.005908126477857767,0.008537563041854046,0.042044402472007913,0.2243886393873855,-0.2956156846640766,-0.3036499642607542,-0.3036499642607542,0.00678591946126339,0.003749035509955645,0.004017545388379062
2016,Q3,-0.0011946768711781353,-0.006653316091964179,-0.26578847327694843,-0.006338596045613709,-0.10809260972194046,0.01091370936777003,0.012843575967647958,0.016126298269899086,0.19598893459319067,0.9358996169583189,0.8646621050152632,0.8646621050152632,0.0018379094699914056,0.010759338983635569,0.012365038370335979
2016,Q4,0.008141993694010807,0.015858285614579914,0.126311079589009,0.0012376526718533842,0.0416174899680688,0.009765042998288509,0.011498461190453169,0.054884459210046366,-0.42743568446857805,-0.3895338402295845,-0.22343225279823586,-0.22343225279823586,0.012140620139143188,0.006344760262465554,0.006353249502499825
2017,Q1,-0.0007630827857320055,0.010740684773156595,0.09303966419485254,-0.019539285771643322,0.01976200387526106,0.008532069343835547,0.009168333279070628,0.0971444413634368,0.6297522162761271,1.291393058303294,0.867397050302124,0.867397050302124,0.007652332181678156,-0.0028481823363871728,-0.0015977851076436345
2017,Q2,-0.0012152172811987771,0.0009974039539710766,-0.1994600226963935,0.01595303143753135,-0.06465136344560629,0.00869232962408839,0.012559628008372847,0.009466466719996847,-0.26454860611398523,-0.3921791366495243,-0.3935904537362167,-0.3935904537362167,0.004426395290002105,0.009928087159151833,0.010301000266503602
2017,Q3,-0.022995872758549418,0.00809315667806465,0.027888833332910368,0.0006497603536608221,0.009373215533648782,0.013628938354456555,0.007884900615509949,0.016916851399483068,0.23378535947243506,0.41203903306148626,0.4335694612678662,0.4335694612678662,0.0715183854950272,-0.005617891744420844,-0.006660249321648215
2017,Q4,-0.011854044177287304,0.011275688196858535,0.4716333004080202,-0.16598845772916615,0.04195904588896204,0.0073185046297366,0.006276362458872198,-0.021786604229348305,0.10876508389482864,-0.22255938799388353,-0.3602564067714037,-0.3602564067714037,0.0,-0.0013621798403143925,-0.0032493445449559566
2018,Q1,-0.005387460599345695,0.023138107410095587,0.18717598691986903,0.03307116680958644,0.10405439765706515,0.017918225472872473,0.009486685360451608,0.09354856542737156,0.26947362731725977,0.47417163773264104,0.6462484739621022,0.6462484739621022,0.0,-0.005232072218726347,-0.005539013447588115
2018,Q2,-0.00741704186427905,-0.01686730724017249,-0.036888379125962545,-0.09326943285707967,-0.06534416421703793,0.009914699985931419,-0.00792259731271705,-0.007221450307766442,-0.19075512354164048,-0.25108056391857436,-0.2451372370264534,-0.2451372370264534,0.0,0.000882925649364763,0.0015922661560276996
2018,Q3,-0.0028673898694836497,0.039246494109088426,0.059359960211180285,0.2746619817085194,0.164777293565888,0.016325669011795663,0.01742480993237283,0.026043734105955174,0.33163497269104125,0.4977680680539396,0.5356076042048694,0.5356076042048694,0.0,0.0007750300466873306,-0.001978303102180501
2018,Q4,-0.02395939538113756,-0.035662314505108594,-0.09906298438662908,-0.006768733058507115,-0.049610204832086,-0.03064028172999178,-0.032886521562552784,-0.07808807528668671,-0.19931298465656022,-1.6672981359929564,-2.310219117999461,-2.310219117999461,0.0,-0.01961955083233613,-0.020765494254378902
2019,Q1,0.007468104742123227,0.02006128252685957,0.06887478355698562,0.017971905732129034,0.04037070476486537,0.005645852126739959,0.016089363002551815,0.07248567556420493,-0.05031030886713672,-2.169687461459424,-1.5748633645108796,-1.5748633645108796,0.0,0.00012815384425923781,0.0012726077783564715
2019,Q2,-0.015159947935890594,-0.010400637402768198,-0.2542084721015848,0.01819054743967352,-0.1049572515067283,0.008558548888918383,0.00853373846354577,-0.043576826986690076,-0.12993748081150647,-0.19150208019240256,-0.18741996873490996,-0.18741996873490996,0.0,0.009009334775398559,0.008883606199380445
2019,Q3,0.018178597318007306,0.014466299276899353,-0.09033189375992057,0.2195101750710271,0.10279289324922036,0.007239720428508178,-0.0012302400398354063,0.034784114886201145,-0.08535515150158812,-0.0704561138528853,-0.08496217610552648,-0.08496217610552648,0.0,0.003148172600921928,0.002860902645772434
2019,Q4,-0.005749503626387931,0.005101839814115827,0.17920593022967135,0.07951325183065894,0.11049080098585029,-0.016871556009375732,-0.01557747412083288,-0.05049242677936017,-0.4458393155896917,-1.7637558591661904,-2.081840949054251,-2.081840949054251,0.0,-0.012774115355381421,-0.015882997847150082
2020,Q1,0.0044626457640759565,0.04892432005700087,0.25444038278949166,0.2870897846563174,0.2763168578448849,0.0027774584004056635,-0.0014084269814785833,-0.05111231206777078,0.24785677379361815,-2.1657144454257375,-1.8391017285303806,-1.8391017285303806,0.0,-0.011072630692624319,-0.01715503196996071
2020,Q2,-0.0015574923696880516,-0.013968504984517516,0.13364052187173536,-0.14098308970281626,-0.0519220265891579,-0.0025247546360125384,-0.0032311549048931187,-0.1556750096145707,-1.236787272958943,-1.0822369967453702,-0.985329607078284,-0.985329607078284,0.0,0.01268334757967815,0.010822137920342367
2020,Q3,-0.004014800267313268,0.012246247599660975,0.19178195188168146,-0.022692268701143048,0.06047575919597237,0.0030444100196631574,-0.0007317443203995744,0.11777125929001842,-3.4140416287501614,-6.523749647999087,26.205826458473233,26.205826458473233,0.0,-0.013316643460882571,-0.01299779207703311
2020,Q4,-0.006338245024486877,-0.026245197975405254,-0.09866366794402537,-0.09833940984508227,-0.09848071831569782,0.005712711109495672,-0.005616866782454433,0.07593127678136691,0.9998954210109308,-0.3884015739261951,0.7996151753616569,0.7996151753616569,0.0,-0.0014602614201142394,0.0025510455351938077
2021,Q1,0.017533524765700692,0.025888659221026122,0.1305645994056437,0.0364580129108838,0.07746040951150612,0.013213779791042324,0.012536655896824067,0.10216989380731034,1.048669121644326,6.620004646355404,1.9262808827776468,1.9262808827776468,0.0,0.001849861283310883,0.0027003871975663785
2021,Q2,0.001990649250672938,0.012620473154111966,-0.07053235381253886,0.002719437086357246,-0.03076951281256457,0.023238128633400246,0.024574511292733803,0.18933617418940374,0.4988320638355599,0.401463236037946,0.38436622099952955,0.38436622099952955,0.0,0.004009189929784496,0.008286381045634172
2021,Q3,0.014970873384150485,0.07377801294769326,0.1725315136745591,0.2794629888429587,0.232582076863882,0.03229180397285725,0.03239041148582378,0.21960685225811094,0.42760685720199865,0.35180844220470986,0.39593736769463006,0.39593736769463006,0.0,-0.007386705682380756,-0.007927885037195437
2021,Q4,-0.004857476637078473,0.014034850657330233,0.25482488527104286,-0.1626241854619196,0.01147737654176173,0.015043728798431077,0.014830628383656341,0.018820938715360835,-0.2712675558411548,-0.4452353317631844,-0.41805202140157194,-0.41805202140157194,0.0,0.0070531109189340135,0.005885861103165579
2022,Q1,0.23834391436187397,-0.1698073560857244,-0.7788568072160253,-0.39124268269172124,-0.5917940893978257,-0.03745752112846501,-0.03893680319098769,-0.528427897730734,-0.36060278674638957,-0.21458566002662238,-2.3113518529822557,-2.3113518529822557,0.0,0.19287859885551906,0.2061748166822861
2022,Q2,-0.0007476800627364,-0.03469846868908866,-0.8013698322742302,-0.03348090772583345,-0.24871883875816114,-0.0025851864948769343,-0.006506487788243809,-0.10568440209148433,-0.9286880107232913,-0.8001678643463283,-1.1275275456983276,-1.1275275456983276,0.0,0.00900766105309403,0.010400954507762794
2022,Q3,-0.00041973414079921056,-0.012096595368743412,-0.6381039937857803,-0.02711819659881498,-0.07239692590849056,-0.019639054957252156,-0.006090010219236608,-0.03594879937970552,-0.8445186655893366,-1.8113054909935142,-0.8231057988979944,-0.8231057988979944,0.0,-0.004094372810259594,-0.0036710663119191578
2022,Q4,-0.011854264262986192,0.0056749152093478195,-0.04865132614640599,-0.08159033776209479,-0.08063799060414534,0.012809042692814243,0.013699060923001216,0.027693371794017096,42.59717736437471,-2.1480450230031147,21.90624563143405,21.90624563143405,0.0,0.0014881710794780734,0.0016030134903091131
2023,Q1,0.008991777432878267,0.015242400692746294,0.9171169302286504,0.037735843735053454,0.06404549012077099,0.00844201762208141,0.011127608628743069,0.028028349284739518,-0.044835254463257534,1.5571264488261822,-0.23962707380856485,-0.23962707380856485,0.0,0.007776522699866728,0.007571286708238256
2023,Q2,0.0032690485779560685,-0.0032020707477375954,-0.5694567474756151,0.0027759282939670005,-0.028070078566581724,-0.00019774217580914577,-0.0009956120629346366,-0.029619173309383684,-0.7047485867105223,-0.7398196197370517,-0.673208333730788,-0.673208333730788,0.0,0.003846134640433929,0.003655196617411205
2023,Q3,-0.004985837363442491,0.0072387027586602315,19.12215929382748,-0.3907350807669986,0.07520473772386205,-0.0007603595491965098,0.0013717269737008042,0.04879374696660976,1.715335973375307,2.3654215895826707,0.6555019970910965,0.6555019970910965,0.0,-0.40041103708941717,-0.00729338814619962
2023,Q4,-0.00406534474478637,-0.009416901254635679,-0.07927259227959305,-0.048859326301788464,-0.06245042623832431,-0.005406221021247215,-0.004501389945223533,-0.7114598132794313,-0.8207833175303729,-0.9175096205211257,-0.77375851197526,-0.77375851197526,0.0,2.14691967081318,1.7490227457801772
2024,Q1,0.0013332332890201304,0.016079518845564245,0.0340219113266671,0.015320853793130418,0.023528044832134443,0.016203627802559017,0.015429326091499718,-0.381919753177547,10.457936617573335,25.451226732730415,12.939193473479131,12.939193473479131,0.0,0.17298526401912584,-0.7534553862542288
2024,Q2,0.007433556803092767,-0.005235816560513307,-0.11696104984193356,-0.0028009577975806055,-0.05341519329039757,4.8728605740899766e-05,-0.0009966253066423514,-0.8221275836899025,-0.9311089029985242,-0.830880306495682,-0.7957817968336148,-0.7957817968336148,0.0,-0.8437126061620035,0.21228883979051782
2024,Q3,0.002401960102372813,-0.0278392159711931,-0.9333716772835724,0.005873005797806474,-0.38259695995558074,-0.005920181731375984,0.001737250802340773,1.5163762369579037,4.5311866804532315,1.1018967408562732,0.7425953774120619,0.7425953774120619,0.0,1.5363477016166907,-0.10977281562447339
