연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
2016,Q1,0.0002395351299702142,-0.006967446181020742,-0.13843899611539423,0.008947058136220987,-0.06662267390756349,0.05817019039990079,0.05387657915646216,-0.6887979950813337,-0.6072111578824999,-0.508634380333892,-0.44274726346353244,-0.44274726346353244,-0.19068580989713524,-11.407444623447898
2016,Q2,0.018757931979916487,-0.0015704825809739198,0.07657027692842511,-0.23465246715588683,-0.08735624623270499,0.08184149057216894,0.07592067451835494,-0.015716821041741325,-0.09460835326467032,-0.28203684854461397,-0.31521760345093974,-0.31521760345093974,-0.018704823998409448,0.09271103566786043
2016,Q3,0.010216617182770227,0.05559594765204379,0.004905206556260255,0.008195613934162793,0.006358605938145967,0.1006314843397591,0.09332297221323205,0.007954781495749463,0.09952570843442654,0.15503442003634382,0.32784421940080755,0.32784421940080755,0.03249815757951158,0.09239494853579977
2016,Q4,0.03966630321248821,-7.171311496068089e-05,-0.05331742114890747,-0.045978396945784206,-0.050069797765684654,0.03788268562431463,0.03519099125280367,-0.08843909819748974,-0.3014829032526236,-0.5398403307778363,-0.5686188973162247,-0.5686188973162247,-0.023477866694335492,0.1332789793373661
2017,Q1,0.015598720805412247,0.086740707589674,0.7106154399210916,-0.4796876820066577,0.18162061237353644,0.027187300044843488,0.025335146951209975,0.1654719961893909,0.5725204974595215,1.8257237638641075,1.598581253786556,1.598581253786556,0.14892391897102208,-0.184016680644857
2017,Q2,0.013793099887738913,-0.054065433247516115,-0.32686810463645655,0.02397073348621448,-0.2582106709161126,0.10427359859075769,0.09819425191836295,-0.09602725920041455,-0.1911554421479318,-0.015148302617532083,0.08470209135296614,0.08470209135296614,-0.10879514673851054,0.2578111409416626
2017,Q3,0.0215839300277878,0.05310390917901042,-0.009176775341267596,0.023656960184764486,-0.00030711150094708817,0.08457067155484355,0.08001169530387986,0.08499509563435015,0.21199064973392479,-0.05804657927830936,-0.1020256570577569,-0.1020256570577569,0.2912563343243557,0.08157307943791836
2017,Q4,0.04038251728136344,0.041885047821436316,0.10426799026224787,-0.06326564157921188,0.05792578365148637,0.03637292340061715,0.03440491136510038,-0.06067772010117567,-0.272684521767244,-0.4999729604833396,-0.6213681434826018,-0.6213681434826018,0.0,0.0948099855814466
2018,Q1,0.040256371700781335,0.015641587981571448,-0.03996304339187673,0.05641394839857505,-0.01635775446747534,0.032872101897314154,0.03090286641925366,0.11689610121396243,0.46876089169394786,1.747527533776581,2.5243681508272235,2.5243681508272235,0.0,-0.03388472010007171
2018,Q2,0.006834662717815965,-0.012369629988696729,-0.02947621251113508,-0.49579821110310895,-0.15214068959191474,0.05391553544402483,0.05123467989499342,-0.052799639685841115,-0.14546665575845674,-0.42203065313150634,-0.44543387853495586,-0.44543387853495586,0.0,0.1024593179593809
2018,Q3,0.009531389364648257,0.045364341336030733,0.0031784282505231687,0.04035413050238512,0.008993735667031766,0.06159685050934116,0.0587131938398191,0.08355461617332671,0.16471093430076666,0.2025221519492455,0.2012073416461715,0.2012073416461715,0.0,0.03849828022622437
2018,Q4,0.023384421672141942,0.008956169436167505,-0.04420090564056234,-0.21732139669481898,-0.07212343125135057,0.038879220320024555,0.03731675195165418,-0.030751607298841743,-0.1907627042614286,-0.23460870486791086,-0.3073763843288453,-0.3073763843288453,0.0,0.0741799288146916
2019,Q1,0.025250006336399844,0.07335165930093401,0.4353700785304695,-0.6704831453366041,0.2849184252278887,0.007965681123349277,0.0071559546839987664,0.13892978071308382,0.37363090826060685,0.5375255805754249,0.6869111252221693,0.6869111252221693,0.0,-0.08801303067617983
2019,Q2,0.005245358006858325,-0.03526174802751003,-0.2714756176789149,-0.024328300062303465,-0.26285263618292043,0.05765372826312021,0.05558639709891744,-0.06057333868619763,-0.10346618206901337,-0.1242571950064758,-0.1044197837450066,-0.1044197837450066,0.0,0.13399747132475737
2019,Q3,0.06634372751062467,0.047782486990576745,0.024636186233553126,-0.1583750988451056,0.016184783163429195,0.0588657941872468,0.056590485850653405,0.08702416770775412,0.1329012979345885,0.11178374270839209,0.07384610352308618,0.07384610352308618,0.0,0.05274059154598598
2019,Q4,0.023069146641506943,0.02330063121974235,-0.025095151998284715,0.12496328893666875,-0.019355873975436477,0.036444457940849606,0.0347366007232246,-0.06650971404272177,-0.19581006148534885,-0.27816568698220445,-0.2872056344605538,-0.2872056344605538,0.0,0.0802598280632989
2020,Q1,0.02882077308649378,0.01990554409844303,0.07643514032809762,0.020615780401227024,0.07398602856260639,0.006450801906619175,0.006164810782124608,0.03992780856696321,0.3907000922080246,0.6191606753772356,0.6967505036637971,0.6967505036637971,0.0,-0.025328263989753075
2020,Q2,0.07877868304860791,0.02705615548189222,-0.13356803105226822,0.25793573770785994,-0.11724415280731426,0.06838450574244637,0.06619122445375125,-0.17719856152396696,-0.36098181671478013,0.012665397895250674,0.06215352735425661,0.06215352735425661,0.0,0.15060226324935067
2020,Q3,0.011004393087653108,0.031839610126974005,-0.03883948998089548,0.21619325796050415,-0.023686399979345074,0.04583761166422007,0.04430772548161954,0.2983958854514215,0.30716449443730465,-0.22469310873516413,-0.28527507408590114,-0.28527507408590114,0.0,0.015325171773400204
2020,Q4,0.05996896427690679,0.03077344198070775,-0.05720240214790662,0.7112033575061847,-0.0003290120557821741,0.011689252736563294,0.03730264013402951,-0.10729881025208621,-0.3693886580971031,-0.56132450161029,-0.732651638933592,-0.732651638933592,0.0,0.09933828531083466
2021,Q1,0.004083353784903876,0.04935431392086387,0.3256139038875179,-0.07813193156969489,0.2744609054496392,0.004035692883079589,0.003813057357439531,0.18528568661721767,0.9929714523731434,1.8972362132408813,3.7966445805778157,3.7966445805778157,0.0,-0.07971103170873206
2021,Q2,-0.013568131450927057,-0.0096773910217548,-0.19041992684305453,-0.5086990563952903,-0.2195883838696575,0.046803118978258285,0.0442396012518822,-0.04436681432624945,-0.11468888147387868,-0.17034523560255355,-0.15269144248932542,-0.15269144248932542,0.0,0.07565164787354872
2021,Q3,0.06461657139715582,0.07543216915992113,0.05133919126890052,2.09488438038947,0.16923908492926554,0.0605721779770092,0.05742485681266429,0.09483777360391743,0.31296884184943763,0.38838100228280625,0.3543852744198508,0.3543852744198508,0.0,0.0454349819895985
2021,Q4,-0.002336902199855273,0.002969751176878921,0.012866851710280569,-0.08189103463898573,-0.0016037182510916237,0.004209211298271898,0.0039405151043754305,-0.22248963626233764,-0.5539086255220108,-0.8610176687402444,-0.9517419265868471,-0.9517419265868471,0.0,0.09432353348022993
2022,Q1,-0.000609919760604205,-0.012761888535521293,0.041364190847690274,0.1666361569774233,0.058956199885617844,-0.02935687740471793,-0.027900691236087627,-0.14512203626819664,-0.21049067094194363,1.5782916922920456,6.591279280385007,6.591279280385007,0.0,-0.01895691856369719
2022,Q2,0.05667864935086553,0.007157913023966067,-0.12913847696962588,0.42081999538900217,-0.04405428524557364,0.01996000769764672,0.018934070508310086,0.13283126203462015,0.20972732221337265,0.15062670560356017,-0.06697487764951815,-0.06697487764951815,0.0,0.024968991797220674
2022,Q3,-0.0021273808256374593,0.005753294576763546,-0.07377028087003745,-0.01370505722209825,-0.05995855631438618,0.020973534181824682,0.01992953380016016,-0.02780523801234991,-0.13497987258462707,-0.13016853068101997,0.07160556627672543,0.07160556627672543,0.0,0.027616926615980475
2022,Q4,-0.05411164307045924,-0.0792539161646395,-0.36526317020012,-0.16481141209125294,-0.31690225785067205,-0.03359962024588681,-0.032000963139171446,-0.13385109896724479,-0.47383126972063183,-2.6559184459044207,-3.013748082084557,-3.013748082084557,0.0,0.03159127656511318
2023,Q1,-0.005160417448026311,0.08626954696585232,0.2948757923336893,0.02285258010080038,0.2146355406774929,0.07186933980827281,0.06825795590201111,0.023250129399907005,-0.04055313916380121,-2.959738820473667,-3.068912487972982,-3.068912487972982,0.0,-0.026649007778267175
2023,Q2,-0.0007975970448692582,-0.000994578788849454,-0.09277514984628688,-0.057360600175572984,-0.08397813952642341,0.01287727922708548,0.012244690189631147,0.04974841863261559,0.20559912974405603,-0.8077049053200379,-0.8453550513201648,-0.8453550513201648,0.0,0.053261168135004144
2023,Q3,0.0013607178162402533,0.025319252645119583,0.14959922191004638,-0.030087257281666724,0.10366794417359437,0.014681027917104794,0.014007653190733604,0.025610086487110495,0.09018903295291825,0.1935363976253459,0.15604197748214998,0.15604197748214998,0.0,-0.387479429518254
2023,Q4,0.005508365401627913,-0.0344171126463747,-0.1689210942195446,0.007091633148524457,-0.1293815702157557,-0.020424120238516585,-0.019494304408209318,-0.2168262197462122,-0.8986532620872792,-2.0834481888152463,-2.205905672365743,-2.205905672365743,0.0,4.032326757308472
2024,Q1,-0.0033205251602163033,0.02254824182484949,0.24690516267574192,0.0051938421891748465,0.1840956408975316,1.1969274515744033e-05,7.5535959145334175e-06,0.22353415565779589,6.658803406022547,-1.822753941522444,-1.7876802119181687,-1.7876802119181687,0.0,-0.8131825543911462
2024,Q2,-0.0036181272518993612,0.008526987848866074,-0.03530203334366566,-0.03610229594580883,-0.035478565592975575,0.016585082554334107,0.01579738593527935,0.033162146101465506,0.5808089802227068,0.2703741985984589,0.1895737391043555,0.1895737391043555,0.0,0.19269176095875085
2024,Q3,-0.0033895639835368474,0.014837101027148414,0.042610963345296904,-0.029978898943636034,0.02660851006599496,0.01361743504889179,0.012990453761750231,0.0058261535846388934,-0.17894570279635558,-0.16995794015915522,-0.16462796335228858,-0.16462796335228858,0.0,-0.16469287846985792
