연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),이익잉여금,총포괄손익
2021,Q4,0.023609836041112997,-0.03741876952770329,-0.2018124591441538,-0.4358763541481485,-0.22013349683193917,0.0,0.027114313356644493,0.10088163373969561,-0.11669046787993687,-0.22023042034434137,-0.23122543166210152,-0.23122543166210152,0.2764346811229552,-0.05531128144809083
2022,Q1,0.007446569074092357,0.016136473643544536,-0.007076425885877646,0.3498942648379699,0.013135245893125314,0.0,0.016941313171535466,-0.060329342898911786,-0.13750744065810683,0.011601738464496858,0.09816605118869282,0.09816605118869282,-0.68341646680279,0.02852771143354249
2022,Q2,0.0315723042930629,0.08196059483639617,0.2228392390478251,0.18168980246585287,0.21973492322425803,0.0,0.04515192019072001,0.004697378060489754,-0.06725703953611317,0.09992635119609039,0.0829104844164259,0.0829104844164259,1.0704676024286939,0.08683217721839998
2022,Q3,0.020066650376263206,0.08501841166760138,0.17161970442723562,0.18984803738861333,0.17295195828772503,0.0,0.05760124933978128,-0.09483403269745994,0.26925520581631446,0.3268744221681399,0.2993169335387915,0.2993169335387915,0.6717693534584896,0.08914942870121378
2022,Q4,0.08482870719992563,-0.008803574787338397,-0.07429446943066575,1.4133174614743562,0.03599675577405992,0.0,-0.024295571688401907,-0.19513409124454206,-1.1573411605542996,-1.3790627692671398,-1.385811354236088,-1.385811354236088,-0.1741812521494256,0.032491649791976496
2023,Q1,0.009651510921475204,0.028584731915548334,0.2476929539330297,-0.23534282867700562,0.16426978710065954,0.0,-0.02123464802366315,0.03849231054398916,-0.9517575561716128,-1.1421405673979055,-1.171910666801325,-1.171910666801325,-0.9641320457702238,0.04432874088067651
2023,Q2,0.052187410178153426,0.020679166520990444,-0.027510653255801154,0.374681669383492,0.018109241885715166,0.0,0.021801602890640037,0.16319134126303547,-34.02660116354384,3.7426987903897357,3.640505912914791,3.640505912914791,4.175376498748075,0.013325654343131488
2023,Q3,0.04033447752934882,0.006106230361268894,0.0004670757300540007,-0.07376054397899301,-0.01090117915988631,0.0,0.013507518504086935,0.04943003244628286,-0.6331991794410895,-0.35867056339357406,-0.39155437949299143,-0.39155437949299143,0.49088014084496057,-0.24943369457036313
2023,Q4,0.011203616105795122,-0.007929632211315374,-0.07826035502437023,0.2277207966383954,-0.034376321684392974,0.0,0.0033022662405071124,-0.0770085533471101,-0.445202657579824,-0.7590157635846435,-0.49225643424786225,-0.49225643424786225,0.1123729718554074,1.287082634037556
2024,Q1,0.025085575440972674,0.07371899669362736,0.24207614090076657,0.12446649549514466,0.22063013071894155,0.0,0.013669042983432744,0.045619563169473354,4.845551623424415,8.476357018294511,3.9142416209159476,3.9142416209159476,-0.2518569297624933,-0.06326710185383422
2024,Q2,-0.0018011829303584692,0.03904494325070962,0.03333735052178333,0.2648236928207306,0.07222318056022226,0.0,0.022714454697080333,0.10123102105851722,-0.15755112878023425,-0.1325118848283383,-0.20342201707261598,-0.20342201707261598,0.7863698974943563,-0.19093378485914847
2024,Q3,-0.019654816465402125,-0.012118889676227762,-0.06628514280005493,0.018637113602766542,-0.04945714967024817,0.0,0.007148848749282566,0.014314726284690993,-0.09264704950688685,-0.8060686767681225,-0.7234371456105648,-0.7234371456105648,0.12174449634536222,-0.6781243024392656
