연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),이익잉여금,총포괄손익
2016,Q1,0.0039046385619108115,-0.009296538019110456,0.01991961064949166,0.037021832588386205,0.02600144688266215,0.0,-0.020206391906374965,-0.7686757895379387,-45.332605077742556,-1.2710563284752445,-1.4454229492294253,-1.4454229492294253,-0.5947279982107189,0.25008006179249587
2016,Q2,-0.052666683946229975,-0.009995149759570388,0.013632627713432877,-0.1351262668752462,-0.03983674050479302,0.0,-0.00033676810749028174,0.032563403889338094,-0.03820479675174837,-1.6407124463153875,-1.6407513550105575,-1.6407513550105575,0.31502370083703113,-0.02559772535028082
2016,Q3,0.060677536386226194,0.022830389733486944,0.050434430710505795,0.03096720911713069,0.0441316280994799,0.0,0.01620855084976358,-0.06374451565283845,-0.42532916051027037,-2.048694179455322,-2.048654881115194,-2.048654881115194,-0.16571773529357325,0.03995734698784381
2016,Q4,0.009751100920568412,-0.050053224124697815,-0.13573552061474303,-0.27361317577434807,-0.17981264201613667,0.0,-0.00860699224640471,-0.14327205005233168,0.9744201563641528,-0.13901705303851553,-0.7349165987098731,-0.7349165987098731,0.008024186460436011,-0.04195242577554803
2017,Q1,0.04360221137906661,0.03927715264405851,0.286217497803547,-0.0005329024928105719,0.20503203799154512,0.0,-0.004523413158312839,0.2038226735644355,-0.9265203265556886,-0.9153505099539134,-0.7464878277766587,-0.7464878277766587,-0.10267047350049952,0.04353466835286923
2017,Q2,0.036488554712197585,0.012755035509011803,0.2249548875868128,-0.8845446993753264,-0.03558323235103156,0.0,0.028217261294794183,0.04688748088117234,2.047940012807674,-11.70195469152875,-12.096951228348713,-12.096951228348713,0.18256790124402,0.01783211051521838
2017,Q3,0.014439548713898187,-0.007863673129353654,-0.0023063764633606265,0.5042913214802947,0.011935147529940293,0.0,-0.013803860043424154,0.010347441345526898,-1.3404221925508004,-0.8522578493877953,-0.8905124757847447,-0.8905124757847447,-0.8224231156242044,-0.0003330016482426812
2017,Q4,-0.03002383908436712,-0.06672690451662433,-0.2999877733799675,5.928135833108513,-0.03971439661972964,0.0,-0.0750429159545426,-0.0638358463119606,-6.87221569363808,-43.07415885244835,-68.61158470881345,-68.61158470881345,-8.64870310041662,-0.05460507883071908
2018,Q1,0.04280905445957073,0.056741420922561625,0.2660898045108486,0.057017357819861614,0.2030542901518173,0.0,0.009977433697170746,0.17123445098905732,-1.474030715166714,-1.1373278068398152,-1.1063696735291266,-1.1063696735291266,-1.0926031600894075,0.04621293034575902
2018,Q2,0.004662127775124647,-0.008336319209409582,-0.07050114278275088,0.04726770614684361,-0.039303928024319035,0.0,0.0034535838548730435,-0.09977028139272337,4.733853476866309,3.4175344978765008,3.946790788468003,3.946790788468003,5.1602578317338805,-0.008243317369504788
2018,Q3,-0.1264409909743348,0.08917953534784373,0.2967144590737796,0.0458997900849909,0.2242858705581796,0.0,0.03993398418717664,0.24007934134864972,0.8572975344469458,0.43492551373362653,0.21082848136182641,0.21082848136182641,1.01427364316587,0.04191592443033332
2018,Q4,0.024062960819031698,-0.034324518272358495,-0.16248649829190254,-0.037234973416804706,-0.13158729018300497,0.0,0.0074118828466815945,-0.11014736025984817,-0.30765014440536054,-0.5645278228854012,-0.4449448060730731,-0.4449448060730731,0.16216308495473308,-0.026861000985091144
2019,Q1,0.024658703262156578,0.009498902108180385,0.09181880250404584,0.03721306808331293,0.07688409522967299,0.0,-0.01542706022153506,-0.0403579852050967,-0.9758263581790743,-0.9375431810907813,-0.9387856834650173,-0.9387856834650173,-0.9661989512942473,0.029973841385507072
2019,Q2,-0.12286891456156479,-0.033380092106473636,-0.2215738832429781,-0.7005254864193011,-0.3477418518186166,0.0,0.09380559354883067,-0.07838128960582558,41.53811263842867,34.04107885275955,85.73450715439554,85.73450715439554,37.77639490623657,-0.08793248723849634
2019,Q3,0.013839957472814746,0.04332673882034155,0.10599564141852791,0.11506118644821584,0.1070920987953119,0.0,0.027942616889657712,0.11999227548834912,0.21574583846577955,-0.04269245558973711,-0.6646283110425835,-0.6646283110425835,0.3267228269430811,0.04054590122212165
2019,Q4,0.08507508518281548,-0.017453358621037474,0.005903472096822515,-0.1790221856014006,-0.016623869987783646,0.0,-0.01766889134435423,-0.01096572182089961,0.03974273805526285,-1.4590136223110022,-1.4316017232063594,-1.4316017232063594,-0.18494114619484214,0.009212114282555639
2020,Q1,0.004446415610027232,0.03521604396424638,0.18650768332564738,0.16576353318163806,0.18439798582624634,0.0,-0.0035883404138135067,0.046834683797202015,-0.2764451577343824,-2.5768445635556096,-2.9350252312643264,-2.9350252312643264,-0.7421118787181705,0.03970726389796431
2020,Q2,0.008612920361530163,-0.0340579932550471,-0.19985465340262354,-0.009464982879890727,-0.1807965039241597,0.0,0.011311873949176876,-0.10484189444621406,-0.6802282500272898,-0.6869683991072744,-0.730608800287557,-0.730608800287557,0.2635919697760234,-0.03157912647890648
2020,Q3,-0.01748363257651664,0.05079490709396639,0.20649555483439874,0.06668830105831014,0.18957381211262692,0.0,0.01603700556945431,0.2208042577247593,1.4672577361558656,1.3083856199320678,1.756832444064948,1.756832444064948,0.5750898325211224,0.033857296920953184
2020,Q4,-0.018379975593794007,0.016887469267182764,-0.029910992484206367,-0.3148412017631155,-0.060835302397752034,0.0,0.039678304448719226,-0.18591765919350456,0.9518892497639342,0.7789471722205954,0.9671144265114398,0.9671144265114398,0.6437785035748178,0.014521864173654642
2021,Q1,0.014097197816988372,0.03479328136302051,0.04211647707861821,0.08403751048948749,0.04543575012599921,0.0,0.03197426807470216,0.11828480128246133,0.46327356958476096,0.7638698661669503,0.35293749449851575,0.35293749449851575,-0.4014188390295027,0.026632351375503127
2021,Q2,0.015309163510377699,0.058782591507476,0.20025736609440514,0.11284221130563088,0.19308033722492168,0.0,0.022745316779983593,0.20316201036823767,-0.3714796700487739,-0.43176421468623905,-0.4693711594673259,-0.4693711594673259,0.524037332727685,0.05509213299945248
2021,Q3,0.004699703334897443,0.0892235737903937,0.19030802716646877,0.21884892037936132,0.19249372149390664,0.0,0.05689696073916006,0.1116099286517549,1.2692299413789496,1.5324269801972408,1.6118550619241385,1.6118550619241385,0.8980813860198193,0.07124179296589928
