연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
2020,Q2,0.010724531070863685,0.05072437247094741,-0.2414013564767623,0.06822056686462297,-0.19929666772996402,0.10185997781906786,0.06745544656315738,-0.8712895609020094,-0.9499680368904563,0.28186556362242476,-0.04949715201139193,-0.04949715201139193,0.0,0.05797125651192925,0.09786463007035429,0.00853614344823983
2020,Q3,-0.0019445916017751808,-0.006779640550589772,-0.2953817592190323,0.03493117669112533,-0.23545598706507886,0.006300249473837116,0.004698998198673365,0.08474823745358973,0.5147582404961526,-0.9355239315171208,-0.9318295668946661,-0.9318295668946661,0.0,-0.022808230326599954,0.02927060120694369,-0.08873280591753574
2020,Q4,-0.08908800268078254,-0.011416992606603893,-0.39759097035040436,0.26529767326322773,-0.2347972629481262,-0.003953860540543475,-0.0028844104643863666,-0.3140178828958754,-0.8043066191523239,-2.067854979666003,-1.6245679097131607,-1.6245679097131607,0.0,-0.009640863406747857,-0.0022022639323699966,-0.02341470175369864
2021,Q1,-0.000825341305360161,0.05511737950815632,11.853497021728796,-0.013652575093253017,7.034466836963491,0.01770741323865499,-0.14947130892655425,7.366746555663008,52.066253390158856,-10.187647878650374,-21.622842062823004,-21.622842062823004,0.0,0.11243391845373418,-0.131658541498599,0.4647318728637255
2021,Q2,-0.0008691763067203429,-0.11985724272350229,-0.9242217949203291,0.004544738304348206,-0.8779205530197791,0.10926726545805288,0.09005619732752734,-0.8082816407827003,-0.9106882100405946,-0.9023941100623883,0.37319804568712867,0.37319804568712867,-0.08841212747012317,-0.074104423978961,0.1611966323670948,-0.28027543380092557
2021,Q3,0.01272905006349423,0.0067417078653699836,-0.17712992896887148,0.06164604093224457,-0.07918015687018243,0.010698118155743508,0.009406308499947835,0.3228540472529009,1.0305742898017578,0.8677352898655486,-0.8913586510559981,-0.8913586510559981,0.0,-0.004696171544666727,0.022817856782580304,-0.04295823465583004
2021,Q4,-0.029044838128328143,-0.017619846454958843,0.2551674086893414,-0.07791965410516821,0.09763291846882627,-0.023566498138112735,-0.020880378260725307,-0.16144863208232607,-0.5548230605096823,-2.6768356990121234,-3.2065165594472242,-3.2065165594472242,0.0,-0.027520456781401692,-0.014661665759108544,-0.046844160179192684
2022,Q1,-0.002761352239980752,0.056957683001604975,2.3448139746925523,0.14270413412721172,1.4698936476769355,0.014246278527114908,0.01214706463383508,4.074490961364263,12.436209898035315,-4.475915432818252,-4.069373430877629,-4.069373430877629,0.0,0.07949029159343302,-0.027448708923651477,0.2437882537884699
2022,Q2,0.05600704113831401,-0.04278060014321239,-0.6790874714315396,-0.11162035499464928,-0.5747775124810072,0.005753740370681326,-0.0016085775684849812,-0.8118038222255337,-0.9094005185959209,-0.8956136899752156,-0.9265533145468554,-0.9265533145468554,0.0,-0.054253640088685495,0.03860072223377409,-0.16492285528790807
2022,Q3,-0.009447877491376655,-0.0007952002523139434,-0.08298069602059366,0.025255252510986814,-0.04141462480857583,0.012522186684126746,0.000543681552779729,0.394887910130153,1.0529316717122001,0.905728189306956,1.32370551324424,1.32370551324424,0.0,0.008224365549912127,0.004088040830152906,0.0134378085815825
2022,Q4,0.0020151782755530867,0.009078162201198392,0.08262731010799329,0.3927607749714368,0.21001201495045918,0.0031164707782083134,0.002732801277388397,-0.21397359255908566,-0.4321397553738149,0.025785239827764705,-0.6898808542216359,-0.6898808542216359,0.0,0.004808900833419338,0.004516746458558263,0.00523037949627847
2023,Q1,-0.0030955713945300944,0.05109626207583573,2.495281123974186,-0.009471614246983395,1.3110939352347213,0.009043054009566509,0.003081208006277203,3.6608867691752174,7.992241393044337,3.738615101768544,17.18810861112034,17.18810861112034,0.0,0.06497798617093187,-0.02570712658772012,0.1991267472495688
2023,Q2,-0.0019485368917218082,-0.04427451643026159,-0.6971573141880546,-0.024052298330729416,-0.5607657051316384,0.0056490172669823036,0.0010728530660484292,-0.804855216670621,-0.9164951083740526,-0.8889268479430866,-0.916577434574299,-0.916577434574299,0.0,-0.05192066228658698,0.03639137993956343,-0.15880014495844197
2023,Q3,0.006988829396100016,0.002280500908119709,-0.019428864333100093,0.014377794762847618,-0.004208067675916416,0.010798227349275269,0.0025304598282456237,0.31938333278194997,0.8532238558971421,0.6373415765069552,2.7974275005161284,2.7974275005161284,0.0,-0.592814715299615,-0.14534761196844848,0.017498269475382466
2023,Q4,0.0003125049245586986,0.0028845288908674327,0.10100426233463344,-0.021922538386691004,0.044625850340136,0.004863011933422534,0.0012873374988897623,-0.18148366390010284,-0.39941383889728443,-0.5174256154659417,-0.2763475542413416,-0.2763475542413416,0.0,5.669567953020135,1.8684742850809135,-0.9955932734846611
2024,Q1,-0.0006712273122987389,0.03838706203428344,2.3008486763114764,-0.00846815041279203,1.3091898932013546,-0.009357032896905704,-0.012343653211819516,2.687944674626454,7.163610369805566,7.695258401470991,2.2395303607581822,2.2395303607581822,0.0,-0.3405009355198818,-0.7426377182601975,780.5865384615385
2024,Q2,0.028751681469092016,-0.04605345517674653,-0.7066791509748409,0.11576744954330498,-0.5550322730564536,0.0056100959501161896,0.0014523091125289156,-0.7439310055529482,-0.888717913992103,-0.8605436438037519,-0.8869336285907609,-0.8869336285907609,0.0,-0.7352234365165646,0.4197961826473735,-0.8869336285907609
2024,Q3,-0.0045883768820113024,0.008727432773399713,0.05450224676188098,-0.06365281280842194,-0.00012675460055822096,0.014191878166301075,0.009094625060398931,0.5793899877543407,1.6321918670527507,1.2486489974351116,1.5440341218201206,1.5440341218201206,0.0,-0.2210877003421574,-0.08384555392526205,1.5440341218201206
