연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),매출액,자본금,총포괄손익,영업비용
2020,Q3,-0.006729908009219798,0.01540753397433714,-0.11836858425393748,0.012784827223371042,-0.02904686910574894,0.056709353260192774,0.04267574303643218,11.110924178697283,2.0217528679758896,11.371931336906412,11.371931336906412,0.9837653993800093,0.0,0.004586887349084634,-0.02527490133379129
2020,Q4,0.008083405486177586,0.013157426305653974,0.023626007207229183,0.039474456555266935,0.03488457528529265,0.0012714082252520686,0.0007468036661393285,-0.9448506567498719,-0.956701547800022,-0.9703191955055431,-0.9703191955055431,-0.4505444012396034,0.0,0.00506605035043739,0.047734263036031566
2021,Q1,0.04738562180467909,0.0694092253534051,0.2891614656987149,0.006678552375102065,0.08759862360136039,0.07695679506911923,0.058664956619878916,15.646810538498197,44.979473048701195,59.45700433784128,59.45700433784128,0.6535529956124031,0.0,0.10023827368093152,0.012022410172529696
2021,Q2,0.008777824663655176,0.0030157439615263737,0.05638581938029574,-0.015459035613481387,0.008935828966241566,-0.0007561051195620339,-0.000576754451887096,-0.9556323484306308,-1.0019911237762535,-1.0045836129506058,-1.0045836129506058,-0.47719849750028964,0.0,-0.0072432802279855935,0.06802654436035183
2021,Q3,0.027718665290909383,0.03062477559682053,0.12396250976155909,0.05791785909871594,0.0813979300173695,-0.000630386227701174,-0.00047927048417728546,5.302931145727717,-28.456205613797767,-13.49134438305709,-13.49134438305709,0.316480617743506,0.0,0.043832877998083886,0.03189733454916266
2021,Q4,0.05639882406120078,0.04355545348041612,0.3349874980964045,-0.03903922046968877,0.0991679817651645,0.020690072776678115,0.006695981575865817,0.3353441405078934,3.9096048677144406,2.7257622220911717,2.7257622220911717,0.23760868298556925,0.049268768280793074,0.08382520349772449,0.05343938927464986
2022,Q1,0.0456916804065135,0.03367255178064421,0.060681430533393366,0.037093157430475365,0.04767928992622572,0.03152496332478916,0.023536257451343356,2.1795118906161877,0.9976643309976643,1.9634641942772575,1.9634641942772575,0.3733768908755406,0.0,0.04771226038540988,0.021559068773758572
2022,Q2,-0.004561438042392507,-0.008645050160947299,0.01219392473108405,-0.020899951379797277,-0.005863497680445251,-0.013422201002476708,-0.01070546461997357,-0.8457957606277082,-1.2980304444090014,-1.2392068366938176,-1.2392068366938176,-0.3864811720063037,0.0,-0.015777965194342825,0.03178552433396464
2022,Q3,0.02776280324474345,0.02673918908865014,0.14024009046529096,-0.0009204564288104455,0.06438189545551332,0.0011393574784186455,-0.0012808399317844055,-0.0639721238789801,-1.40557407305963,-1.467668106864945,-1.467668106864945,-0.0011407800141549629,0.0,0.04758587017925775,0.024086831043264034
2022,Q4,-0.0005076987794894183,-0.00645128802440087,-0.10165253080415926,0.08355012235805748,-0.008232724087542387,-0.00990306743981495,-0.005038060531123989,3.2319862547875573,-3.1552343944809245,-2.3024982394156055,-2.3024982394156055,0.6032077767297894,0.0,-0.019895868279898532,-0.0031565443746610633
2023,Q1,0.007716413695713298,0.011226818591578036,-0.07548579956852486,-0.008062710742741674,-0.038328885642788024,0.06126036257382084,0.05041352801605803,2.158697668648696,-5.7749099726664,-9.917697622844155,-9.917697622844155,0.5905528600588119,0.0,0.008503901099857547,-0.03891887161271623
2023,Q2,-0.003796764500169303,-0.008822632358341354,-0.0846898084466372,0.05627584668505747,-0.004558552268160376,-0.022514107316650045,-0.01190963330466932,-0.9019787584047471,-1.2367083866317077,-1.197227054917343,-1.197227054917343,-0.5181253473339378,0.0,-0.02915551671633887,0.0358642017374764
2023,Q3,0.011185537492520492,0.022635298338889775,0.11849935598859362,0.016478001830337652,0.05696164325927944,-0.002715063108194249,-0.0024003029229469064,0.7518985958586024,-1.1521040015695774,-1.1965767878077374,-1.1965767878077374,-0.03171634477377716,0.0,-0.7229129966965191,0.015895225311876926
2023,Q4,-0.016107366458137595,-0.01794792108268206,0.0352237492930354,-0.02428160153795722,0.0007057954681510825,-0.03756057612419239,-0.032362393643299514,-0.33518374135869844,-10.898210980876003,-13.085082697201019,-13.085082697201019,0.2269096655391727,0.0,6.038575869658944,1.5487251179774453
2024,Q1,-0.017787923265153105,0.013892425257995056,0.0423115593530492,-0.008949551111720133,0.013318428692377093,0.023385026222556338,0.014351133298647234,3.7406648736552413,-2.3396215190232015,-2.0483017725783315,-2.0483017725783315,0.3165860704641086,0.0,0.5607238307708675,-0.756230744279391
2024,Q2,-0.0025055215402191022,-0.015791179324980198,-0.059123611474501625,-0.021018877371066114,-0.03804529796532152,-0.00334639405142656,0.0019750424984057435,-0.784663972952915,-0.8917151116684606,-0.9048850448460046,-0.9048850448460046,-0.35617555842299475,0.0,-0.9351696928384045,0.0558835004424878
2024,Q3,-0.006009727154304589,-0.0014408157530961807,-0.03077894257460012,0.026272594697892115,0.0013387229566874659,-0.004620380249198197,-0.003571186184424646,-0.049874012973983084,-0.9115320769456108,-0.46997492411244557,-0.46997492411244557,-0.07513835327269691,0.0,-0.2120439700493867,-0.08009318645401808
