연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
2016,Q1,-0.0004573928267916916,0.03012184737907808,0.08059021228894436,0.016806904733153605,0.05359475801943603,0.0,-0.02058380088876488,-0.01416090531769354,-0.74715578177261,-5.632377259508468,-1.111397433630649,-1.0820033779321547,-1.0820033779321547,-0.16030207290103082
2016,Q2,0.010986032816366231,0.0012227572381966478,-0.008107115902391882,-0.011093121604832001,-0.0093267768601073,0.0,0.04477224478960529,0.02249280714430535,0.07134752111206888,1.3491223319136365,11.253174388761312,8.673440712816998,8.673440712816998,0.014545635949981817
2016,Q3,0.015546353756771714,0.003340118049640628,-0.03473049514685922,0.06956471338479098,0.0077938680719298326,0.0,-0.010516681382106041,-0.005360121875600976,-0.08794095272152425,-1.5129533950261478,-1.1678614048577751,-1.1543729253093657,-1.1543729253093657,-0.030646804327504107
2016,Q4,0.012641636855472926,-0.006281267970916771,0.04513651046541578,-0.05256809966044229,0.0028575916051949424,0.0,-0.05042562369744974,-0.02436979653621829,-0.018781477540914082,3.746503764391006,7.303905954980545,11.49255306942054,11.49255306942054,-0.011470435377884947
2017,Q1,-0.0024118100277183974,0.028619717039032322,0.10946800787546307,-0.08656803507360333,0.029327243264029912,0.0,0.04794795419959663,0.027180229838689396,0.12026801288676725,-1.6398372933884298,-1.7272770411613276,-1.547796231558721,-1.547796231558721,0.09656131119626221
2017,Q2,-0.0001546860443368825,0.015068676247471213,-0.044432111072840064,0.0874285011516851,0.003403946496944865,0.0,0.06844936741227126,0.03885058796390228,0.038367229643036405,0.3519277213801826,0.24941005676504502,0.1669919517102616,0.1669919517102616,0.0038961339457579403
2017,Q3,-0.009174323494721803,0.006821323320016948,-0.0018405681328258483,0.009733771248090273,0.002709955888769766,0.0,0.023619133736828113,0.01491752069653507,0.028545263700275214,-0.693327030254777,-0.6390475506611573,-0.6913651554467424,-0.6913651554467424,0.000359615900583643
2017,Q4,0.03157425534783842,0.0070709375055768575,0.028589344367647263,-0.02367041936083847,0.007899167872017498,0.0,0.007635450705061331,0.005459585133470002,-0.023564755162078455,-1.983676515925944,-2.331026500446095,-0.9586142043126885,-0.9586142043126885,0.0022891254394290517
2018,Q1,-0.006298901420015102,-0.010323446762600885,-0.040634200784180896,-0.01308432553578931,-0.030068562192357096,0.0,0.048416133809105144,0.02818460245135146,-0.04557992293774071,-4.63809115352259,-3.0664550082429027,71.58695163104612,71.58695163104612,-0.0038571319713409657
2018,Q2,-0.0007043443293237583,0.042525523362364925,0.03390892446770821,0.06906986227273193,0.04762960255217341,0.0,0.05801157970876569,0.0331352294582925,0.057582073011487545,-0.04776424607348839,0.05584254764226926,0.10097660305781209,0.10097660305781209,0.0453682807354987
2018,Q3,0.06164215856395061,-0.0058904003693508455,-0.05682015347011182,0.045860129850008535,-0.015931716577420763,0.0,0.021028750533989005,0.012842413399269725,-0.04650560291012218,-0.40310688395014704,-0.620105284134312,-0.5218774368083687,-0.5218774368083687,-0.03546230494627456
2018,Q4,0.01895296100298527,-0.03523232164878809,0.002057068299976761,-0.016922923031185144,-0.005975562983851046,0.0,-0.13946416389405814,-0.0882623594471662,-0.16303432714101374,-3.4894262831251295,-6.756272812711734,-6.019311952803472,-6.019311952803472,-0.08124937441335012
2019,Q1,0.0025622755543484033,0.03718463246061976,0.06198115341936106,0.054682997722854454,0.058926475292665925,0.0,-0.008132825218698625,-0.0057808067603131175,0.1344666154291636,-1.4313478247633942,-1.1629334378770289,-1.1562402125525664,-1.1562402125525664,0.08744706330899654
2019,Q2,-0.0037458098701417253,-0.0063668727334755815,-0.06980742134429918,0.04847726366455518,-0.020497196047032373,0.0,0.04248989946825321,0.02337433953305257,0.0980567322603747,0.8815062717990052,1.5100119432549741,1.4385783143384838,1.4385783143384838,-0.008661024927616001
2019,Q3,-0.01401963933315753,-0.009624301347845088,0.004815340739344531,-0.009147709604505394,-0.001415434804856175,0.0,-0.041981518610762825,-0.026161461152818255,-0.16847645219768537,-1.4561052313633052,-1.6296645320322818,-1.6219042868930185,-1.6219042868930185,-0.04013546933906331
2019,Q4,0.002631524642029648,-0.03397669510073931,-0.01291809053338866,-0.052395961837707006,-0.030398016876545086,0.0,-0.07455293950834763,-0.041369313185409484,-0.023434356935009615,0.639212070846102,0.8074933924115026,1.2382461125660282,1.2382461125660282,-0.040075583826682526
2020,Q1,-0.00441018336167931,0.025296187708260698,-0.0033529967592346166,0.029936047734310467,0.011052246902184315,0.0,0.10392470793161546,0.05505721703793731,0.03218425182104623,-1.891327825262663,-2.7296195458207144,-2.4527945076406876,-2.4527945076406876,0.06278472323686124
2020,Q2,-0.0020298181412571337,-0.012938810115094124,-0.047290735020742214,-0.01111784361192203,-0.03134519750407316,0.0,0.03938756827953571,0.02391513051515015,-0.06028592874009153,-0.7115543561015638,-0.6179062909374325,-0.6186947731244938,-0.6186947731244938,-0.03617108099036903
2020,Q3,-0.002702631721994808,0.08076052521566313,0.18081204407822504,0.013201083976160044,0.10538382438688898,0.0,0.05273994769876844,0.03411965005604545,0.25421044964743955,3.0753635691397587,0.27525296943999567,0.27178535066179554,0.27178535066179554,0.13187290125919016
