연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용
2016,Q1,0.06410064805983007,0.015366468307579595,0.10932120230339981,1.879133418682858,0.579970501147965,-0.001459157807492062,-0.08109973326062181,-0.7253419084353087,-0.7828440938014674,-0.7045014059297523,-0.6876299669046704,-0.6876299669046704,-0.18129500573015134,0.23491171002703481,0.2898205196258019
2016,Q2,-0.04967955079243325,-0.004535590560093339,-0.4090767266352444,0.032901021198949554,-0.19489449268795778,0.06367476242572989,0.05138670552985847,0.045823543006377365,0.4546752070651674,0.2443336372173075,0.5134375404933229,0.5134375404933229,0.029921482755035367,-0.11928556131136248,-0.08840475434898942
2016,Q3,0.09362399946387812,0.017020516041165834,-0.09534436811938019,0.010289800296382046,-0.029670383553095703,0.03341148925253368,0.02752402381098884,-0.07511875168782256,-0.14888415783762443,-0.34690370371736934,-0.4683982364270729,-0.4683982364270729,0.011258685207335084,0.027852478317438534,0.035646449411315784
2016,Q4,-0.033002235800522195,0.054089347123121634,0.3774502748903572,-0.2956053287129865,-0.0582286722525871,0.05662549566604991,0.07794980967291876,0.4275794622642912,0.6318046897455936,0.8573048412266535,0.66251722925737,0.66251722925737,0.10838649610656237,0.07517657049055937,0.05514714893741979
2017,Q1,0.03731809187893664,0.005240431475399543,0.35297638756523875,0.032035835690512826,0.19759076832428968,-0.03872666700952865,-0.03045965739497769,-0.17211204159420446,-0.6427221106732872,-0.7664749961246201,-0.7365765376482761,-0.7365765376482761,-0.04725026412884625,0.13875695783044395,0.11663577434275174
2017,Q2,0.30593702687207935,0.17636033349174252,-0.35379003510884977,0.5857933831479336,0.03822968085964251,0.029861175510268234,0.20802748242240798,0.08490609171137242,0.2111580130675379,1.2734566266388407,1.321057478160672,1.321057478160672,0.18453182732474982,0.012985048437826663,0.009400981070271763
2017,Q3,-0.07375669739820567,0.15871232717485562,0.992910071199459,-0.03639552753187525,0.33696108971989025,0.19151877562870867,0.12359171719960371,2.220824232255106,6.071162824723801,5.384112835924518,5.121939280948334,5.121939280948334,0.3883378386901821,0.06267527247071247,0.021354065066571337
2017,Q4,0.13454223644000574,0.10934398210549956,0.16251634019339778,0.2328798610447229,0.1948349989264646,0.05039118982316526,-0.050864847320069684,-0.3104636016761684,-0.465823012235671,-0.5959295636431599,-0.6263132177019312,-0.6263132177019312,0.0,0.2861065855950222,0.29821602504378597
2018,Q1,-0.09982117824381476,-0.011953269625213592,0.8879358314935524,-0.5792999627608157,0.1925617447537742,-0.013146816247557869,-0.04106432317134778,-0.08173005069450168,0.14017498420893326,0.3281786398069515,0.17134273291260582,0.17134273291260582,0.0,0.2000611922733988,0.15913602794141113
2018,Q2,0.017699838844223548,-0.04435865374052028,-0.4181991545588576,-0.03448876812588064,-0.3540466197723735,0.07866913580249668,-0.00013955108879160072,-0.09608247118324897,-0.18427785473244596,-0.001667227143728356,0.1887894693442036,0.1887894693442036,0.0,-0.19978162263792654,-0.15980250226099324
2018,Q3,-0.13203037871476742,-0.0923127779260321,-0.11892893606983901,-0.29057521142385934,-0.16182335655870472,0.02994324918180058,-0.08278430974971374,-0.09496916947718059,-0.10634357833416075,-0.470794626057663,-0.5922845923722677,-0.5922845923722677,0.0,-0.04445784679255549,-0.01757962724342821
2018,Q4,-0.013345937310821898,-0.028547113066796137,0.06173984618999251,-0.2004434467231152,0.006284650849222695,0.043904487409448745,-0.0076188981014669865,0.0385692078080031,-0.04904995803280876,0.2270305967093651,0.5281184614006513,0.5281184614006513,0.0,-0.017069514702137023,-0.005772867471434129
2019,Q1,0.09458262124412853,0.11455230586787724,-0.05974188164824845,4.083214838418075,0.6365253571584546,-0.01033278885221467,0.0749502543077023,-0.11858896114184936,-0.339079166343607,-0.05645946379978539,0.07104286096463408,0.07104286096463408,0.0,0.08148000514490361,0.07849337952263902
2019,Q2,-0.030976364939424128,-0.031234376945276865,-0.42680888374736115,-0.06389297505408065,-0.23736207359242745,0.059221307184047056,-0.006173562192236082,0.12721670798346918,0.5354417250145529,0.3067657092546616,0.31417711284833616,0.31417711284833616,0.00034185662423791285,-0.15452438652315748,-0.11741582534238593
2019,Q3,-0.15116709458031508,0.009351952342598224,-0.01711076731257022,-0.0355432913666639,-0.028921401151723813,0.05576589410853927,-0.022920192606943446,-0.04099169897115573,-0.03599120691702651,0.023313092267883695,-0.037823598856429164,-0.037823598856429164,0.000341739798224161,0.0249030231833387,0.03744821946562382
2019,Q4,-0.012808343253418841,0.014090400073917042,0.7261712960171869,-0.06279871330420006,0.22408629656046553,-0.027661359168061006,-0.009348806932406473,0.43246140455546533,0.1915338462762759,-1.1192211165946708,-1.4429839242620774,-1.4429839242620774,0.0,0.24723567029660765,0.1881494007748432
2020,Q1,0.004947838004881966,0.06742699003152519,0.2824298701194552,0.06402891664305743,0.1760174987208425,0.03756110212634112,0.0599659248848623,0.39740858712670324,0.445465904560969,-13.714001745469739,-4.429849633791911,-4.429849633791911,0.0,-0.025645096717550664,-0.0412206895625421
2020,Q2,0.07396743652926308,0.024523252984096633,-0.30922248918763706,0.10062354302693177,-0.12854752667266667,0.06294743331844876,0.03485681242215488,-0.7180523319981457,-0.08279544163916941,-0.13405258565528289,-0.1706234101245646,-0.1706234101245646,0.0,-0.05318066786333997,-0.003594920419781711
2020,Q3,0.30312680665446634,0.1660781525255164,0.16674888296223722,0.20014608241057052,0.18534329199077226,0.06404891902862886,0.17699024887288206,1.739927158355889,0.009556119552978304,0.027458822594382593,0.030146330089289686,0.030146330089289686,0.0,0.16737062763329558,0.12828830053293072
2020,Q4,-0.04945279107277356,-0.021878373356159386,0.11326617964873842,-0.1760384997578216,-0.04982022317614976,0.0374733656880506,-0.014281202931461512,0.5223940007670993,-0.25245848706915985,-0.38479575266605104,-0.3882800822736704,-0.3882800822736704,0.0,0.054108758608927054,0.04748539347753855
2021,Q1,0.13425251317707443,0.05879641651162837,0.7236997094626423,0.1220968132557485,0.4296143864917097,-0.033341716247256126,0.04279570852334991,-0.4208278929278748,-0.6381863493356597,-0.3261049157146755,-0.2409164399196746,-0.2409164399196746,0.0,0.2332576302789684,0.19636454551311489
2021,Q2,0.06386839909381492,-0.04296190324089122,-0.39931810295878334,0.024130532776718283,-0.23684720182429408,0.02321067999190185,0.00362200574365823,0.046793254552619956,0.5447619387039346,0.1470524973630909,0.08209873895316622,0.08209873895316622,0.0,-0.16914620895550603,-0.13778645621807617
2021,Q3,0.015005768478024484,0.08343652263672485,0.0490478193968229,0.7529006812101067,0.41145813024991695,0.03191098879039922,0.04916974498361815,-0.08604982475042777,-0.13618837440592468,0.0767313708665831,0.07875758052054493,0.07875758052054493,0.0,0.08657845397828856,0.08874109542576547
2021,Q4,0.07592644356328182,0.029188218949295575,0.36867105934100564,-0.047040630715138865,0.10284337270448773,0.037293079692474196,0.0456537021582657,0.5679129207031273,0.2233316466841062,0.11015044256576467,0.1042683466448231,0.1042683466448231,0.0,0.09858705568081638,0.07595002886003055
2022,Q1,-0.08250869305366859,-0.026778292660038838,-0.1941413706303634,-0.003852468902441286,-0.08899797932914022,0.019641279561662728,-0.026361781875879453,0.06190229107107181,1.468718007038189,0.8831415044299586,0.7682065456207716,0.7682065456207716,0.0,-0.11572916345014417,-0.09821212358163789
2022,Q2,-0.14884817382247872,-0.047012652925997545,-0.24253382444020588,-0.0664246028019767,-0.13613056267098755,0.0462141034297876,-0.05582119479030312,-0.22428692005634143,-0.5026859573840758,-0.27149220928509754,-0.23099534434339697,-0.23099534434339697,0.0,-0.053504853968780686,-0.018363404191145904
2022,Q3,-0.009213161112910595,0.04449036692851993,0.17183125436661006,-0.006778073703736287,0.0552098494297113,0.060388145721928854,0.1132318422775489,-0.042000621660016946,0.2325504740199733,0.4458127602346036,0.3890277879286268,0.3890277879286268,0.0,0.05972977250398426,0.05730099218574569
2022,Q4,0.06827052118813604,-0.001675446762166355,0.013562165166300044,0.0006251968655581752,0.005611305127005473,-0.011817109039411577,-0.0041761631787657905,-0.09856132926401795,-0.6529965631583101,-1.1881981815158997,-1.2318312236629942,-1.2318312236629942,0.0,0.11623186401499486,0.10506128298908801
2023,Q1,0.043079481097554995,0.0025225270044695325,0.3086724151095439,-0.16754523335757943,0.017447606609032773,-0.011755794983819623,-0.0026499045024726,-0.142590752851804,0.46629513586774873,-3.856963780399259,-3.4971447253037224,-3.4971447253037224,0.0,-0.007285781003215197,-0.019237292275091855
2023,Q2,0.06423443588977995,-0.021924540446218388,-0.18848000669825415,0.10833597285970042,-0.03996896298165664,0.008565592702445723,-0.015545057197712153,-0.06941553356161068,-0.5600394998539873,-0.751648380912392,-0.7519739318682299,-0.7519739318682299,0.0,-0.03417180831717659,-0.016696224897074674
2023,Q3,0.008605022726204892,-0.0041958950559232155,0.2345790658996476,-0.22647281878378778,-0.0317431706415322,0.01448194305477335,0.00530163325476285,-0.05686997978862396,-0.6124756113132762,0.3052621191993614,0.6808793239629354,0.6808793239629354,0.0,-0.6530321888604032,0.03045562804322688
2023,Q4,0.056278007158893306,0.015045277845041172,-0.029043121716337272,-0.011943363080861191,-0.021152111271360408,0.004675774851141901,0.02706524746959338,0.053708873159404424,-0.8164407024259057,-1.5485663675462438,-0.5535210178578436,-0.5535210178578436,0.0,8.727678842458769,1.6411742471715867
2024,Q1,0.05112897677040662,-0.02207974682917535,-0.20597648001190716,-0.0034244360785326,-0.11162561217177414,0.000885785747979595,0.006259534694455393,-0.09476812194486794,8.873868315958854,-4.419794220217172,2.1222836040278863,2.1222836040278863,0.0,-0.48533730968483624,-0.7726690290294875
2024,Q2,0.007878169514797806,-0.030053216528622806,-0.12351110151770905,-0.011758724626521722,-0.0651154856477889,0.011710499486744297,-0.020256752743651463,-0.10388204878889973,-0.4653633866693194,-0.24303295568147154,-0.1941939341025405,-0.1941939341025405,0.0,-0.97522811562588,-0.07834374127140509
