연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),이익잉여금,총포괄손익
2021,Q1,0.02877248696864121,0.05643695054398323,0.1342110001422956,0.05837492998718097,0.10497424943187084,0.0,0.0021038098263621574,0.05601652112983779,0.2892267948712641,-0.24210056990053574,-0.26616263195266476,-0.26616263195266476,-0.0037823589777309374,0.010798757585958274
2021,Q2,0.02401990026042733,-0.004897079796452375,-0.06258407487282946,-0.009228087182668876,-0.042881461484671424,0.0,0.04198789763821176,0.08746237625222375,0.3388304617986513,0.5800441637716118,0.5613857430466502,0.5613857430466502,0.04463881033470618,0.035619706603364554
2021,Q3,0.001497797928111666,0.02927361198911238,0.025690362049437754,0.04200218909702169,0.03192557424716447,0.0,0.02626685006179197,-0.00445877943139994,0.14390376816771866,-0.12440743219304007,-0.21492465963444385,-0.21492465963444385,0.03354293307359191,0.028554956895893158
2021,Q4,-0.012517598029217036,0.01685673462537296,0.014842667554208377,-0.03518746937535533,-0.0044681462855714615,0.0,0.04116793444229527,0.09016788046108282,0.12186743384490972,0.30374205714233526,0.3413289444035075,0.3413289444035075,0.04394783338048924,0.042220328051369105
2022,Q1,0.036944962794405845,0.10294727889561361,0.2289871836074906,0.08373176161322093,0.17465101488463208,0.0,0.02478522933842764,0.07504558363526592,0.30187703647422537,0.3920353892277073,0.4642718026997914,0.4642718026997914,0.029863431405266372,0.04487908376874383
2022,Q2,0.005940707201569806,0.02984328156188587,-0.02209859840828876,0.04475618220630273,0.0009742956422731375,0.0,0.06591457241719234,0.08569675312723057,0.1300449108468531,0.296899685717924,0.20728956832407364,0.20728956832407364,0.07157779827946387,0.0627730319952442
2022,Q3,0.011807206184249353,0.05857725173423889,0.07298158483768247,0.0806797133817565,0.07575456515535084,0.0,0.038422106996926386,-0.0006720373036068761,0.06017734067980829,-0.3233327735864566,-0.3718887690586232,-0.3718887690586232,0.04194918187433694,0.041212886686420314
2022,Q4,0.03979673317428034,-0.041879590728274185,-0.15903939551988266,-0.09643896784615213,-0.13638655175489478,0.0,0.0729975855622722,-0.05072413856262348,-0.058047070089808805,0.5025927426660126,0.7979704950344133,0.7979704950344133,0.0745204732859095,0.05085208735115043
2023,Q1,-0.0037739091333572894,0.04206579643119124,0.14501244799070245,-0.016460131755076213,0.08387851881095143,0.0,0.0011586627015176543,-0.08586397964995551,-0.24504104062711507,-0.4183275210835178,-0.4436279971832612,-0.4436279971832612,-0.00038919045574958844,0.006205987126426615
2023,Q2,0.011898648693324354,-0.037950552080936006,-0.14546729816625825,-0.050770752338687664,-0.11293393034172461,0.0,0.04147007435597838,0.03446682947957336,-0.16854742071918627,0.10852194625606426,0.12001121366329603,0.12001121366329603,0.04199152216645774,0.026793571772841807
2023,Q3,0.010192325224883225,0.0314737452873628,0.0572962777385464,-0.00013454743688878779,0.036183027974608484,0.0,0.027225278391912022,-0.04597027157423317,-0.0352929054352209,-0.24830477975287768,-0.30595782135667615,-0.30595782135667615,0.027967318433771426,-0.45098900501641304
2023,Q4,0.016523843787425774,0.0015837851275373183,-0.03013273989937726,-0.04686057941567634,-0.03606684140132499,0.0,0.03584639660019562,0.03325965201124648,0.034578942547976776,0.3980897229585014,0.43167609993097034,0.43167609993097034,0.03727300868140526,3.1416127736881956
2024,Q1,0.019880341872788865,0.043717252482199154,0.18684143767695227,-0.13400805150760953,0.0742964957739447,0.0,0.017821618463691458,0.02777777596958919,0.07185791515867002,0.3951859333968333,0.44926254054457604,0.44926254054457604,0.016770334572909773,-0.4887045603655099
2024,Q2,0.08520295452632065,0.013792973630205374,-0.07475269948448826,0.15323908019568755,-0.010286285486955427,0.0,0.03531560774011733,0.06047181791834633,0.031413158005189956,-0.3110799264062474,-0.31419962647333555,-0.31419962647333555,0.036733709041232965,-0.3365844097738838
2024,Q3,0.07894878370956038,0.044599638652921714,0.026870680160735017,0.046178137376663875,0.033232028359637455,1.0,0.05431274863239355,0.06091103861455749,0.2896014487325105,0.6162809622983232,0.6621436810770007,0.6621436810770007,0.05889976698446442,0.5930659318942126
