연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
2016,Q1,0.01457280145140416,-0.004317018049267984,0.11267725308147569,-0.047823939472276256,0.009493385792367581,0.0,-0.027924082975037123,-0.018112753323682784,-0.7340957368766374,-0.9347345900142384,-0.9091235624823888,-0.8971004617214458,-0.8971004617214458,-0.29507593659780273
2016,Q2,0.01620396328960294,-0.020876361503480267,-0.12752027549499512,-0.026928307335072788,-0.06652297384837824,0.0,0.03955355333175192,0.026003776812514534,-0.14861225381579846,5.530944557739515,0.5228597483373363,0.3398059923081409,0.3398059923081409,-0.08463626982538308
2016,Q3,-0.0031957093662793312,0.007306092342898918,-0.037647552088969416,-0.018146853813134523,-0.02532108315584214,0.0,0.05629705268722707,0.037793077960783794,0.21757837199931784,0.467263465209695,0.4750113512481986,0.4499690330019721,0.4499690330019721,-0.010278521825243137
2016,Q4,0.004745829788893374,0.008873296116091112,0.08150989392638475,-0.012368747252366696,0.021732045194793992,0.0,-0.0032183677988339987,-0.0024112613104536607,-0.04970592166864041,-1.0221304486067753,-1.1050344391970743,-1.107113261027892,-1.107113261027892,-0.005119299760271145
2017,Q1,0.012974575438639002,0.002637191631320146,0.06226583036305455,0.0013448968368738878,0.024768716098417798,0.0,-0.025325509841024774,-0.01725499916093809,-0.009191631166129421,11.799673469387756,-1.3158079165236105,-2.459219817427538,-2.459219817427538,0.03492552403560234
2017,Q2,0.009667662288813217,0.004002921205197296,-0.026728831048389967,0.02273278906745335,0.003019147804691924,0.0,0.006772553544130977,0.004924964634689388,-0.1278223572873567,-1.4353287073649839,2.235185994642637,-0.2706313124952774,-0.2706313124952774,-0.012297818916825354
2017,Q3,-0.006237594475345554,-0.009773575824206016,-0.12828125003942104,0.0022149279108665265,-0.04825363499294355,0.2628676997464032,0.0390359397667468,0.02622353303021452,0.21654012166823722,4.743557512841023,5.494528031927609,5.2973604126648395,5.2973604126648395,-0.021123628835978625
2017,Q4,0.0027363130853956807,0.014809481796869362,0.08287278074740945,0.0176311121315198,0.040741294198669564,0.0,-0.011181089206153683,-0.007688523701589567,-0.04468164098180505,-0.9816183241311021,-1.0532479136272348,-1.3436305160541182,-1.3436305160541182,0.02172278804982475
2018,Q1,0.011883242923087733,0.006134701100582118,0.04858164097723594,0.027179590430653988,0.03506761660543267,0.0,-0.028943881252645243,-0.020192101602879542,0.010605428490076507,-41.02336811722913,9.090771573400653,0.24044363324456675,0.24044363324456675,0.04440008444135035
2018,Q2,0.0070686600123184284,0.004321912586206178,0.0623195254568385,-0.008771859215155775,0.017771962953954334,0.0,-0.011958064497168075,-0.00860686951566314,-0.14816602921289568,-0.5158786843276782,-0.26252356591656156,-0.3183019137963473,-0.3183019137963473,0.001258239795646654
2018,Q3,-0.003665873599382752,-0.004747130860792481,-0.14376806634118122,0.06102667602866596,-0.01878565033169477,0.0,0.013642632685010314,0.009106371776872901,0.23082089875902545,-2.062007098638998,-1.9683406789563382,-2.184496456845224,-2.184496456845224,0.019009012395922786
2018,Q4,-0.0011475008651425922,0.0031770958133878757,0.021352065453169367,0.016077591291058235,0.017871324572365177,0.0,-0.015788457752547225,-0.0109226739840389,-0.07266493176045796,-2.071459687937064,-2.1177738111125937,-2.0984691123958683,-2.0984691123958683,0.0031776713213593766
2019,Q1,0.00729405142711359,0.0023104136757643445,0.06008440808817195,0.024007210303903515,0.03631823170321824,0.0,-0.04665705880421267,-0.031271591726224734,-0.000955515433467613,2.035333198227172,1.8551488347681602,1.9907500575628525,1.9907500575628525,0.04163778930816542
2019,Q2,0.008465610224145381,0.005602687943200291,-0.05083065395056585,0.041728942248343115,0.009419456296490658,0.0,0.0027948717054413486,0.0015707414081922444,-0.1318175768675739,-1.107723748341718,-1.0616647594537718,-1.0760458071630221,-1.0760458071630221,0.009272709925306266
2019,Q3,-0.004258078938752741,-0.006130047003405248,-0.06623321472139099,0.015482355669758086,-0.011339291562197706,0.0,-0.0007755803989889509,-0.0005839973816548216,0.2137079634292378,1.589779914768462,-0.749699778189062,-1.0229660571082377,-1.0229660571082377,0.014119695398820076
2019,Q4,0.013690632004329517,0.019828825850039644,0.05845119119371667,0.055572562021499516,0.056464957783175285,0.0,-0.028147384787170382,-0.018756270952355658,-0.0733867556101897,-3.035675584076203,-45.570541585527614,369.67372440124956,369.67372440124956,0.0466874389257903
2020,Q1,0.00617708472008438,0.0032062051600294517,-0.07612731568591313,0.05064997634332169,0.011274212892219637,0.0,-0.008255156231463112,-0.005942391641089784,0.009813917591844135,-0.600337505786961,-0.8110213086062656,-0.7879102284740958,-0.7879102284740958,0.025032670142134172
2020,Q2,0.013547073260785636,0.008061104856345036,0.03812709357687649,0.0004504902571427216,0.011141099426305034,0.0,0.006810070973109594,0.00450810236400212,-0.13121401821713974,-1.934705593244184,-2.2061163083686273,-2.169899290485799,-2.169899290485799,-0.001104757701071879
2020,Q3,0.00153996305714732,0.005670956303138297,-0.005373074701927605,-0.008551889652151812,-0.007625839048359229,0.0,0.03202978686670499,0.021111083194609748,0.20733354672135995,2.1368944298492525,3.287818470231663,3.176598458716704,3.176598458716704,0.011328893849261945
2020,Q4,0.005672432526026672,0.012754149603492415,0.10102334158160997,-0.02827715697080635,0.00947610101076557,0.0,0.024548680154163227,0.016453468111738978,-0.07262649943388866,-0.242205653716853,-0.29144400617834265,-0.27140662696870854,-0.27140662696870854,-0.010418607214951914
2021,Q1,0.003595747856939946,-0.0003577608879147265,0.13776150646299,-0.036985523275656185,0.018664394032360754,0.0,-0.03231943182354691,-0.02167714194655679,0.02265332840249945,-1.7990678375162508,-1.608070408046634,-1.496547926585616,-1.496547926585616,0.01556052680082054
