Date,Close,sma_10,sma_20,sma_60,ema_10,ema_20,ema_60
2015-01-02,44500,1.0,1.0,1.0,1.0,1.0,1.0
2015-01-05,44200,1.003393665158371,1.003393665158371,1.003393665158371,1.003054298642534,1.0032239819004525,1.0033371040723982
2015-01-06,43550,1.0122464600076542,1.0122464600076542,1.0122464600076542,1.0107792242467701,1.0115154707472056,1.012003608544559
2015-01-07,42500,1.0279411764705881,1.0279411764705881,1.0279411764705881,1.0239729178800232,1.025967177644125,1.027286909681951
2015-01-08,44700,0.9818791946308725,0.9818791946308725,0.9818791946308725,0.9811616405994933,0.9814052272526169,0.981696932728478
2015-01-09,45050,0.9785423603403626,0.9785423603403626,0.9785423603403626,0.9804117270094838,0.9793116542239539,0.9787596582492648
2015-01-12,43500,1.0114942528735633,1.0114942528735633,1.0114942528735633,1.0116481833818192,1.0115205380655523,1.0114870442333486
2015-01-13,43750,1.005,1.005,1.005,1.0045324892623753,1.0047481601418793,1.0049077754025793
2015-01-14,43850,1.0024071962498415,1.0024071962498415,1.0024071962498415,1.0017539463457643,1.002062742659698,1.0022851695313215
2015-01-15,43300,1.0136258660508084,1.0136258660508084,1.0136258660508084,1.01143704669542,1.012563622504116,1.0132795801660706
2015-01-16,43000,1.0172093023255815,1.018816067653277,1.018816067653277,1.014715576177925,1.0168272422661868,1.0181756287231156
2015-01-19,43150,1.0112398609501738,1.0140015449980686,1.0140015449980686,1.0089527985641367,1.011481688103043,1.0131807301444857
2015-01-20,43600,1.0009174311926605,1.0032639378969654,1.0032639378969654,0.998825986403362,1.0009057122741027,1.0024696724025917
2015-01-21,44100,0.9931972789115646,0.9924684159378038,0.9924684159378038,0.9899195692397577,0.9908771033426721,0.9918859131971389
2015-01-22,44150,0.9908267270668176,0.9919214798036996,0.9919214798036996,0.99094070965635,0.991010445311164,0.9915322757535024
2015-01-23,45550,0.9614709110867179,0.963844676180022,0.963844676180022,0.9679703951818354,0.965257134176819,0.9641457838019922
2015-01-26,46450,0.9491926803013994,0.9483948584816058,0.9483948584816058,0.958763952583425,0.9527803960160234,0.9495978952581781
2015-01-27,46650,0.9513397642015006,0.9474216982255567,0.9474216982255567,0.9631270662044602,0.9545476058359672,0.9494849230935196
2015-01-28,44850,0.9917502787068004,0.9862113477674118,0.9862113477674118,1.0014498640970035,0.9936568926898159,0.9884584154440915
2015-01-29,45600,0.9804824561403509,0.9714912280701754,0.9714912280701754,0.9877600685974368,0.9798119549056449,0.9740739118719388
2015-01-30,45000,0.998,0.985,0.9851851851851853,1.000758536827254,0.9936490668731176,0.9879041772763961
2015-02-02,44750,1.0071508379888268,0.9911173184357542,0.9911122397155917,1.0051807995870659,0.9992858248320556,0.9938380913444352
2015-02-03,45500,0.9947252747252747,0.9769230769230769,0.9758719541328237,0.9907031508914448,0.9846328308309072,0.9788364972314312
2015-02-04,45700,0.9938730853391685,0.976148796498906,0.9727844638949672,0.9888663483359268,0.9823841959759119,0.9760677834795592
2015-02-05,43250,1.048092485549133,1.0297687861271676,1.0267745664739885,1.0366680675850013,1.03408826091242,1.0295410982743223
2015-02-06,43200,1.0438657407407408,1.0288194444444445,1.0268874643874644,1.0309453106293935,1.0316556445010667,1.0289944557099344
2015-02-09,41850,1.066547192353644,1.060035842293907,1.0577901677065358,1.05247658411892,1.0583061001707297,1.0587521588630104
2015-02-10,41900,1.0539379474940334,1.0565632458233891,1.054509035117627,1.041873880800131,1.051259640870256,1.054382440503591
2015-02-11,42200,1.0401658767772513,1.0470971563981042,1.0453914038241543,1.028181768897769,1.0393739212454338,1.0444060987252004
2015-02-12,41250,1.0535757575757576,1.0687272727272727,1.0671515151515152,1.0424088514141183,1.0569663020081752,1.0649084369867674
2015-02-13,42900,1.008158508158508,1.0275058275058275,1.025265057523122,1.0018942366823311,1.0146869651856691,1.0227314800436589
2015-02-16,42800,1.0059579439252337,1.029497663551402,1.026796144859813,1.0034638365675177,1.0153643413760638,1.0238652604993113
2015-02-17,43350,0.9882352941176471,1.0161476355247983,1.0133515081611968,0.9924197135227674,1.0022365740555776,1.010340603344025
2015-02-23,43250,0.9848554913294798,1.017514450867052,1.0152329139748384,0.9956764046716698,1.004105250879385,1.0120636987516136
2015-02-24,43800,0.973744292237443,1.004337899543379,1.0024135681669928,0.9862356882735597,0.9923316095549163,0.9993858393992613
2015-02-25,44050,0.9701475595913734,0.9969353007945516,0.9968154874511287,0.9841612884847798,0.9880019241605686,0.9940088734073322
2015-02-26,43550,0.9851894374282434,1.0050516647531573,1.008036739380023,0.9962863557462234,0.9994091647197079,1.0051703492246535
2015-02-27,43700,0.9859267734553776,0.9982265446224257,1.0044562206431409,0.9941642218479102,0.9963704148263313,1.0016415892759891
2015-03-02,42200,1.0209715639810426,1.030568720379147,1.0391299064284847,1.0241357048150044,1.0286968097910927,1.0355664139777145
2015-03-03,42300,1.0210401891252956,1.0242316784869976,1.035756501182033,1.0177651849196985,1.0237169717108652,1.031643806088861
2015-03-04,41550,1.0362214199759325,1.0385679903730445,1.0531243579583809,1.029564387460048,1.038109500613952,1.048053615559266
2015-03-05,41850,1.0265232974910394,1.027658303464755,1.044489958468453,1.0181496614871748,1.0277028001767419,1.0387764959764343
2015-03-06,41500,1.030722891566265,1.0315060240963856,1.0520594003922668,1.021874420566114,1.0328588745815783,1.0454905647679398
2015-03-09,40900,1.0400977995110023,1.0407701711491442,1.0659591020226717,1.0301614907482355,1.043381753164515,1.058235534731839
2015-03-10,42000,1.0085714285714287,1.0120238095238094,1.0371957671957672,1.0026026249884548,1.0145089201937465,1.0292318392087438
2015-03-11,41100,1.0234793187347933,1.0316301703163018,1.0586057336295356,1.020092002792637,1.0331915014151543,1.0496053459767771
2015-03-12,42000,0.9978571428571429,1.0097023809523809,1.0351570415400204,0.9985542072126676,1.0099895193823927,1.0259903504782464
