Date,sma_10,sma_20,sma_60,ema_10,ema_20,ema_60,연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,label
2016-01-04,1.0380851063829788,1.0418537799909462,0.9809091594990192,1.031235574879051,1.0289284537627903,1.0036877917456015,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,-0.058578542326844674
2016-01-05,1.0384353123011183,1.0441108282571143,0.9856418765342304,1.0290850599711714,1.0300667188981705,1.0076268129544546,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,-0.03359396308755347
2016-01-06,1.0664418528406163,1.070015455950541,1.015545719950666,1.0493113728682602,1.055444589333576,1.036909489096583,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,0.010819165378670892
2016-01-07,1.0783043707214324,1.0863803915936618,1.0376011297812249,1.0593336384046934,1.0712841598342389,1.0578802191116816,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,0.03097323950404518
2016-01-08,1.0701590361445783,1.086865060240964,1.04414297188755,1.054351734298886,1.0709880470011202,1.062836221893314,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,0.07127710843373491
2016-01-11,1.0750073768073178,1.10182698927904,1.064935575882758,1.0621180216758184,1.0840511962843309,1.0818063918423062,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,0.06821087833185802
2016-01-12,1.051800770018032,1.0854744383254544,1.05405802751921,1.0429888514627452,1.0672033202203786,1.0696899218130695,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,0.10136946244943701
2016-01-13,1.0367455850960603,1.0755336697069668,1.0482938741186365,1.031322416723165,1.0564464380998997,1.0627364585668566,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,0.09863186493304865
2016-01-14,0.9995437226586388,1.0406274989416249,1.0158105586653494,0.9999467984959564,1.0219806192115397,1.0293962775486678,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,0.08043652100286947
2016-01-15,0.994785970205544,1.0395554403168017,1.01773445848262,1.001769242551514,1.021935996903231,1.030638352816902,2016,Q1,-0.0028363398870462,-0.0424699934831527,-0.1948447727851565,0.2709261089177819,-0.0702807419342852,-0.0321180278085799,-0.0206695162566883,-0.7846775111146451,-1.1521049326981951,-1.0816527395301052,-1.055880496876191,-1.055880496876191,-0.1570779688626935,-0.0822644963201896,0.056666038091646165
