Date,sma_10,sma_20,sma_60,ema_10,ema_20,ema_60,연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,label
2022-01-27,1.0,1.0,1.0,1.0,1.0,1.0,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.25544554455445545
2022-01-28,1.0611111111111111,1.0611111111111111,1.0611111111111111,1.055,1.0580555555555555,1.0600925925925926,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.15111111111111108
2022-02-03,1.0006988120195668,1.0006988120195668,1.0006988120195668,0.9971792139409514,0.9988391923571728,1.0000572584610052,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.19077568134171907
2022-02-04,0.9603174603174603,0.9603174603174603,0.9603174603174603,0.9622878359264496,0.9611123480980088,0.9605383443605466,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.21130952380952384
2022-02-07,0.9065693430656936,0.9065693430656936,0.9065693430656936,0.918030374959014,0.9120160062262332,0.9083117943803956,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.2572992700729927
2022-02-08,0.9305043050430504,0.9305043050430504,0.9305043050430504,0.9468438121629223,0.9385429084170616,0.9331309717251588,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.24723247232472323
2022-02-09,0.9888174447861336,0.9888174447861336,0.9888174447861336,1.0032520581372022,0.9963345826098782,0.9913560322833256,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.14090019569471623
2022-02-10,1.0567702845100104,1.0567702845100104,1.0567702845100104,1.0621281515434975,1.0603614871647675,1.058144099395789,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.08008429926238148
2022-02-11,1.0358460119870907,1.0358460119870907,1.0358460119870907,1.0356800225601868,1.0368263932922173,1.0364071384915716,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.08506224066390045
2022-02-14,1.0705183585313176,1.0705183585313176,1.0705183585313176,1.061758544153348,1.0674212561000505,1.0698083918886874,2022,Q1,0.0646561950213144,0.7054036299723785,-0.0588292929932273,-0.0230028980208916,-0.0445223916005644,0.1699999999999999,0.2845413021663912,1.3966433210409486,0.0191472728974657,-0.4139392415136693,-0.4035223893189344,-0.1012010588281774,-0.1012010588281774,-0.8608733528698012,-0.04859611231101513
