비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
11964363000000.0,20210693000000.0,6505979000000.0,2375131000000.0,8881110000000.0,7289333000000.0,11329583000000.0,25856426000000.0,770856000000.0,1181626000000.0,968209000000.0,968209000000.0,2015,Q4,,
11930428000000.0,19352345000000.0,5238323000000.0,3018616000000.0,8256939000000.0,7055214000000.0,11095406000000.0,5567470000000.0,-117251000000.0,-96483000000.0,-54104000000.0,-54104000000.0,2016,Q1,,
12012778000000.0,19613508000000.0,5498335000000.0,3159362000000.0,8657697000000.0,6915619000000.0,10955811000000.0,5375992000000.0,-90486000000.0,-65324000000.0,-138592000000.0,-138592000000.0,2016,Q2,,
12745976000000.0,20481339000000.0,6110883000000.0,3298928000000.0,9409811000000.0,7031336000000.0,11071528000000.0,6222819000000.0,186155000000.0,139795000000.0,116500000000.0,116500000000.0,2016,Q3,,
13100175000000.0,21812750000000.0,6176344000000.0,3400959000000.0,9577303000000.0,8195255000000.0,12235447000000.0,7253014000000.0,730720000000.0,1259779000000.0,1043274000000.0,1043274000000.0,2016,Q4,,
13772891000000.0,21578139000000.0,5794558000000.0,3216512000000.0,9011070000000.0,8526877000000.0,12567069000000.0,6542947000000.0,759011000000.0,648546000000.0,514112000000.0,514112000000.0,2017,Q1,,
14714811000000.0,22776141000000.0,5584696000000.0,4149249000000.0,9733945000000.0,9002004000000.0,13042196000000.0,6022851000000.0,536230000000.0,548272000000.0,477855000000.0,477855000000.0,2017,Q2,,
15729352000000.0,24822563000000.0,7047907000000.0,4453877000000.0,11501784000000.0,9280587000000.0,13320779000000.0,6594290000000.0,336697000000.0,350471000000.0,281341000000.0,281341000000.0,2017,Q3,1789079000000.0,
17028341000000.0,25409415000000.0,7394605000000.0,4185551000000.0,11580156000000.0,9789067000000.0,13829259000000.0,6430994000000.0,-95208000000.0,492578000000.0,506413000000.0,506413000000.0,2017,Q4,1789079000000.0,
18874489000000.0,26153543000000.0,7825127000000.0,4762552000000.0,12587679000000.0,9525672000000.0,13565864000000.0,5154261000000.0,-253621000000.0,-160247000000.0,-80364000000.0,-80364000000.0,2018,Q1,1789079000000.0,
19861978000000.0,26942172000000.0,8191149000000.0,5606041000000.0,13797190000000.0,9104790000000.0,13144982000000.0,5034966000000.0,-409068000000.0,-475205000000.0,-417239000000.0,-417239000000.0,2018,Q2,1789079000000.0,
20814547000000.0,27807993000000.0,8626532000000.0,6016676000000.0,14643208000000.0,9124593000000.0,13164785000000.0,5661046000000.0,120953000000.0,121239000000.0,23273000000.0,23273000000.0,2018,Q3,1789079000000.0,
20683767000000.0,27062106000000.0,7416630000000.0,6432895000000.0,13849525000000.0,9172389000000.0,13212581000000.0,6521414000000.0,68741000000.0,24407000000.0,32039000000.0,32039000000.0,2018,Q4,1789079000000.0,
22030626000000.0,28582488000000.0,8061951000000.0,7424034000000.0,15485985000000.0,9056311000000.0,13096503000000.0,5383604000000.0,-202781000000.0,-187714000000.0,-113941000000.0,-113941000000.0,2019,Q1,1789079000000.0,
21941498000000.0,28139647000000.0,8184753000000.0,7272418000000.0,15457171000000.0,8642284000000.0,12682476000000.0,4935961000000.0,-414658000000.0,-448912000000.0,-407764000000.0,-407764000000.0,2019,Q2,1789079000000.0,
21602029000000.0,29434430000000.0,9045792000000.0,8282231000000.0,17328023000000.0,8066215000000.0,12106407000000.0,5432573000000.0,-592724000000.0,-770323000000.0,-575046000000.0,-575046000000.0,2019,Q3,1789079000000.0,
20301452000000.0,27382680000000.0,9140483000000.0,7576104000000.0,16716587000000.0,6625901000000.0,10666093000000.0,5906191000000.0,-574082000000.0,-1937832000000.0,-1543142000000.0,-1543142000000.0,2019,Q4,1789079000000.0,
