비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익,영업비용
38355910321607.0,54007996043783.0,4082046440984.0,3916091110711.0,7998137551695.0,45854790083096.0,46009858492088.0,7704845146423.0,822124080656.0,788722641211.0,580290733901.0,580290733901.0,2018,Q2,482403125000.0,,
38245928972916.0,56127620542359.0,4324356555301.0,4991692455730.0,9316049011031.0,46603400208598.0,46811571531328.0,7905508084744.0,1094769177693.0,1181323586557.0,891098863628.0,891098863628.0,2018,Q3,482403125000.0,,
37329579638935.0,54125979686154.0,3895972889381.0,4957905021987.0,8853877911368.0,45175458896631.0,45272101774786.0,7288182174243.0,876567465377.0,-788295027314.0,-1167534767153.0,-1167534767153.0,2018,Q4,482403125000.0,,
37608360849658.0,55211816256681.0,4164307178881.0,5047008023671.0,9211315202552.0,45430512857319.0,46000501054129.0,7816470982778.0,832467085451.0,922058809380.0,671172964429.0,671172964429.0,2019,Q1,482403125000.0,,
37038220057223.0,54637578175447.0,3105705013576.0,5138815862554.0,8244520876130.0,45819332122657.0,46393057299317.0,7475853979115.0,724298409509.0,745482629324.0,545381748420.0,545381748420.0,2019,Q2,482403125000.0,,
37711522945019.0,55427981733098.0,2825160798240.0,6266838232201.0,9091999030441.0,46151051277446.0,46335982702657.0,7735894942797.0,662475809033.0,692958820317.0,499044928266.0,499044928266.0,2019,Q3,482403125000.0,,
37494700407090.0,55710766417120.0,3331446367137.0,6765134918740.0,10096581285877.0,45372411230927.0,45614185131243.0,7345290833825.0,367118047739.0,-529251359178.0,-539887238816.0,-539887238816.0,2019,Q4,482403125000.0,,
37662025973037.0,58436377783932.0,4179100856034.0,8707336045732.0,12886436901766.0,45498431215647.0,45549940882166.0,6969856036498.0,458110742653.0,616955954655.0,453020315302.0,453020315302.0,2020,Q1,482403125000.0,,
37603367654957.0,57620108949580.0,4737598075389.0,7479748906924.0,12217346982313.0,45383558840504.0,45402761967267.0,5884823631004.0,-108474793466.0,-50736604835.0,6645986027.0,6645986027.0,2020,Q2,482403125000.0,,
37452397644444.0,58325739070496.0,5646183881518.0,7310016434911.0,12956200316429.0,45521725001766.0,45369538754067.0,6577886720727.0,261862667097.0,280256303098.0,180809542496.0,180809542496.0,2020,Q3,482403125000.0,,
37215015171419.0,56794968501529.0,5089110669881.0,6591153732744.0,11680264402625.0,45781777465907.0,45114704098904.0,7077354057955.0,523697948861.0,171404313872.0,325387596526.0,325387596526.0,2020,Q4,482403125000.0,,
37867525561583.0,58265314086534.0,5753568365825.0,6831454100630.0,12585022466455.0,46386727791784.0,45680291620079.0,7800446570493.0,1072883816900.0,1306101668110.0,952175503207.0,952175503207.0,2021,Q1,482403125000.0,,
37942906522967.0,59000649918779.0,5347755646162.0,6850031810265.0,12197787456427.0,47464668539092.0,46802862462352.0,9277353281119.0,1608072665540.0,1830453470384.0,1318159603103.0,1318159603103.0,2021,Q2,482403125000.0,,
38510944972349.0,63353600632409.0,6270412022556.0,8764362173631.0,15034774196187.0,48997388311193.0,48318826436222.0,11314723632472.0,2295695564204.0,2474422454328.0,1840068246557.0,1840068246557.0,2021,Q3,482403125000.0,,
38323878956874.0,64242758955889.0,7868269046806.0,7339064914051.0,15207333960857.0,49734491732778.0,49035424995032.0,11527677352540.0,1672947839547.0,1372722151953.0,1070823996567.0,1070823996567.0,2021,Q4,482403125000.0,,
47458142280986.0,53333865909937.0,1740014138694.0,4467709468629.0,6207723607323.0,47871560957884.0,47126142302614.0,,1069678186525.0,1078155662943.0,-1404227032116.0,-1404227032116.0,2022,Q1,482403125000.0,,
47422658774188.0,51483262433593.0,345619300214.0,4318126500164.0,4663745800378.0,47747804045007.0,46819516633215.0,,76280879367.0,215450148693.0,179077627009.0,179077627009.0,2022,Q2,482403125000.0,,
47402753865253.0,50860490239671.0,125078244418.0,4201026696794.0,4326104941212.0,46810082297279.0,46534385298459.0,,11860252914.0,-174795888670.0,31677793765.0,31677793765.0,2022,Q3,482403125000.0,,
46840829094141.0,51149119209287.0,118993021955.0,3858263509655.0,3977256531610.0,47409674639879.0,47171862677677.0,,517073549878.0,200673550029.0,725619325043.0,725619325043.0,2022,Q4,482403125000.0,,
47262011404127.0,51928754579356.0,228123536969.0,4003858338544.0,4231981875513.0,47809907948646.0,47696772703843.0,,493890425693.0,513147642359.0,551741289484.0,551741289484.0,2023,Q1,482403125000.0,,
47416513215299.0,51762475033351.0,98217049584.0,4014972762191.0,4113189811775.0,47800453913423.0,47649285221576.0,,145821846196.0,133510948720.0,180304455340.0,180304455340.0,2023,Q2,482403125000.0,,
47180102192066.0,52137168204170.0,1976339117099.0,2446182055679.0,4422521172778.0,47764108381834.0,47714647031392.0,,395955304680.0,,,,2023,Q3,482403125000.0,249934662566.0,
46988298811561.0,51646197639495.0,1819669592063.0,2326663248427.0,4146332840490.0,47505885055039.0,47499864799005.0,1454079239690.0,70961796111.0,37064629216.0,67531814033.0,67531814033.0,2023,Q4,482403125000.0,786524306047.0,347449867010.0
47050945175731.0,52476643647741.0,1881578229568.0,2362309715882.0,4243887945450.0,48275652734902.0,48232755702291.0,898737655367.0,813075762109.0,980404911157.0,941339021421.0,941339021421.0,2024,Q1,482403125000.0,922581420786.0,85661893258.0
47400701049334.0,52201885567890.0,1661506864478.0,2355692986063.0,4017199850541.0,48278005140151.0,48184685717349.0,159860638389.0,56013681197.0,165805778085.0,192238563525.0,192238563525.0,2024,Q2,482403125000.0,144187845858.0,103846957192.0
47514555642079.0,50748626001462.0,110703415562.0,2369527984628.0,2480231400190.0,47992190576093.0,48268394601272.0,402269511667.0,309822127360.0,348506624572.0,334994032159.0,334994032159.0,2024,Q3,482403125000.0,365710511443.0,92447384307.0
