비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
17597565000000.0,25866375000000.0,9750390000000.0,7154976000000.0,16905366000000.0,904169000000.0,5046104000000.0,8961009000000.0,28368428000000.0,-17537000000.0,-265823000000.0,-355839000000.0,-355839000000.0,2015,Q4,
17589516000000.0,26645518000000.0,10536176000000.0,7275229000000.0,17811405000000.0,904169000000.0,4942236000000.0,8834113000000.0,7172793000000.0,81238000000.0,29612000000.0,29180000000.0,29180000000.0,2016,Q1,
17782755000000.0,26678099000000.0,10450758000000.0,7194524000000.0,17645282000000.0,904169000000.0,5163511000000.0,9032817000000.0,7684554000000.0,190838000000.0,362841000000.0,282271000000.0,282271000000.0,2016,Q2,
18059212000000.0,26767207000000.0,10087798000000.0,7695009000000.0,17782807000000.0,904169000000.0,5109208000000.0,8984400000000.0,7008767000000.0,-97891000000.0,-60907000000.0,-43575000000.0,-43575000000.0,2016,Q3,
18287510000000.0,26599075000000.0,10543126000000.0,7290497000000.0,17833623000000.0,904169000000.0,4851573000000.0,8765452000000.0,6877132000000.0,-464640000000.0,-505766000000.0,-544363000000.0,-544363000000.0,2016,Q4,
18243404000000.0,27360333000000.0,11697261000000.0,6659373000000.0,18356634000000.0,904169000000.0,5084196000000.0,9003699000000.0,7704231000000.0,297294000000.0,367832000000.0,298200000000.0,298200000000.0,2017,Q1,
18240582000000.0,27772617000000.0,11177527000000.0,7241592000000.0,18419119000000.0,904169000000.0,5432206000000.0,9353498000000.0,7999821000000.0,401920000000.0,459573000000.0,347997000000.0,347997000000.0,2017,Q2,
18073237000000.0,27962063000000.0,11156954000000.0,7312080000000.0,18469034000000.0,904169000000.0,5560510000000.0,9493029000000.0,8228178000000.0,123258000000.0,165884000000.0,107404000000.0,107404000000.0,2017,Q3,
18643886000000.0,28159781000000.0,11475924000000.0,7139000000000.0,18614924000000.0,904169000000.0,5602967000000.0,9544857000000.0,8034283000000.0,-121246000000.0,-220796000000.0,4445000000.0,4445000000.0,2017,Q4,
18526450000000.0,27869075000000.0,11009609000000.0,7045591000000.0,18055200000000.0,904169000000.0,5874241000000.0,9813875000000.0,7668081000000.0,441104000000.0,456265000000.0,322649000000.0,322649000000.0,2018,Q1,
18513401000000.0,29054222000000.0,11382933000000.0,7532229000000.0,18915162000000.0,904169000000.0,6215015000000.0,10139060000000.0,8109625000000.0,420035000000.0,481744000000.0,355229000000.0,355229000000.0,2018,Q2,
19654607000000.0,28883081000000.0,10736153000000.0,7877658000000.0,18613811000000.0,904169000000.0,6345709000000.0,10269270000000.0,7732482000000.0,250716000000.0,183012000000.0,169843000000.0,169843000000.0,2018,Q3,
20027120000000.0,27865463000000.0,10758238000000.0,7744345000000.0,18502583000000.0,904169000000.0,5460710000000.0,9362880000000.0,6471822000000.0,-624139000000.0,-1053467000000.0,-852495000000.0,-852495000000.0,2018,Q4,
20078435000000.0,28901630000000.0,11425046000000.0,8167829000000.0,19592875000000.0,904169000000.0,5416299000000.0,9308755000000.0,7342066000000.0,269221000000.0,171645000000.0,133194000000.0,133194000000.0,2019,Q1,
20003225000000.0,28717617000000.0,10627493000000.0,8563783000000.0,19191276000000.0,904169000000.0,5646437000000.0,9526341000000.0,8062005000000.0,506541000000.0,430831000000.0,324804000000.0,324804000000.0,2019,Q2,
19722787000000.0,28441230000000.0,10678668000000.0,8485444000000.0,19164112000000.0,904169000000.0,5409391000000.0,9277118000000.0,6703747000000.0,-231036000000.0,-271279000000.0,-201997000000.0,-201997000000.0,2019,Q3,
19774688000000.0,27474891000000.0,10540720000000.0,8040841000000.0,18581561000000.0,904169000000.0,5006105000000.0,8893330000000.0,6546649000000.0,-378717000000.0,-490335000000.0,-452119000000.0,-452119000000.0,2019,Q4,
19687478000000.0,28169901000000.0,10505377000000.0,8281552000000.0,18786929000000.0,904169000000.0,5526363000000.0,9382972000000.0,6757348000000.0,337561000000.0,848093000000.0,656836000000.0,656836000000.0,2020,Q1,
19647516000000.0,27805416000000.0,10008570000000.0,8189479000000.0,18198049000000.0,904169000000.0,5744033000000.0,9607367000000.0,6349975000000.0,97368000000.0,324051000000.0,250455000000.0,250455000000.0,2020,Q2,
19594416000000.0,30050996000000.0,11818240000000.0,8297589000000.0,20115829000000.0,904169000000.0,6046973000000.0,9935167000000.0,7964205000000.0,396810000000.0,413247000000.0,318525000000.0,318525000000.0,2020,Q3,
20030244000000.0,29699987000000.0,12101343000000.0,7676911000000.0,19778254000000.0,904169000000.0,6018118000000.0,9921733000000.0,7363795000000.0,-84748000000.0,-293019000000.0,-14267000000.0,-14267000000.0,2020,Q4,
19955973000000.0,29502956000000.0,12417837000000.0,7316910000000.0,19734747000000.0,904169000000.0,5849853000000.0,9768209000000.0,7089731000000.0,40101000000.0,-50738000000.0,-24929000000.0,-24929000000.0,2021,Q1,
19861266000000.0,29166228000000.0,12726421000000.0,7552308000000.0,20278729000000.0,904169000000.0,4962462000000.0,8887499000000.0,6974587000000.0,69808000000.0,145591000000.0,-889981000000.0,-889981000000.0,2021,Q2,
19775831000000.0,29079766000000.0,12716626000000.0,7492686000000.0,20209312000000.0,904169000000.0,4935176000000.0,8870454000000.0,7189493000000.0,-178236000000.0,-82970000000.0,-53432000000.0,-53432000000.0,2021,Q3,
18980318000000.0,29593524000000.0,13657848000000.0,7045421000000.0,20703269000000.0,904169000000.0,4940122000000.0,8890255000000.0,6524236000000.0,514753000000.0,621261000000.0,54804000000.0,54804000000.0,2021,Q4,
