비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
18437671000000.0,29956906000000.0,13571555000000.0,6685480000000.0,20257035000000.0,904169000000.0,5715663000000.0,9699871000000.0,8177002000000.0,727583000000.0,1046049000000.0,780295000000.0,780295000000.0,2022,Q1,
18574203000000.0,29008167000000.0,12142201000000.0,6806263000000.0,18948464000000.0,904169000000.0,6060576000000.0,10059703000000.0,7098601000000.0,259059000000.0,347653000000.0,184703000000.0,184703000000.0,2022,Q2,
18905312000000.0,29677062000000.0,12723620000000.0,6854017000000.0,19577637000000.0,904169000000.0,6088259000000.0,10099425000000.0,6871632000000.0,-230431000000.0,-245160000000.0,-126711000000.0,-126711000000.0,2022,Q3,
19593191000000.0,28712814000000.0,12060574000000.0,6763211000000.0,18823785000000.0,904169000000.0,5890737000000.0,9889029000000.0,5644511000000.0,-645424000000.0,-116884000000.0,16676000000.0,16676000000.0,2022,Q4,
20131290000000.0,30531271000000.0,12898731000000.0,7251636000000.0,20150367000000.0,904169000000.0,6397137000000.0,10380904000000.0,7194808000000.0,318486000000.0,881267000000.0,716670000000.0,716670000000.0,2023,Q1,
20636562000000.0,31297038000000.0,13176612000000.0,7201723000000.0,20378335000000.0,904169000000.0,6925229000000.0,10918703000000.0,7507657000000.0,293799000000.0,545590000000.0,478742000000.0,478742000000.0,2023,Q2,
20925786000000.0,32661995000000.0,13317976000000.0,7799724000000.0,21117700000000.0,904169000000.0,7547576000000.0,11544295000000.0,7412751000000.0,384426000000.0,671881000000.0,564707000000.0,564707000000.0,2023,Q3,625592000000.0
20989616000000.0,31747553000000.0,13233469000000.0,7998537000000.0,21232006000000.0,904169000000.0,6566223000000.0,10515547000000.0,6753063000000.0,-419956000000.0,-894573000000.0,-756023000000.0,-756023000000.0,2023,Q4,127831000000.0
21611010000000.0,33259499000000.0,13896677000000.0,8100273000000.0,21996950000000.0,904169000000.0,7241624000000.0,11262549000000.0,7750009000000.0,285516000000.0,924591000000.0,821094000000.0,821094000000.0,2024,Q1,891914000000.0
21711524000000.0,34125668000000.0,13400426000000.0,8846217000000.0,22246643000000.0,904169000000.0,7900739000000.0,11879025000000.0,8139511000000.0,593259000000.0,885005000000.0,733744000000.0,733744000000.0,2024,Q2,616476000000.0
21853508000000.0,33963016000000.0,13972222000000.0,8730282000000.0,22702504000000.0,904169000000.0,7300130000000.0,11260512000000.0,7482191000000.0,-153748000000.0,-214145000000.0,-431560000000.0,-431560000000.0,2024,Q3,-528480000000.0
