비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
15127741000000.0,23730578000000.0,4320708000000.0,2859964000000.0,7180672000000.0,14255592000000.0,16549906000000.0,6093943000000.0,299123000000.0,208399000000.0,173837000000.0,173837000000.0,2018,Q4,391406000000.0,
15788540000000.0,24996325000000.0,4709808000000.0,3981314000000.0,8691122000000.0,13987262000000.0,16305203000000.0,5169234000000.0,218187000000.0,251975000000.0,194814000000.0,194814000000.0,2019,Q1,391406000000.0,
17612271000000.0,26569733000000.0,4348554000000.0,5701207000000.0,10049761000000.0,14210195000000.0,16519972000000.0,5576488000000.0,267982000000.0,322707000000.0,223612000000.0,223612000000.0,2019,Q2,391406000000.0,
18145777000000.0,26851437000000.0,4300013000000.0,5830851000000.0,10130864000000.0,14371002000000.0,16720573000000.0,5974827000000.0,235575000000.0,216460000000.0,161996000000.0,161996000000.0,2019,Q3,391406000000.0,
18677453000000.0,27027086000000.0,4976280000000.0,5590576000000.0,10566856000000.0,14111594000000.0,16460230000000.0,5592012000000.0,-139319000000.0,-345320000000.0,-214498000000.0,-214498000000.0,2019,Q4,391406000000.0,
19293031000000.0,28451473000000.0,5361849000000.0,6479673000000.0,11841522000000.0,14277750000000.0,16609951000000.0,5459862000000.0,143392000000.0,427073000000.0,320708000000.0,320708000000.0,2020,Q1,391406000000.0,
19809473000000.0,29024574000000.0,6404347000000.0,5805426000000.0,12209773000000.0,14469859000000.0,16814801000000.0,5287415000000.0,315067000000.0,261499000000.0,193992000000.0,193992000000.0,2020,Q2,391406000000.0,
20952340000000.0,29883156000000.0,6700293000000.0,5789446000000.0,12489739000000.0,14772187000000.0,17393417000000.0,5322698000000.0,507950000000.0,393126000000.0,303138000000.0,303138000000.0,2020,Q3,391406000000.0,
20915866000000.0,25850150000000.0,4908205000000.0,3978440000000.0,8886645000000.0,13891061000000.0,16963505000000.0,4760034000000.0,148028000000.0,-258517000000.0,-916061000000.0,-916061000000.0,2020,Q4,391406000000.0,
21170049000000.0,28462145000000.0,6164459000000.0,5029104000000.0,11193563000000.0,14152974000000.0,17268582000000.0,4442402000000.0,752980000000.0,1157350000000.0,1041427000000.0,1041427000000.0,2021,Q1,391406000000.0,
21844650000000.0,28970353000000.0,5818328000000.0,5174849000000.0,10993177000000.0,14861873000000.0,17977176000000.0,5206437000000.0,1047208000000.0,1006931000000.0,711986000000.0,711986000000.0,2021,Q2,391406000000.0,
22076428000000.0,30187690000000.0,5158937000000.0,6374854000000.0,11533791000000.0,15536403000000.0,18653899000000.0,5542130000000.0,827200000000.0,933532000000.0,675445000000.0,675445000000.0,2021,Q3,391406000000.0,
22690208000000.0,30929152000000.0,5433604000000.0,6710671000000.0,12144275000000.0,15658258000000.0,18784877000000.0,5280075000000.0,391772000000.0,146737000000.0,85405000000.0,85405000000.0,2021,Q4,391406000000.0,
22270119000000.0,32022250000000.0,5835859000000.0,6261173000000.0,12097032000000.0,16801637000000.0,19925218000000.0,6314004000000.0,630870000000.0,2874059000000.0,2080491000000.0,2080491000000.0,2022,Q1,391406000000.0,
22843482000000.0,32902651000000.0,5145598000000.0,6882412000000.0,12028010000000.0,17752887000000.0,20874641000000.0,6410378000000.0,562340000000.0,1132949000000.0,952791000000.0,952791000000.0,2022,Q2,391406000000.0,
23592459000000.0,33262039000000.0,4269858000000.0,7524036000000.0,11793894000000.0,18357664000000.0,21468145000000.0,6069800000000.0,251588000000.0,566369000000.0,415825000000.0,415825000000.0,2022,Q3,391406000000.0,
24433986000000.0,32872824000000.0,4606004000000.0,7193392000000.0,11799396000000.0,17827322000000.0,21073428000000.0,4609419000000.0,-374748000000.0,-672268000000.0,-442138000000.0,-442138000000.0,2022,Q4,391406000000.0,
25156642000000.0,33645597000000.0,5353392000000.0,7959393000000.0,13312785000000.0,17096644000000.0,20332812000000.0,5543441000000.0,-56110000000.0,90094000000.0,52005000000.0,52005000000.0,2023,Q1,391406000000.0,
25313140000000.0,33195537000000.0,5492824000000.0,7305894000000.0,12798718000000.0,17177550000000.0,20396819000000.0,5301868000000.0,-2212000000.0,-37693000000.0,80457000000.0,80457000000.0,2023,Q2,391406000000.0,
25347882000000.0,34583482000000.0,4109620000000.0,9969775000000.0,14079395000000.0,17320482000000.0,20504087000000.0,4911476000000.0,74442000000.0,,,,2023,Q3,391406000000.0,107268000000.0
25442509000000.0,34093584000000.0,6602908000000.0,7085464000000.0,13688372000000.0,17249265000000.0,20405212000000.0,4190592000000.0,-125269000000.0,104230000000.0,95664000000.0,95664000000.0,2023,Q4,391406000000.0,7650000000.0
25656389000000.0,34716430000000.0,7292547000000.0,7129458000000.0,14422005000000.0,17173409000000.0,20294425000000.0,5012066000000.0,46816000000.0,152156000000.0,198731000000.0,198731000000.0,2024,Q1,391406000000.0,163561000000.0
25522119000000.0,35141253000000.0,8018483000000.0,6743514000000.0,14761997000000.0,17267792000000.0,20379256000000.0,5365143000000.0,165898000000.0,96785000000.0,93450000000.0,93450000000.0,2024,Q2,391406000000.0,84830000000.0
25581401000000.0,34680176000000.0,7406815000000.0,6390168000000.0,13796983000000.0,17718249000000.0,20883193000000.0,5241579000000.0,33485000000.0,41073000000.0,452131000000.0,452131000000.0,2024,Q3,391406000000.0,503937000000.0
