비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
3275474279229.0,5423762309128.0,321292365287.0,135735626069.0,457027991356.0,4810147060268.0,4966734317772.0,4087039959406.0,636975990114.0,635098710611.0,490113814505.0,490113814505.0,2015,Q4,,
2984861265327.0,5582825634344.0,495327767974.0,133232841224.0,628560609198.0,4802582069805.0,4954265025146.0,1165572929514.0,176108612982.0,187758038481.0,142666049537.0,142666049537.0,2016,Q1,,
2953083411574.0,5566372380632.0,347577158328.0,133514182076.0,481091340404.0,4929901204352.0,5085281040228.0,1227474381446.0,163406206549.0,167508970343.0,127319134547.0,127319134547.0,2016,Q2,,
2945760033059.0,5732625768910.0,410241849372.0,134163076242.0,544404925614.0,5037362488108.0,5188220843296.0,1264301358931.0,138113008936.0,145093727011.0,107461283756.0,107461283756.0,2016,Q3,,
3480561856041.0,5879657814836.0,411098641498.0,125225591913.0,536324233411.0,5191209256866.0,5343333581425.0,1387493128219.0,210757514520.0,211259733649.0,160042657660.0,160042657660.0,2016,Q4,,
3206209224809.0,5902054665639.0,426623569855.0,126370574285.0,552994144140.0,5188668535248.0,5349060521499.0,1338544821997.0,208047167557.0,196337509169.0,147690318382.0,147690318382.0,2017,Q1,,
3294704928946.0,6052189804591.0,408056607487.0,131420379961.0,539476987448.0,5339321396921.0,5512712817143.0,1388023675768.0,217692259415.0,242879701093.0,150652861673.0,150652861673.0,2017,Q2,,
3144514754277.0,6310257124789.0,496251837423.0,143353339141.0,639605176564.0,5474838728659.0,5670651948225.0,1341906071044.0,164433931121.0,178630385632.0,135517331738.0,135517331738.0,2017,Q3,94350000000.0,
3155950025306.0,6304117204280.0,408245888340.0,141463638548.0,549709526888.0,5574440117506.0,5754407677392.0,1383918734134.0,171016386771.0,148943893234.0,96788129213.0,96788129213.0,2017,Q4,94350000000.0,
3191247857218.0,6216584922174.0,410258251596.0,126941443148.0,537199694744.0,5533601725902.0,5679385227430.0,1318262274163.0,159945506014.0,169676060442.0,124903360086.0,124903360086.0,2018,Q1,94350000000.0,
3203178152284.0,6324904103888.0,407578945287.0,116377966487.0,523956911774.0,5666301921483.0,5800947192114.0,1482943194949.0,183890846166.0,185373592742.0,132700195581.0,132700195581.0,2018,Q2,94350000000.0,
3173223019412.0,6322077652041.0,300145560479.0,112114403771.0,412259964250.0,5787241485915.0,5909817687791.0,1428721963893.0,164172315020.0,169220158196.0,120939564432.0,120939564432.0,2018,Q3,94350000000.0,
3150788099717.0,6454453448516.0,369025268049.0,108073726242.0,477098994291.0,5861787168275.0,5977354454225.0,1297811030566.0,139494657467.0,113191821672.0,82019440003.0,82019440003.0,2018,Q4,94350000000.0,
3171729633638.0,6414098572412.0,382612821370.0,112817268329.0,495430089699.0,5801921975513.0,5918668482713.0,1193965501509.0,153700100100.0,185566782705.0,134551447238.0,134551447238.0,2019,Q1,94350000000.0,
3172822428730.0,6778534079528.0,575760666655.0,111786740606.0,687547407261.0,5977598736729.0,6090986672267.0,1372409803663.0,229736307148.0,241929954822.0,175676761216.0,175676761216.0,2019,Q2,94350000000.0,
3201670427816.0,6953352465768.0,607180078307.0,111311776357.0,718491854664.0,6122331395445.0,6234860611104.0,1305928654790.0,182625777139.0,199910407230.0,144732658716.0,144732658716.0,2019,Q3,94350000000.0,
3178401509382.0,6942417553567.0,494119577656.0,103269948144.0,597389525800.0,6225793487192.0,6345028027767.0,1346518705415.0,163185509475.0,155731811458.0,112105499050.0,112105499050.0,2019,Q4,94350000000.0,
3240373848721.0,6895897612935.0,582925982595.0,88241718741.0,671167701336.0,6116279018202.0,6224729911599.0,1337647132922.0,196861840057.0,190516461190.0,137924891010.0,137924891010.0,2020,Q1,94350000000.0,
3454427360387.0,7001794924592.0,558342065755.0,88273619850.0,646615685605.0,6246133682958.0,6355179238987.0,1253358699929.0,170172587426.0,170638105834.0,122652820389.0,122652820389.0,2020,Q2,94350000000.0,
3488482662311.0,7171733879006.0,574798695795.0,86685804682.0,661484500477.0,6415878365391.0,6510249378529.0,1414010401232.0,211847109422.0,214051853238.0,153460098858.0,153460098858.0,2020,Q3,94350000000.0,
3530939488442.0,7515657794946.0,768473804488.0,85143320780.0,853617125268.0,6562178283289.0,6662040669678.0,1647133233458.0,201888013261.0,201593208557.0,147246891392.0,147246891392.0,2020,Q4,94350000000.0,
3743161832036.0,7395623615443.0,709878338691.0,93506406368.0,803384745059.0,6497674748946.0,6592238870384.0,1684309920814.0,232611962495.0,270969543090.0,200170667133.0,200170667133.0,2021,Q1,94350000000.0,
3898740274969.0,7652648504335.0,782722158802.0,94882950745.0,877605109547.0,6678315911064.0,6775043394788.0,1819122500525.0,223843387727.0,248741460396.0,180641162118.0,180641162118.0,2021,Q2,94350000000.0,
3947580079724.0,7964656133847.0,911789424480.0,84510269367.0,996299693847.0,6897776178747.0,6968356440000.0,1705841344379.0,218873476339.0,251070627501.0,185739513536.0,185739513536.0,2021,Q3,94350000000.0,
3876895987632.0,8321229495058.0,1078792942084.0,81863433500.0,1160656375584.0,7088266823279.0,7160573119474.0,1953232311813.0,249261562541.0,261734002899.0,187415051401.0,187415051401.0,2021,Q4,94350000000.0,
4008747948600.0,8256150419579.0,1185499261142.0,74026866526.0,1259526127668.0,6897331509042.0,6996624291911.0,1816658375255.0,220707460235.0,232802353875.0,162361654659.0,162361654659.0,2022,Q1,94350000000.0,
4333718975198.0,8580246883739.0,1337855354052.0,53854454285.0,1391709808337.0,7142329917428.0,7188537075402.0,2051822474249.0,347989877908.0,331816721389.0,244998408386.0,244998408386.0,2022,Q2,94350000000.0,
4812928278289.0,9565841967920.0,1777068826106.0,55389430680.0,1832458256786.0,7247327157916.0,7733383711134.0,2048462680607.0,206390110290.0,137565339603.0,104997240488.0,104997240488.0,2022,Q3,99315790000.0,
5405400812916.0,10091235344614.0,1675608941646.0,15168808296.0,1690777749942.0,7397618088919.0,8400457594672.0,2164434104954.0,156276635243.0,174714184909.0,143836402940.0,143836402940.0,2022,Q4,99315790000.0,
