비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
6120321809297.0,7218862568528.0,2318764364554.0,856425784581.0,3175190149135.0,1391633741530.0,4043672419393.0,107648320158.0,3407396335.0,-39823210648.0,-33073131483.0,-33073131483.0,2017,Q1,,
6429076203947.0,7115044464419.0,2199633999795.0,892635351225.0,3092269351020.0,1369534901705.0,4022775113399.0,63217072788.0,-8483371113.0,-29099549023.0,-22098839825.0,-22098839825.0,2017,Q2,,
6491519802261.0,7108299279654.0,2175061836103.0,942075013956.0,3117136850059.0,1337835734492.0,3991162429595.0,127452565689.0,20465451811.0,-37990859508.0,-31699167213.0,-31699167213.0,2017,Q3,165412500000.0,
6562096027727.0,7183091162578.0,2287442106352.0,919198163865.0,3206640270217.0,1327734757202.0,3976450892361.0,166311375508.0,50589925378.0,-9081133917.0,-10100977290.0,-10100977290.0,2017,Q4,165412500000.0,
6579775957845.0,7251328681664.0,2342789914788.0,1020894506071.0,3363684420859.0,1239100367525.0,3887644260805.0,131035338713.0,9995944774.0,-50422551389.0,,,2018,Q1,165412500000.0,
4314289429622.0,7451634581702.0,2304119041423.0,1277534094471.0,3581653135894.0,1219569978607.0,3869981445808.0,125429898672.0,23717928022.0,-18064655197.0,,,2018,Q2,165412500000.0,
4305240428679.0,7419124839044.0,2354861066760.0,1221878166612.0,3576739233372.0,1192587381640.0,3842385605672.0,101066401956.0,10464770128.0,-25678643137.0,,,2018,Q3,165412500000.0,
4402724932719.0,5980408648293.0,710529786662.0,1114410410483.0,1824940197145.0,1509718830210.0,4155468451148.0,178274161726.0,11500101602.0,397141686973.0,224109194872.0,224109194872.0,2018,Q4,165412500000.0,
4407703092552.0,5887963181370.0,659704973144.0,1111800620592.0,1771505593736.0,1471268749912.0,4116457587634.0,125365289061.0,-23394256583.0,-36653211144.0,-38450080298.0,-38450080298.0,2019,Q1,165412500000.0,
4439514830809.0,5826642799696.0,618724233718.0,1104788503705.0,1723512737423.0,1457857478339.0,4103130062273.0,78081654897.0,-15431109263.0,-19626705129.0,-13411271573.0,-13411271573.0,2019,Q2,165412500000.0,
4446455160263.0,5785057219547.0,716316323629.0,921370701855.0,1637687025484.0,1502001002746.0,4147370194063.0,184817914253.0,23609126194.0,44265175932.0,44143524407.0,44143524407.0,2019,Q3,165412500000.0,
4555364847749.0,5911626511920.0,690505242703.0,866667523851.0,1557172766554.0,1712622929298.0,4354453745366.0,313327001544.0,106958626850.0,167450049604.0,210621926552.0,210621926552.0,2019,Q4,165412500000.0,
2454542502769.0,3870807090605.0,674182949660.0,408872298770.0,1083055248430.0,142175942995.0,2787751842175.0,207197182334.0,62573874518.0,65183451718.0,50145544788.0,50145544788.0,2020,Q1,165412500000.0,
2465348494857.0,3970077567828.0,833483683945.0,289247060109.0,1122730744054.0,201907303288.0,2847346823774.0,307691125961.0,81120925851.0,77936309682.0,59731360293.0,59731360293.0,2020,Q2,165412500000.0,
2492392467285.0,4050011331542.0,625768497049.0,537087413250.0,1162855910299.0,241922520029.0,2887155421243.0,274582011290.0,56770021836.0,52474878944.0,40015216741.0,40015216741.0,2020,Q3,165412500000.0,
2624101655123.0,4367217698635.0,588727016605.0,783649613592.0,1372376630197.0,342999220618.0,2994841068438.0,375306554056.0,92123723008.0,85294814352.0,101076700589.0,101076700589.0,2020,Q4,165412500000.0,
2638879226188.0,4420624580874.0,555920942832.0,807837619394.0,1363758562226.0,405391980989.0,3056866018648.0,260797315576.0,74152807847.0,81673814826.0,62392760371.0,62392760371.0,2021,Q1,165412500000.0,
2770033369332.0,4542664623362.0,531169607012.0,825464742055.0,1356634349067.0,534909452762.0,3186030274295.0,412162733679.0,166550160819.0,165231823531.0,129517471773.0,129517471773.0,2021,Q2,165412500000.0,
2907430429883.0,5507387613240.0,883779767046.0,1303762801283.0,2187542568329.0,669162460830.0,3319845044911.0,450733193140.0,167186154070.0,177526526846.0,134253008068.0,134253008068.0,2021,Q3,165412500000.0,
3088731543731.0,5903411708929.0,1106401003784.0,1381738894488.0,2488139898272.0,766176239754.0,3415271810657.0,444313685644.0,128605545831.0,122430596675.0,97013778924.0,97013778924.0,2021,Q4,165412500000.0,
3267030349943.0,5919635459784.0,1745792197849.0,1433755165562.0,3179547363411.0,907510079379.0,2740088096373.0,511303826776.0,176208885067.0,188737461435.0,141333839625.0,141333839625.0,2022,Q1,165412500000.0,
6186577305589.0,10933407419166.0,2150777581851.0,1936964897502.0,4087742479353.0,1009303546313.0,6845664939813.0,503658448219.0,171921062751.0,136144809204.0,101793466934.0,101793466934.0,2022,Q2,177935000000.0,
6903743477386.0,11687571573972.0,2423139478292.0,2289023665942.0,4712163144234.0,1138873946229.0,6975408429738.0,674613823816.0,311373200940.0,174240886198.0,129570399916.0,129570399916.0,2022,Q3,177935000000.0,
7246481301027.0,12165838879527.0,2990676467009.0,1878559194238.0,4869235661247.0,1452969176271.0,7296603218280.0,747710013027.0,308547444911.0,423763850645.0,314095230042.0,314095230042.0,2022,Q4,177935000000.0,
7415206208874.0,12100322330883.0,2777136926754.0,1844541572573.0,4621678499327.0,1635333760772.0,7478643831556.0,590988918668.0,234419648177.0,241340021046.0,182364584501.0,182364584501.0,2023,Q1,177935000000.0,
7638110414219.0,11398741963956.0,2421661825004.0,1305286985762.0,3726948810766.0,1828836853635.0,7671793153190.0,637167098485.0,254119504949.0,257306247176.0,193503092863.0,193503092863.0,2023,Q2,177935000000.0,
