비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
1563043245687.0,2340103464804.0,721231543874.0,29569094314.0,750800638188.0,1322499632431.0,1589302826616.0,2273904955757.0,48610853916.0,162106507741.0,133578096331.0,133578096331.0,2015,Q4,,
1564677030774.0,2446086232957.0,550866104102.0,344545830725.0,895411934827.0,1280783985974.0,1550674298130.0,570595609339.0,40258142090.0,76773555305.0,61876100765.0,61876100765.0,2016,Q1,,
1568056309185.0,2458456542101.0,510587392710.0,398114347531.0,908701740241.0,1277900525348.0,1549754801860.0,589040601068.0,-4075127296.0,26124279740.0,24655621851.0,24655621851.0,2016,Q2,,
1582363697013.0,2488437541506.0,480972974816.0,349918549739.0,830891524555.0,1333185532966.0,1657546016951.0,522541378804.0,40048608854.0,94891040870.0,81951072427.0,81951072427.0,2016,Q3,,
1692336648578.0,2557796468620.0,628376318764.0,342073350753.0,970449669517.0,1336230467219.0,1587346799103.0,632477845737.0,11777206753.0,40089583628.0,27218067607.0,27218067607.0,2016,Q4,,
1717558226041.0,2819017812690.0,556582598299.0,629099998570.0,1185682596869.0,1303352586600.0,1633335215821.0,617827235761.0,31623994327.0,8668818403.0,7157119381.0,7157119381.0,2017,Q1,,
1707628497434.0,2790216201879.0,482678469860.0,635129673781.0,1117808143641.0,1383183654449.0,1672408058238.0,666717972025.0,80073273681.0,147389564069.0,119722997835.0,119722997835.0,2017,Q2,,
1703517686340.0,2759615382879.0,453966485192.0,650949481226.0,1104915966418.0,1384280540566.0,1654699416461.0,620974342012.0,46511004190.0,46885492399.0,41343528798.0,41343528798.0,2017,Q3,53380000000.0,
1766017797330.0,2879446244881.0,523321391003.0,627764807114.0,1151086198117.0,1413409391685.0,1728360046764.0,543218746242.0,45910247157.0,67907676162.0,58982283507.0,58982283507.0,2017,Q4,53380000000.0,
1787659436156.0,2891899590930.0,708221759534.0,478103180694.0,1186324940228.0,1401134392617.0,1705574650702.0,593289819340.0,41690991728.0,39375224775.0,31151386853.0,31151386853.0,2018,Q1,53380000000.0,
1798477678109.0,2810839653614.0,639078329991.0,482079028227.0,1121157358218.0,1406402813787.0,1689682295396.0,677746955027.0,44730638311.0,58602652571.0,49119389024.0,49119389024.0,2018,Q2,53380000000.0,
1822319129139.0,2931377147683.0,764094483279.0,487633262545.0,1251727745824.0,1396095196758.0,1679649401859.0,649511143886.0,39975500409.0,40948727764.0,31914729068.0,31914729068.0,2018,Q3,53380000000.0,
1878223372525.0,3518374752227.0,905830356803.0,1075995775600.0,1981826132403.0,1256896721358.0,1536548619824.0,684123072783.0,-64560588125.0,-115307777591.0,-94590894933.0,-94590894933.0,2018,Q4,53380000000.0,
3227708536446.0,4232555570272.0,1162461491582.0,1571383856318.0,2733845347900.0,1226877462116.0,1498710222372.0,635745564965.0,25395058395.0,9606899042.0,10544880228.0,10544880228.0,2019,Q1,53380000000.0,
3262672139721.0,4324370907102.0,691683617330.0,2170833210579.0,2862516827909.0,1198696755935.0,1461854079193.0,676622338418.0,23830876182.0,-3385571244.0,6873031752.0,6873031752.0,2019,Q2,53380000000.0,
3276646701948.0,4214465383839.0,621814263209.0,2174884562733.0,2796698825942.0,1161075864690.0,1417766557897.0,623861341632.0,-6091528859.0,5524046066.0,4701257811.0,4701257811.0,2019,Q3,53380000000.0,
3290249892341.0,4417199126048.0,808193044222.0,2172277037435.0,2980470081657.0,1162288565332.0,1436729044391.0,732622846006.0,77931286082.0,57915601449.0,45309680838.0,45309680838.0,2019,Q4,53380000000.0,
3307535459614.0,4462847573278.0,1045093285551.0,2047138928118.0,3092232213669.0,1119621816576.0,1370615359609.0,643792860152.0,16116209841.0,5077855942.0,4819539014.0,4819539014.0,2020,Q1,53380000000.0,
3316476492889.0,4391811764220.0,912810958867.0,2195292116997.0,3108103075864.0,1025023919747.0,1283708688356.0,568835059474.0,-61394719312.0,-82470397643.0,-62128168988.0,-62128168988.0,2020,Q2,53380000000.0,
