비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
13479046000000.0,22837944000000.0,3979666000000.0,525073000000.0,4504739000000.0,16918714000000.0,18333205000000.0,19079257000000.0,1920841000000.0,2279275000000.0,1707372000000.0,1707372000000.0,2015,Q4,,
13490730000000.0,23992208000000.0,4923169000000.0,526798000000.0,5449967000000.0,17085565000000.0,18542241000000.0,4948419000000.0,471545000000.0,653419000000.0,499357000000.0,499357000000.0,2016,Q1,,
13613669000000.0,24227407000000.0,4656038000000.0,505683000000.0,5161721000000.0,17610162000000.0,19065686000000.0,5052313000000.0,492639000000.0,654187000000.0,525022000000.0,525022000000.0,2016,Q2,,
13742257000000.0,23936353000000.0,3837112000000.0,523383000000.0,4360495000000.0,18081162000000.0,19575858000000.0,4304069000000.0,418640000000.0,592087000000.0,471388000000.0,471388000000.0,2016,Q3,,
13833918000000.0,24763016000000.0,4229131000000.0,438590000000.0,4667721000000.0,18622828000000.0,20095295000000.0,5555788000000.0,655279000000.0,691239000000.0,539517000000.0,539517000000.0,2016,Q4,,
13819614000000.0,25426326000000.0,4672904000000.0,445726000000.0,5118630000000.0,18818263000000.0,20307696000000.0,4955268000000.0,458008000000.0,636041000000.0,528302000000.0,528302000000.0,2017,Q1,,
13841398000000.0,25573153000000.0,4426870000000.0,425691000000.0,4852561000000.0,19232667000000.0,20720592000000.0,4920363000000.0,284731000000.0,507973000000.0,415835000000.0,415835000000.0,2017,Q2,,
13862221000000.0,25775887000000.0,4371192000000.0,431065000000.0,4802257000000.0,19489201000000.0,20973630000000.0,4877617000000.0,329108000000.0,408403000000.0,257194000000.0,257194000000.0,2017,Q3,491096000000.0,
13901708000000.0,25362373000000.0,3713319000000.0,416159000000.0,4129478000000.0,19740101000000.0,21232895000000.0,4664437000000.0,390653000000.0,346707000000.0,226118000000.0,226118000000.0,2017,Q4,491096000000.0,
13897198000000.0,26184310000000.0,4537269000000.0,388323000000.0,4925592000000.0,19792656000000.0,21258718000000.0,4592497000000.0,318566000000.0,481822000000.0,359970000000.0,359970000000.0,2018,Q1,491096000000.0,
13894692000000.0,26680980000000.0,4556943000000.0,352083000000.0,4909026000000.0,20305766000000.0,21771954000000.0,5068069000000.0,336400000000.0,560429000000.0,515259000000.0,515259000000.0,2018,Q2,491096000000.0,
13881720000000.0,26363268000000.0,3897889000000.0,327068000000.0,4224957000000.0,20672983000000.0,22138311000000.0,4931878000000.0,380674000000.0,477046000000.0,368351000000.0,368351000000.0,2018,Q3,491096000000.0,
