비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
2327947295260.0,6044264660429.0,826173163468.0,123227702867.0,949400866335.0,38688900000.0,3843588189909.0,5094863794094.0,1224649428291.0,153185058480.0,198454541975.0,144135929470.0,144135929470.0,2018,Q3,
2317241067064.0,6178103175232.0,912977182323.0,94477770715.0,1007454953038.0,38688900000.0,3970871146845.0,5170648222194.0,1388981038489.0,193743283528.0,190331683913.0,127282956936.0,127282956936.0,2018,Q4,
2558285796875.0,6455578190921.0,1033687731860.0,281785051252.0,1315472783112.0,38688900000.0,3941335026519.0,5140105407809.0,1247593005271.0,147843562820.0,179820053343.0,125164251674.0,125164251674.0,2019,Q1,
2595491327429.0,6480444366736.0,891580179094.0,303996796351.0,1195576975445.0,38688900000.0,4089543251346.0,5284867391291.0,1363252251957.0,186466941424.0,201722595366.0,148208224827.0,148208224827.0,2019,Q2,
2552188685185.0,6581497501093.0,893631151042.0,317079532133.0,1210710683175.0,38688900000.0,4176335849095.0,5370786817918.0,1207909038288.0,132294839699.0,121315727970.0,86792597749.0,86792597749.0,2019,Q3,
2517832665449.0,6576533956488.0,844606773842.0,249064720091.0,1093671493933.0,38688900000.0,4336995616953.0,5482862462555.0,1277404192014.0,225069164461.0,195246985878.0,160659767858.0,160659767858.0,2019,Q4,
2489151953048.0,6463947536138.0,965525025532.0,256422827861.0,1221947853393.0,38688900000.0,4096177093178.0,5241999682745.0,1116291328782.0,129790397302.0,157674700848.0,-55178077375.0,-55178077375.0,2020,Q1,
2492931422864.0,6297048778242.0,774820411345.0,187296257940.0,962116669285.0,38688900000.0,4190888477960.0,5334932108957.0,1113191164783.0,122324013689.0,130667845778.0,94711384782.0,94711384782.0,2020,Q2,
2483209485612.0,6388707061009.0,763590755114.0,183457503905.0,947048259019.0,38688900000.0,4297263214795.0,5441658801990.0,1131170116612.0,138932342853.0,142661325371.0,106374736835.0,106374736835.0,2020,Q3,
2488539129798.0,6510160918685.0,803493018170.0,189907093949.0,993400112119.0,38688900000.0,4417947541517.0,5516760806566.0,1188774462067.0,191070653574.0,182642908443.0,120684326722.0,120684326722.0,2020,Q4,
2508633922052.0,6702694735143.0,1026494962029.0,234976618041.0,1261471580070.0,38688900000.0,4344098986158.0,5441223155073.0,1216257388111.0,143135755068.0,153082590196.0,111791891041.0,111791891041.0,2021,Q1,
2569533189172.0,6693258199882.0,930955342219.0,231378193065.0,1162333535284.0,38688900000.0,4437995716990.0,5530924664598.0,1210102600389.0,125130862152.0,128404900867.0,93896730832.0,93896730832.0,2021,Q2,
2577530516569.0,6735297081215.0,885560677838.0,225791655352.0,1111352333190.0,38688900000.0,4532261526386.0,5623944748025.0,1229291219977.0,111693052521.0,130033852677.0,94265809396.0,94265809396.0,2021,Q3,
2698229150015.0,6850930055536.0,970445281046.0,265835841338.0,1236281122384.0,38688900000.0,4559905735796.0,5614648933152.0,1330061485828.0,26774629720.0,41788582964.0,27644209410.0,27644209410.0,2021,Q4,
2698103890394.0,6880658197565.0,1091838821560.0,242658406092.0,1334497227652.0,38688900000.0,4494811952566.0,5546160969913.0,1283994438672.0,116315523061.0,161217405552.0,120546663170.0,120546663170.0,2022,Q1,
2976541293021.0,7054205355677.0,999036768944.0,412355946396.0,1411392715340.0,38688900000.0,4597653386366.0,5642812640337.0,1312845406088.0,103898920286.0,140932441661.0,102841433800.0,102841433800.0,2022,Q2,
3147829072537.0,7528802750158.0,1123558228617.0,497517129606.0,1621075358223.0,38688900000.0,4865286579503.0,5907727391935.0,1294439292585.0,29007119030.0,140891221678.0,267633193137.0,267633193137.0,2022,Q3,
3534659478278.0,7628899434228.0,1067177194193.0,547040545663.0,1614217739856.0,38688900000.0,4904410876677.0,6014681694372.0,1283274980180.0,46931936877.0,39272730525.0,39124297174.0,39124297174.0,2022,Q4,
3508085431242.0,7517110872719.0,1125113316286.0,518651232211.0,1643764548497.0,38688900000.0,4767601365857.0,5873346324222.0,1237458395228.0,70307061953.0,146188230318.0,110711084380.0,110711084380.0,2023,Q1,
3570647488504.0,7351991946535.0,897058190780.0,509364210291.0,1406422401071.0,38688900000.0,4846597270456.0,5945569545464.0,1278814996698.0,78413353276.0,100618998278.0,78995904599.0,78995904599.0,2023,Q2,
3538361354469.0,7361764539804.0,862012208806.0,472111370089.0,1334123578895.0,38688900000.0,4932203954751.0,6027640960909.0,1272257068479.0,79771881768.0,104883691544.0,85606684295.0,85606684295.0,2023,Q3,82071415445.0
3703703888090.0,7660443042755.0,1079973421261.0,452487775276.0,1532461196537.0,38688900000.0,5066399096039.0,6127981846218.0,1378308497885.0,122699945733.0,174676395560.0,134195141288.0,134195141288.0,2023,Q4,278749331601.0
3716165360607.0,7636579244827.0,1141679224143.0,445874411817.0,1587553635960.0,38688900000.0,4988853363438.0,6049025608867.0,1334450299102.0,123563161221.0,170666359466.0,131299769599.0,131299769599.0,2024,Q1,129889264849.0
3723428981260.0,7528162077967.0,953107183980.0,418933064326.0,1372040248306.0,38688900000.0,5100909792296.0,6156121829661.0,1324375479411.0,110935345647.0,147118417625.0,112056428858.0,112056428858.0,2024,Q2,107096220794.0
3680052896961.0,8239486576494.0,921219657349.0,414519453592.0,1335739110941.0,38688900000.0,5850510332537.0,6903747465553.0,1386198376815.0,142591276503.0,789553314810.0,749600540241.0,749600540241.0,2024,Q3,747625635892.0
