비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
535843979000.0,1712946387000.0,163353911000.0,345750019000.0,509103930000.0,17811880000.0,-2959997000.0,1203842457000.0,453369548000.0,86949643000.0,77043328000.0,55506340000.0,55506340000.0,2020,Q4,
781021829000.0,1726472820000.0,163689961000.0,347514625000.0,511204586000.0,17811880000.0,8305513000.0,1215268234000.0,95104131000.0,13980889000.0,15635684000.0,11265510000.0,11265510000.0,2021,Q1,
1920710381000.0,2785127462000.0,306820633000.0,627530225000.0,934350858000.0,19501409000.0,19238736000.0,1850776604000.0,123651454000.0,14915031000.0,11933533000.0,10933223000.0,10933223000.0,2021,Q2,
2001393984000.0,2795324908000.0,276519600000.0,626838940000.0,903358540000.0,19525409000.0,13869344000.0,1891966368000.0,90277610000.0,-7732716000.0,-5603405000.0,-5369392000.0,-5369392000.0,2021,Q3,
2595698915000.0,3990363071000.0,309002483000.0,1026318171000.0,1335320654000.0,20676694000.0,8268340000.0,2655042417000.0,227607128000.0,8754657000.0,16869329000.0,-5601004000.0,-5601004000.0,2021,Q4,
2646224287000.0,4082464201000.0,304881280000.0,1032366065000.0,1337247345000.0,20676694000.0,93277965000.0,2745216856000.0,123825324000.0,1321527000.0,88099467000.0,85009624000.0,85009624000.0,2022,Q1,
2644483104000.0,4104089458000.0,498987000000.0,828865267000.0,1327852267000.0,20676694000.0,119297570000.0,2776237191000.0,152896460000.0,4800384000.0,22410680000.0,26019606000.0,26019606000.0,2022,Q2,
2795635060000.0,4128561187000.0,473766222000.0,828841883000.0,1302608105000.0,20676694000.0,163363700000.0,2825953082000.0,159997016000.0,6439568000.0,50721667000.0,44066130000.0,44066130000.0,2022,Q3,
2477485733000.0,3585761896000.0,329869930000.0,810281799000.0,1140151729000.0,20676694000.0,58747095000.0,2445610167000.0,123094743000.0,-8920125000.0,-106303861000.0,-104616604000.0,-104616604000.0,2022,Q4,
3057427440000.0,4301443586000.0,957011072000.0,809103175000.0,1766114247000.0,20676694000.0,1142968663000.0,2535329339000.0,104737864000.0,1386846000.0,93628396000.0,84221567000.0,84221567000.0,2023,Q1,
2912878533000.0,3998392482000.0,721889574000.0,623338724000.0,1345228298000.0,20826049000.0,1205303748000.0,2653164184000.0,222924233000.0,14053747000.0,67947989000.0,62335085000.0,62335085000.0,2023,Q2,
3017258307000.0,3902686495000.0,559745896000.0,623557172000.0,1183303068000.0,20826049000.0,1265878577000.0,2719383427000.0,124259995000.0,8885652000.0,66782786000.0,60574827000.0,60574827000.0,2023,Q3,60574827000.0
2976248662000.0,3692687292000.0,1090980967000.0,277917107000.0,1368898074000.0,20826049000.0,868741514000.0,2323789218000.0,162156744000.0,1529726000.0,-425092974000.0,-397137060000.0,-397137060000.0,2023,Q4,-254260702000.0
3075228361000.0,3764988256000.0,1068477949000.0,257928131000.0,1326406080000.0,20826049000.0,980246110000.0,2438582176000.0,122593437000.0,7039452000.0,141983262000.0,140661064000.0,140661064000.0,2024,Q1,140661064000.0
3143383475000.0,3619810765000.0,714222002000.0,443996249000.0,1158218251000.0,20826049000.0,1000939472000.0,2461592514000.0,214272918000.0,15621128000.0,24893889000.0,20693362000.0,20693362000.0,2024,Q2,20693362000.0
3232858020000.0,3633795763000.0,709932412000.0,503829795000.0,1213762207000.0,20826049000.0,982646871000.0,2420033556000.0,126392630000.0,5148924000.0,-35006134000.0,-18292601000.0,-18292601000.0,2024,Q3,-18292601000.0
