비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
92357465000000.0,106306250000000.0,18971673000000.0,34153209000000.0,53124882000000.0,3209820000000.0,35442274000000.0,53181368000000.0,58540389000000.0,4425361000000.0,13176969000000.0,10165653000000.0,10165653000000.0,2015,Q4,
93703372000000.0,105847324000000.0,21109349000000.0,32519868000000.0,53629217000000.0,3209820000000.0,34452581000000.0,52218107000000.0,15566139000000.0,288823000000.0,1197476000000.0,1046041000000.0,1046041000000.0,2016,Q1,
95221738000000.0,103637617000000.0,18417479000000.0,31644163000000.0,50061642000000.0,3209820000000.0,35815303000000.0,53575975000000.0,13252820000000.0,1886287000000.0,1823588000000.0,1401492000000.0,1401492000000.0,2016,Q2,
94917437000000.0,104394803000000.0,17724106000000.0,31069921000000.0,48794027000000.0,3209820000000.0,37831599000000.0,55600776000000.0,16136347000000.0,2767680000000.0,2689813000000.0,2032120000000.0,2032120000000.0,2016,Q3,
95367899000000.0,105321129000000.0,19168796000000.0,30685625000000.0,49854421000000.0,3209820000000.0,37709843000000.0,55466708000000.0,15334275000000.0,-61250000000.0,-282523000000.0,-217667000000.0,-217667000000.0,2016,Q4,
96605257000000.0,105598881000000.0,20362357000000.0,30726894000000.0,51089251000000.0,3209820000000.0,36754822000000.0,54509630000000.0,15193328000000.0,-783980000000.0,89223000000.0,317624000000.0,317624000000.0,2017,Q1,
97539204000000.0,106021585000000.0,19818095000000.0,31425402000000.0,51243497000000.0,3209820000000.0,37003746000000.0,54778088000000.0,13251281000000.0,341289000000.0,288653000000.0,231665000000.0,231665000000.0,2017,Q2,
96930794000000.0,104985375000000.0,17275805000000.0,31495007000000.0,48770812000000.0,4053578000000.0,38448222000000.0,56214563000000.0,16120715000000.0,1960213000000.0,1874665000000.0,1458878000000.0,1458878000000.0,2017,Q3,
97196027000000.0,106540154000000.0,18707499000000.0,32050299000000.0,50757798000000.0,4053578000000.0,38018329000000.0,55782356000000.0,15400415000000.0,36032000000.0,-99822000000.0,-501315000000.0,-501315000000.0,2017,Q4,
98351031000000.0,107193746000000.0,19616340000000.0,32921413000000.0,52537753000000.0,4053578000000.0,36917931000000.0,54655993000000.0,15563743000000.0,-1442122000000.0,-1007281000000.0,-621853000000.0,-621853000000.0,2018,Q1,
99046241000000.0,107657028000000.0,20838821000000.0,32632631000000.0,53471452000000.0,4053578000000.0,36476464000000.0,54185576000000.0,13257725000000.0,-698162000000.0,-742846000000.0,-423916000000.0,-423916000000.0,2018,Q2,
98683150000000.0,107145966000000.0,17842864000000.0,34624092000000.0,52466956000000.0,4053578000000.0,36974099000000.0,54679010000000.0,16317885000000.0,741453000000.0,719328000000.0,502127000000.0,502127000000.0,2018,Q3,
98569911000000.0,107486379000000.0,18223846000000.0,35180764000000.0,53404610000000.0,4053578000000.0,36390335000000.0,54081769000000.0,15132147000000.0,-794437000000.0,-804046000000.0,-551571000000.0,-551571000000.0,2018,Q4,
99288885000000.0,107734717000000.0,19318815000000.0,36025356000000.0,55344171000000.0,4053578000000.0,34692469000000.0,52390546000000.0,15117688000000.0,-2411381000000.0,-2295671000000.0,-1649611000000.0,-1649611000000.0,2019,Q1,
