비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
2490554159000.0,3974683460539.0,519051411002.0,143137651912.0,662189062914.0,2566354454104.0,3312494397625.0,3757959211854.0,687720819712.0,700907693874.0,534235039440.0,534235039440.0,2015,Q4,,
2550194109368.0,4343904100577.0,737923864118.0,154975369181.0,892899233299.0,2704928290405.0,3451004867278.0,1149906954300.0,296126746566.0,304007297314.0,232618113271.0,232618113271.0,2016,Q1,,
2635216761701.0,4305759611642.0,554128524211.0,131456777260.0,685585301471.0,2874148573980.0,3620174310171.0,1105518748174.0,220950312929.0,224672221001.0,170108984445.0,170108984445.0,2016,Q2,,
2709131081768.0,4560621107304.0,674564407816.0,143465856521.0,818030264337.0,2980915966368.0,3742590842967.0,1081111585169.0,159415978612.0,141418561459.0,107569381453.0,107569381453.0,2016,Q3,,
2917525614209.0,4618650222622.0,708119133721.0,105365893725.0,813485027446.0,3056613545960.0,3805165195176.0,934329567026.0,84978066652.0,115332438900.0,83622107376.0,83622107376.0,2016,Q4,,
2943113915774.0,4779115329964.0,788677339778.0,113196845496.0,901874185274.0,3129042615428.0,3877241144690.0,1181315552793.0,263046230662.0,240364144125.0,182420543557.0,182420543557.0,2017,Q1,,
3075433628393.0,4692208546923.0,642445349627.0,100920080195.0,743365429822.0,3200533644018.0,3948843117101.0,857585479520.0,88610839978.0,98595166101.0,72402930688.0,72402930688.0,2017,Q2,,
3205225327866.0,4667718683316.0,547367093867.0,110024472438.0,657391566305.0,3261977031574.0,4010327117011.0,864745401596.0,77780587353.0,82267490322.0,62331556144.0,62331556144.0,2017,Q3,34508160000.0,
3546503587648.0,4786271660889.0,654399862975.0,105317161180.0,759717024155.0,3278207582628.0,4026554636734.0,723896611103.0,44933695872.0,24994959623.0,613916116.0,613916116.0,2017,Q4,34508160000.0,
3547922103198.0,4943575996466.0,772345627170.0,96586151021.0,868931778191.0,3325754071227.0,4074644218275.0,1018446918035.0,184247873130.0,181364903850.0,136465810661.0,136465810661.0,2018,Q1,34508160000.0,
3532987963997.0,4864285421879.0,611799513921.0,91801411237.0,703600925158.0,3412780240235.0,4160684496721.0,936842424845.0,102529877746.0,108356064880.0,84444797474.0,84444797474.0,2018,Q2,34508160000.0,
3566470060700.0,4673529150537.0,358184095760.0,94639739254.0,452823835014.0,3473155524456.0,4220705315523.0,916327339320.0,65677161947.0,63084851972.0,46191620038.0,46191620038.0,2018,Q3,34508160000.0,
3604392050517.0,4678941054908.0,330367534923.0,111762829305.0,442130364228.0,3490112254943.0,4236810690680.0,799088274445.0,19820086114.0,8303372934.0,7558690978.0,7558690978.0,2018,Q4,34508160000.0,
3634905804343.0,4852865452133.0,466270589835.0,146524870006.0,612795459841.0,3522242513819.0,4240069992292.0,1032649381627.0,160895265017.0,161433606884.0,114708189126.0,114708189126.0,2019,Q1,34508160000.0,
3634777269704.0,4769879811195.0,374363172777.0,139610189714.0,513973362491.0,3609320304107.0,4255906448704.0,993677456982.0,108925194416.0,111983557969.0,87622604684.0,87622604684.0,2019,Q2,34508160000.0,
3596551234074.0,4917867651946.0,404503965300.0,128043297013.0,532547262313.0,3738890875192.0,4385320389633.0,1053821776145.0,128376099112.0,174949240683.0,129927400061.0,129927400061.0,2019,Q3,34508160000.0,
3586984959833.0,4950233654909.0,407790973247.0,167008909379.0,574799882626.0,3728972262678.0,4375433772283.0,833681551003.0,42276051465.0,19476957986.0,-2961133221.0,-2961133221.0,2019,Q4,34508160000.0,
3597909413667.0,4932976305761.0,365754376343.0,154693108805.0,520447485148.0,3766167194813.0,4412528820613.0,841631176721.0,102762851689.0,119956692182.0,106679820474.0,106679820474.0,2020,Q1,34508160000.0,
3589787470829.0,4873629613419.0,274478065294.0,150312498565.0,424790563859.0,3802420121998.0,4448839049560.0,727566405048.0,60725392252.0,49969074229.0,36813924660.0,36813924660.0,2020,Q2,34508160000.0,
3550792603740.0,4898189467732.0,288042894652.0,139757280235.0,427800174887.0,3823967999614.0,4470389292845.0,752371505909.0,45864702135.0,30901770243.0,22159636481.0,22159636481.0,2020,Q3,34508160000.0,
3507768993312.0,4897611155285.0,343685509858.0,135507129784.0,479192639642.0,3772263785933.0,4418418515643.0,695381895098.0,-50577694346.0,-89612277342.0,-61216227323.0,-61216227323.0,2020,Q4,34508160000.0,
3458987217335.0,4938464525444.0,331988643766.0,133673408424.0,465662052190.0,3826696631575.0,4472802473254.0,899849154691.0,134815278045.0,144343038890.0,109925459898.0,109925459898.0,2021,Q1,34508160000.0,
3446931022039.0,5008197690745.0,330612260478.0,133805593594.0,464417854072.0,3897640962541.0,4543779836673.0,836488591739.0,89679774053.0,99215330624.0,71573985535.0,71573985535.0,2021,Q2,34508160000.0,
3601816291249.0,5266582647492.0,388442047568.0,136721282727.0,525163330295.0,3963820631822.0,4741419317197.0,862799489628.0,80562706772.0,92182838003.0,66840626236.0,66840626236.0,2021,Q3,34525294500.0,
3796809426809.0,5291052655630.0,451004870181.0,114121971892.0,565126842073.0,3950746708493.0,4725925813557.0,876095543695.0,35072848440.0,14773849011.0,31736266859.0,31736266859.0,2021,Q4,34525294500.0,
3754368544530.0,5236443535252.0,379562673937.0,113674690063.0,493237364000.0,3969691186861.0,4743206171252.0,796422857997.0,115866020846.0,121069268982.0,88066231101.0,88066231101.0,2022,Q1,34525294500.0,
3772771555686.0,5178459323247.0,290528547158.0,103421444255.0,393949991413.0,4009869843975.0,4784509331834.0,728343943849.0,45151543410.0,59220530964.0,42339045410.0,42339045410.0,2022,Q2,34525294500.0,
3650169440126.0,5189526668589.0,245176153992.0,104095137341.0,349271291333.0,4065708957760.0,4840255377256.0,653848208496.0,35416561718.0,77576278538.0,56840397938.0,56840397938.0,2022,Q3,34525294500.0,
3926459471341.0,5264930130274.0,304061725322.0,112435299063.0,416497024385.0,4072335094773.0,4848433105889.0,695846822597.0,38932803259.0,-8862107022.0,-3234276464.0,-3234276464.0,2022,Q4,34525294500.0,
3914527129606.0,5322639104757.0,357373497000.0,111375492202.0,468748989202.0,4077135443850.0,4853890115555.0,607421576023.0,37860053380.0,58196686309.0,52806752917.0,52806752917.0,2023,Q1,34525294500.0,
3907151267475.0,5289477407495.0,304725119558.0,120102068435.0,424827187993.0,4086967302927.0,4864650219502.0,605265173942.0,6756689663.0,12392465150.0,11791944102.0,11791944102.0,2023,Q2,34525294500.0,
3886379936315.0,5327135508257.0,317683842050.0,116618046820.0,434301888870.0,4114715677163.0,4892833619387.0,612472350569.0,16085569110.0,39520327183.0,29851221509.0,29851221509.0,2023,Q3,34525294500.0,27748374236.0
3810593583316.0,5374183609328.0,404191285672.0,130372091607.0,534563377279.0,4059331835641.0,4839620232049.0,614276700822.0,21762261754.0,17080292449.0,-19866758456.0,-19866758456.0,2023,Q4,34525294500.0,6217475246.0
3747429611786.0,5521951632834.0,518844022370.0,131058769378.0,649902791748.0,4102034200123.0,4872048841086.0,632433511378.0,54388557418.0,127605742408.0,106253270269.0,106253270269.0,2024,Q1,34525294500.0,105566215437.0
4517740532744.0,5460801980077.0,360562153552.0,110577294928.0,471139448480.0,4217459834466.0,4989662531597.0,560939062693.0,998202766.0,93551705191.0,115555178182.0,115555178182.0,2024,Q2,34525294500.0,115425634343.0
4487888318552.0,5460605978973.0,344804505496.0,104957268349.0,449761773845.0,4238447201551.0,5010844205128.0,571442116452.0,27117044347.0,25374825729.0,19666864447.0,19666864447.0,2024,Q3,34525294500.0,20987367085.0
