비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
16797125936000.0,30184780734000.0,11886590832000.0,5926401075000.0,17812991907000.0,11386949278000.0,12371788827000.0,24472344053000.0,-1676389488000.0,-2080596052000.0,-1548057324000.0,-1548057324000.0,2015,Q4,,
16626556232000.0,29933073019000.0,11483476647000.0,5677722682000.0,17161199329000.0,11776303512000.0,12771873690000.0,5554388789000.0,101316276000.0,463455583000.0,394604234000.0,394604234000.0,2016,Q1,380000000000.0,
17370185785000.0,30387035090000.0,10559390707000.0,5811359041000.0,16370749748000.0,11873746630000.0,14016285342000.0,5086464378000.0,110350429000.0,108107134000.0,78641067000.0,78641067000.0,2016,Q2,380000000000.0,
17045639079000.0,29242529431000.0,10518656024000.0,4537055023000.0,15055711047000.0,12043615746000.0,14186818384000.0,4353496969000.0,90871577000.0,205505325000.0,154386420000.0,154386420000.0,2016,Q3,380000000000.0,
17194768745000.0,29566889206000.0,11882223893000.0,3865128226000.0,15747352119000.0,11714089790000.0,13819537087000.0,4547071686000.0,76614642000.0,-385935152000.0,-342718748000.0,-342718748000.0,2016,Q4,,
12822847244000.0,29337413940000.0,16368789472000.0,2116832564000.0,22641363176000.0,11914569244000.0,6696050764000.0,2809249099000.0,62871251000.0,204402029000.0,212025539000.0,212025539000.0,2017,Q1,380000000000.0,
12674585589000.0,21441344986000.0,8803988065000.0,1609667877000.0,10413655942000.0,16396206705000.0,11027689044000.0,2825563544000.0,67322787000.0,-118383507000.0,4353434861000.0,4353434861000.0,2017,Q2,283327130000.0,
12434139426000.0,20541358874000.0,7946813899000.0,1563644913000.0,9510458812000.0,16403275921000.0,11030900062000.0,2092839109000.0,42740077000.0,7211663000.0,8446838000.0,8446838000.0,2017,Q3,283327130000.0,
11377526569000.0,19930215070000.0,7606239612000.0,1828600708000.0,9434840320000.0,15925512111000.0,10495374750000.0,2378187193000.0,-159068832000.0,-562923521000.0,-481446929000.0,-481446929000.0,2017,Q4,283327130000.0,
11178934148000.0,19945179884000.0,6454500838000.0,1765096698000.0,8219597536000.0,16290590407000.0,11725582348000.0,1836999507000.0,-78117728000.0,-41361329000.0,18694350000.0,18694350000.0,2018,Q1,345827130000.0,
11130269688000.0,19122828468000.0,5812422070000.0,1669780016000.0,7482202086000.0,16265116624000.0,11640626382000.0,1953460233000.0,-121383425000.0,-134605976000.0,-87593636000.0,-87593636000.0,2018,Q2,345827130000.0,
