비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
76584612073.0,744420360511.0,239528165905.0,2147156807.0,241675322712.0,39156625000.0,-621259168771.0,502745037799.0,49971510801.0,-15393679162.0,-17938907618.0,-17938907618.0,-17938907618.0,2020,Q2,
88218570788.0,530693340346.0,87100936392.0,13857095894.0,100958032286.0,39156625000.0,-694268898510.0,429735308060.0,750056879.0,-72209652416.0,-72809189698.0,-72809189698.0,-72809189698.0,2020,Q3,
49837694911.0,460124971119.0,56450767642.0,45860155773.0,102310923415.0,39156625000.0,-766190158866.0,357814047704.0,12291560851.0,-134243916400.0,-136053655231.0,-141437255231.0,-141437255231.0,2020,Q4,
66590827406.0,602435870297.0,71854177901.0,45018257060.0,116872434961.0,39156625000.0,-638440771234.0,485563435336.0,143706032400.0,75004986390.0,128954356538.0,128954356538.0,128954356538.0,2021,Q1,
52681793628.0,570109037426.0,72612973667.0,41622296553.0,114235270220.0,39156625000.0,-668130439364.0,455873767206.0,71162818453.0,-28745838493.0,-29389990987.0,-29492952987.0,-29492952987.0,2021,Q2,
53355201781.0,553478943023.0,59340390945.0,40168766123.0,99509157068.0,39156625000.0,-670034420615.0,453969785955.0,73130338393.0,-7648058894.0,-1944439677.0,-1944439677.0,-1944439677.0,2021,Q3,
149915910748.0,635569460468.0,118693319239.0,48662313422.0,167355632661.0,39156625000.0,-656058684832.0,468213827807.0,167255756031.0,104296237042.0,23103653397.0,13759820282.0,13759820282.0,2021,Q4,
152227925783.0,622202459969.0,87925206340.0,84668877644.0,172594083984.0,39156625000.0,-678306935431.0,449608375985.0,50282818115.0,-23281115824.0,-21153113251.0,-21153113251.0,-21153113251.0,2022,Q1,
161820025482.0,589285612670.0,100267073523.0,87540311218.0,187807384741.0,39156625000.0,-738579397015.0,401478227929.0,34031765373.0,-55382841776.0,-59636397708.0,-60337791651.0,-60337791651.0,2022,Q2,
170753482058.0,640998615448.0,101139827070.0,188054634444.0,289194461514.0,39156625000.0,-807595064877.0,351804153934.0,31356823885.0,-61510697213.0,-69114193077.0,-69114193077.0,-69114193077.0,2022,Q3,
143547657782.0,610862853495.0,104850460954.0,183649591124.0,288500052078.0,39156625000.0,-813457425602.0,322362801417.0,99269388797.0,-5378509225.0,-7632702633.0,-7810398287.0,-7810398287.0,2022,Q4,
164409873068.0,610116828104.0,120408477571.0,152961193226.0,273369670797.0,39156625000.0,-803386443474.0,336747157307.0,71432659181.0,-9112650191.0,10539776108.0,10539776108.0,10539776108.0,2023,Q1,
157603049131.0,544218078333.0,127422990397.0,143791416967.0,271214407364.0,39156625000.0,-866615177524.0,273003670969.0,18917146517.0,-57938125647.0,-64511014761.0,-63445617765.0,-63445617765.0,2023,Q2,
216365010191.0,560473309425.0,151313358735.0,137690075978.0,289003434713.0,39156625000.0,-871585584216.0,271469874712.0,81110544168.0,117702582.0,-6159030101.0,-5090601082.0,-5090601082.0,2023,Q3,-1533796257.0
201060363363.0,570714923847.0,133566089709.0,135264675317.0,268830765026.0,39156625000.0,-835361771161.0,301884158821.0,139244613261.0,48854703148.0,39260925274.0,37214592050.0,37214592050.0,2023,Q4,-18944846339.0
197726834651.0,644432331095.0,248160776414.0,65661115857.0,313821892271.0,39156625000.0,-812427824120.0,330610438824.0,105159811559.0,24861913477.0,21036135796.0,22812559107.0,22812559107.0,2024,Q1,28726280003.0
192628318018.0,658714897538.0,242066951279.0,64218935471.0,306285886750.0,39156625000.0,-794760962590.0,352429010788.0,109827731947.0,19686428318.0,16725612077.0,17902085811.0,17902085811.0,2024,Q2,21818571964.0
186411692351.0,589165358813.0,217554735420.0,41956878098.0,259511613518.0,39156625000.0,-810948373609.0,329653745295.0,95904400909.0,-3932773488.0,-14419803244.0,-16349915024.0,-16349915024.0,2024,Q3,-22775265493.0
