비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
1451462205000.0,2593195468000.0,66931251000.0,352293538000.0,419224789000.0,71297592000.0,205856224000.0,2173970679000.0,111372960000.0,37226162000.0,38728519000.0,25135971000.0,25135971000.0,2021,Q2,
1456036889000.0,2628491415000.0,77067846000.0,352408348000.0,429476194000.0,71297592000.0,231222871000.0,2199015221000.0,93736471000.0,28857908000.0,32091083000.0,25203447000.0,25203447000.0,2021,Q3,
1521753875000.0,2605217451000.0,85738944000.0,351422317000.0,437161261000.0,71297592000.0,199941735000.0,2168056190000.0,189745549000.0,-22114619000.0,-30471985000.0,-4614053000.0,-4614053000.0,2021,Q4,
1754656876000.0,2567244612000.0,45167849000.0,352981669000.0,398149518000.0,71297592000.0,201243085000.0,2169095094000.0,77063173000.0,22949000.0,4715479000.0,1920990000.0,1920990000.0,2022,Q1,
1729512757000.0,2569139978000.0,60663834000.0,353057497000.0,413721331000.0,71297592000.0,190233566000.0,2155418647000.0,73601036000.0,-15997871000.0,-15065965000.0,-11424001000.0,-11424001000.0,2022,Q2,
1933374864000.0,2566195903000.0,71225343000.0,360466297000.0,431691640000.0,71297592000.0,170582362000.0,2134504263000.0,57531006000.0,-30066882000.0,-26248668000.0,-20143045000.0,-20143045000.0,2022,Q3,
2028893829000.0,2521924459000.0,110089660000.0,358418695000.0,468508355000.0,71297592000.0,84800734000.0,2053416104000.0,102554065000.0,-81659204000.0,-107827752000.0,-85040171000.0,-85040171000.0,2022,Q4,
2031522305000.0,2456702437000.0,416415469000.0,8259530000.0,424674999000.0,71297592000.0,63912727000.0,2032027438000.0,68538015000.0,-32169441000.0,-27418380000.0,-21116465000.0,-21116465000.0,2023,Q1,
2033124763000.0,2448628699000.0,435659574000.0,11595382000.0,447254956000.0,71297592000.0,33252898000.0,2001373743000.0,77580845000.0,-39369568000.0,-38918247000.0,-30000596000.0,-30000596000.0,2023,Q2,
1990223005000.0,2418876977000.0,415001278000.0,11736957000.0,426738235000.0,71297592000.0,24044572000.0,1992138742000.0,95917105000.0,-16199287000.0,-12269694000.0,-9525691000.0,-9525691000.0,2023,Q3,-9235000000.0
1911223998000.0,2460179953000.0,438842824000.0,9235515000.0,448078339000.0,71297592000.0,42793677000.0,2012101614000.0,77893226000.0,-22274415000.0,24649885000.0,20649081000.0,20649081000.0,2023,Q4,-32772057000.0
1912002117000.0,2255277323000.0,58131381000.0,211991805000.0,270123186000.0,71297592000.0,15836666000.0,1985154137000.0,30003046000.0,-43918602000.0,-38098265000.0,-27247178000.0,-27247178000.0,2024,Q1,-26957011000.0
1916857933000.0,2232996356000.0,53303958000.0,228096399000.0,281400357000.0,71297592000.0,-13331679000.0,1951595999000.0,33828875000.0,-38239733000.0,-37044596000.0,-28937207000.0,-28937207000.0,2024,Q2,-29168343000.0
1978001357000.0,2311298663000.0,80238567000.0,331438015000.0,411676582000.0,71297592000.0,-66822428000.0,1899622081000.0,26845283000.0,-50947505000.0,-66378215000.0,-52790149000.0,-52790149000.0,2024,Q3,-53490748000.0
