비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
24580993930112.0,34157943261452.0,10834230192790.0,7025850492080.0,17860080684870.0,4872957398085.0,16297862576582.0,8885125467394.0,-209029561405.0,2350033967808.0,2361440636671.0,2361440636671.0,2015,Q4,,
24149753607351.0,32977048389221.0,11048235759457.0,6385516967673.0,17433752727130.0,4540589986484.0,15543295662091.0,4559672268780.0,-406055444239.0,-303654806890.0,-248474388051.0,-248474388051.0,2016,Q1,,
23564187098527.0,32863010161404.0,11016504513263.0,6392677642353.0,17409182155616.0,4715051034528.0,15453828005788.0,5030377623376.0,118568624502.0,267804643543.0,174461048044.0,174461048044.0,2016,Q2,,
24782537425708.0,33008615473089.0,9389508825884.0,6930353621773.0,16319862447657.0,5044576948170.0,16688753025432.0,4734877475987.0,181401872682.0,460790295192.0,329525913642.0,329525913642.0,2016,Q3,,
25742852309087.0,35244765977469.0,9991234865140.0,7311234943894.0,17302469809034.0,5193849801010.0,17942296168435.0,5676631600945.0,137641710968.0,193897949610.0,154052340714.0,154052340714.0,2016,Q4,,
26926483472204.0,35235819594818.0,8875695219719.0,7358243602166.0,16233938821885.0,4080164181533.0,19001880772933.0,4662924298843.0,57361676450.0,-1363823077246.0,-1022910556371.0,-1022910556371.0,2017,Q1,,
29715860347478.0,38276429178235.0,9043288800668.0,7902817552990.0,16946106353658.0,4193895830141.0,21330322824577.0,5418492787185.0,210028888187.0,158885828026.0,113731648608.0,113731648608.0,2017,Q2,,
30326996648238.0,38750195496303.0,9158159685053.0,7571578385387.0,16729738070440.0,4322481468364.0,22020457425863.0,5207980653944.0,128355799572.0,167023110328.0,128585638223.0,128585638223.0,2017,Q3,19131748300.0,
30660955382464.0,39678100463885.0,9617384866105.0,8033232139516.0,17650617005621.0,5544820457501.0,22027483458264.0,5153427396891.0,166167664955.0,1635426768438.0,1243955507292.0,1243955507292.0,2017,Q4,19131748300.0,
30391577701473.0,39018633797213.0,9412349681660.0,7695441317783.0,17107790999443.0,5455306312415.0,21910842797770.0,5026550552344.0,113266978485.0,434746346459.0,352345595294.0,352345595294.0,2018,Q1,19131748300.0,
28141486820266.0,36834329547791.0,9534882850216.0,6589387477709.0,16124270327925.0,5856511771488.0,20710059219866.0,5398029600842.0,227015991119.0,486183468032.0,401406289318.0,401406289318.0,2018,Q2,19131748300.0,
27857439030239.0,36494773063281.0,8849605265240.0,6509063097349.0,15358668362589.0,6056366470745.0,21136104700692.0,5179786676097.0,194588827346.0,279723882613.0,199989541657.0,199989541657.0,2018,Q3,19131748300.0,
