비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
101967575000000.0,168969630000000.0,29630488000000.0,2910887000000.0,32541375000000.0,143629177000000.0,136428255000000.0,135205045000000.0,13398215000000.0,14352617000000.0,12238469000000.0,12238469000000.0,2015,Q4,,
98829335000000.0,165909146000000.0,29748100000000.0,3353545000000.0,33101645000000.0,138935740000000.0,132807501000000.0,32714774000000.0,3020471000000.0,3179883000000.0,2483469000000.0,2483469000000.0,2016,Q1,,
97995341000000.0,163313133000000.0,26742315000000.0,3561495000000.0,30303810000000.0,138556832000000.0,133009323000000.0,33337425000000.0,3653720000000.0,3515284000000.0,2745396000000.0,2745396000000.0,2016,Q2,,
98222647000000.0,165001567000000.0,29113936000000.0,3980983000000.0,33094919000000.0,136079202000000.0,131906648000000.0,32583623000000.0,1819112000000.0,2149806000000.0,1682512000000.0,1682512000000.0,2016,Q3,,
104821831000000.0,174802959000000.0,34076122000000.0,3180075000000.0,37256197000000.0,140747574000000.0,137546762000000.0,35311382000000.0,5154133000000.0,5880101000000.0,4668372000000.0,4668372000000.0,2016,Q4,,
112184637000000.0,173053829000000.0,33947859000000.0,2527689000000.0,36475548000000.0,141770989000000.0,136578281000000.0,34578524000000.0,5675571000000.0,6309744000000.0,4873767000000.0,4873767000000.0,2017,Q1,,
119014453000000.0,178400117000000.0,36363120000000.0,2384321000000.0,38747441000000.0,139614232000000.0,139652676000000.0,42130809000000.0,7927556000000.0,7927705000000.0,6143724000000.0,6143724000000.0,2017,Q2,,
123027161000000.0,188809490000000.0,42071538000000.0,2454577000000.0,44526115000000.0,143900883000000.0,144283375000000.0,43074291000000.0,9994481000000.0,10035363000000.0,7777375000000.0,7777375000000.0,2017,Q3,897514000000.0,
128086171000000.0,198241360000000.0,44495084000000.0,2176501000000.0,46671585000000.0,150928724000000.0,151569775000000.0,42131383000000.0,11259483000000.0,12260740000000.0,10005971000000.0,10005971000000.0,2017,Q4,897514000000.0,
132836079000000.0,205206164000000.0,47168741000000.0,1842051000000.0,49010792000000.0,154284538000000.0,156195372000000.0,42606978000000.0,11200897000000.0,11568977000000.0,8452458000000.0,8452458000000.0,2018,Q1,897514000000.0,
135899888000000.0,203970112000000.0,40203756000000.0,1926719000000.0,42130475000000.0,159960751000000.0,161839637000000.0,41314723000000.0,11049605000000.0,11094590000000.0,8077985000000.0,8077985000000.0,2018,Q2,897514000000.0,
135895097000000.0,217799444000000.0,46368714000000.0,1771916000000.0,48140630000000.0,167767562000000.0,169658814000000.0,47645339000000.0,13912717000000.0,13887163000000.0,10211548000000.0,10211548000000.0,2018,Q3,897514000000.0,
138981902000000.0,219021357000000.0,43145053000000.0,2888179000000.0,46033232000000.0,166555532000000.0,172988125000000.0,38814830000000.0,7536232000000.0,7848125000000.0,6073136000000.0,6073136000000.0,2018,Q4,897514000000.0,
138335268000000.0,220646957000000.0,44319180000000.0,2578260000000.0,46897440000000.0,167238732000000.0,173749517000000.0,37038395000000.0,3896923000000.0,4154401000000.0,3088628000000.0,3088628000000.0,2019,Q1,897514000000.0,
140705389000000.0,212750718000000.0,34868869000000.0,2493071000000.0,37361940000000.0,168897297000000.0,175388778000000.0,38149674000000.0,2797158000000.0,4304753000000.0,4063169000000.0,4063169000000.0,2019,Q2,897514000000.0,
140398633000000.0,217247371000000.0,37245240000000.0,2451483000000.0,39696723000000.0,171078582000000.0,177550648000000.0,42204911000000.0,2665967000000.0,5786457000000.0,4585890000000.0,4585890000000.0,2019,Q3,897514000000.0,
143521840000000.0,216180920000000.0,36237164000000.0,2073509000000.0,38310673000000.0,172288326000000.0,177870247000000.0,37379879000000.0,4755019000000.0,4786858000000.0,3615636000000.0,3615636000000.0,2019,Q4,897514000000.0,
143931511000000.0,220572391000000.0,41130269000000.0,2013369000000.0,43143638000000.0,172188829000000.0,177428753000000.0,40087939000000.0,3032343000000.0,3087628000000.0,2305931000000.0,2305931000000.0,2020,Q1,897514000000.0,
147048817000000.0,218197402000000.0,37215802000000.0,2231155000000.0,39446957000000.0,173306465000000.0,178750445000000.0,37904100000000.0,4647974000000.0,4683580000000.0,3522241000000.0,3522241000000.0,2020,Q2,897514000000.0,
148286383000000.0,228286881000000.0,44642243000000.0,2057001000000.0,46699244000000.0,176171955000000.0,181587637000000.0,47801234000000.0,7036350000000.0,6925347000000.0,5270095000000.0,5270095000000.0,2020,Q3,897514000000.0,
155865878000000.0,229664427000000.0,44412904000000.0,1934799000000.0,46347703000000.0,178284102000000.0,183316724000000.0,40517918000000.0,5802307000000.0,5755368000000.0,4516751000000.0,4516751000000.0,2020,Q4,897514000000.0,
157912520000000.0,236530572000000.0,59933681000000.0,1840817000000.0,61774498000000.0,169707446000000.0,174756074000000.0,45042390000000.0,4445476000000.0,5817356000000.0,4547604000000.0,4547604000000.0,2021,Q1,897514000000.0,
165379969000000.0,227827588000000.0,42753766000000.0,3720941000000.0,46474707000000.0,176384482000000.0,181352881000000.0,45768634000000.0,7718754000000.0,11505867000000.0,9129190000000.0,9129190000000.0,2021,Q2,897514000000.0,
167431393000000.0,240684418000000.0,49597918000000.0,3696390000000.0,53294308000000.0,182526994000000.0,187390110000000.0,53919812000000.0,10581181000000.0,10668887000000.0,8594666000000.0,8594666000000.0,2021,Q3,897514000000.0,
177558768000000.0,251112184000000.0,53067303000000.0,4851149000000.0,57918452000000.0,188774335000000.0,193193732000000.0,55013869000000.0,9247751000000.0,10712382000000.0,8699494000000.0,8699494000000.0,2021,Q4,897514000000.0,
177887983000000.0,259354011000000.0,56799776000000.0,4278465000000.0,61078241000000.0,193973301000000.0,198275770000000.0,56724258000000.0,9151831000000.0,9678020000000.0,7651943000000.0,7651943000000.0,2022,Q1,897514000000.0,
182776820000000.0,258971297000000.0,50310861000000.0,4745989000000.0,55056850000000.0,199712456000000.0,203914447000000.0,58641288000000.0,10158878000000.0,10260105000000.0,8191308000000.0,8191308000000.0,2022,Q2,897514000000.0,
187075421000000.0,261029078000000.0,48848744000000.0,5134628000000.0,53983372000000.0,203005448000000.0,207045706000000.0,53711041000000.0,6430056000000.0,6540908000000.0,5748478000000.0,5748478000000.0,2022,Q3,897514000000.0,
201021092000000.0,260083750000000.0,46086047000000.0,4581512000000.0,50667559000000.0,204388016000000.0,209416191000000.0,42790896000000.0,-421436000000.0,3212887000000.0,3827049000000.0,3827049000000.0,2022,Q4,897514000000.0,
206462959000000.0,274410387000000.0,46323496000000.0,17118387000000.0,63441883000000.0,206093134000000.0,210968504000000.0,42168679000000.0,-3908761000000.0,4402193000000.0,4158095000000.0,4158095000000.0,2023,Q1,897514000000.0,
212555100000000.0,286027593000000.0,38302556000000.0,29536245000000.0,67838801000000.0,213225614000000.0,218188792000000.0,39729088000000.0,-3698103000000.0,9468528000000.0,9584633000000.0,9584633000000.0,2023,Q2,897514000000.0,
219646193000000.0,294490447000000.0,38156918000000.0,30125495000000.0,68282413000000.0,221190271000000.0,226208034000000.0,45866224000000.0,-2167988000000.0,5101915000000.0,10416811000000.0,10416811000000.0,2023,Q3,897514000000.0,10471395000000.0
228308847000000.0,296857289000000.0,41775101000000.0,30294414000000.0,72069515000000.0,219963351000000.0,224787774000000.0,42610099000000.0,-1751445000000.0,-1441136000000.0,1237560000000.0,1237560000000.0,2023,Q4,897514000000.0,14709625000000.0
229794377000000.0,312083288000000.0,49615928000000.0,30327907000000.0,79943835000000.0,227247811000000.0,232139453000000.0,51239617000000.0,2007380000000.0,9985297000000.0,9737437000000.0,9737437000000.0,2024,Q1,897514000000.0,9804656000000.0
231813389000000.0,317635438000000.0,50124508000000.0,30640186000000.0,80764694000000.0,231894075000000.0,236870744000000.0,53734118000000.0,7222491000000.0,8454433000000.0,7098417000000.0,7098417000000.0,2024,Q2,897514000000.0,7183444000000.0
234608995000000.0,323382811000000.0,74771238000000.0,8539578000000.0,83310816000000.0,235134369000000.0,240071995000000.0,55828922000000.0,4504920000000.0,4321380000000.0,5694610000000.0,5694610000000.0,2024,Q3,897514000000.0,5653405000000.0
