비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
1572197031724.0,2517717473793.0,607475186435.0,158497611287.0,765972797722.0,112431663000.0,1058486112455.0,1751744676071.0,528784432676.0,254129599657.0,223177638969.0,202004863992.0,202004863992.0,2015,Q4,
1582378531447.0,2498802525790.0,523917316225.0,73517289968.0,597434606193.0,116429228000.0,1063014318163.0,1901367919597.0,90920168292.0,25466006499.0,6426885584.0,7856555708.0,7856555708.0,2016,Q1,
1647453150682.0,2649926322500.0,549319856491.0,99493603211.0,648813459702.0,116589842000.0,1153624520450.0,2001112862798.0,159927263204.0,75231884679.0,109288802340.0,90610202287.0,90610202287.0,2016,Q2,
1673596213962.0,2712209014752.0,549056498949.0,102516710072.0,651573209021.0,116589842000.0,1212839667141.0,2060635805731.0,146495557572.0,72192244352.0,76800114904.0,59215146691.0,59215146691.0,2016,Q3,
1646143636158.0,2722746719712.0,524271608642.0,125584949957.0,649856558599.0,116598327000.0,1200532713975.0,2072890161113.0,180231972706.0,73327204680.0,68929092963.0,55553856043.0,55553856043.0,2016,Q4,
1731690404179.0,2859997867613.0,539407727476.0,136655666310.0,676063393786.0,122426543000.0,1338991325172.0,2183934473827.0,175832739170.0,90788301357.0,82158139272.0,68249096544.0,68249096544.0,2017,Q1,
1768545863448.0,2962053247656.0,449321914113.0,216371148017.0,665693062130.0,122604401000.0,1452981506410.0,2296360185526.0,216253930240.0,133979546495.0,138975228972.0,113990181238.0,113990181238.0,2017,Q2,
1778582787748.0,3078140086749.0,455124930235.0,214482154144.0,669607084379.0,122635222000.0,1563240425439.0,2408533002370.0,200700962214.0,133628410171.0,135021467250.0,110258919029.0,110258919029.0,2017,Q3,
1716972980244.0,3138184504740.0,491067961229.0,242174301750.0,733242262979.0,122666424000.0,1556788491161.0,2404942241761.0,236129570125.0,119495361417.0,112372707197.0,69585796375.0,69585796375.0,2017,Q4,
1897783594190.0,3341021190067.0,478585948906.0,251910107105.0,730496056011.0,125108377000.0,1757101141006.0,2610525134056.0,220474273289.0,116681248683.0,117769805945.0,84910100326.0,84910100326.0,2018,Q1,
1919766727298.0,3383859229616.0,517353232496.0,171717556685.0,689070789181.0,125395903000.0,1832148753070.0,2694788440435.0,231139793663.0,109210953861.0,83781046982.0,75047612064.0,75047612064.0,2018,Q2,
1848370220628.0,3320973333725.0,504189818502.0,161901220628.0,666091039130.0,125395903000.0,1787940189039.0,2654882294595.0,199295892316.0,75432808276.0,75132388366.0,58375338632.0,58375338632.0,2018,Q3,
1888329253915.0,3370639261764.0,548121290075.0,218455704094.0,766576994169.0,125456133000.0,1793330987094.0,2604062267595.0,210974267038.0,18088190388.0,19504626698.0,19941148769.0,19941148769.0,2018,Q4,
1951309750430.0,3368891999135.0,494596599522.0,221845397101.0,716441996623.0,127953489000.0,1891542601322.0,2652450002512.0,191506967194.0,75855651662.0,81938825703.0,63185196204.0,63185196204.0,2019,Q1,
1978610388579.0,3510134636349.0,452146500550.0,310161117742.0,762307618292.0,128329070000.0,1967089400646.0,2747827018057.0,196824444912.0,78608120354.0,82171580502.0,75546799324.0,75546799324.0,2019,Q2,
2021479640555.0,3620387076398.0,499830109000.0,308803889640.0,808633998640.0,128336328000.0,2026602471892.0,2811753077758.0,248181758012.0,98237051642.0,103924516402.0,59513071246.0,59513071246.0,2019,Q3,
2063791784809.0,3674522702268.0,517564388814.0,286291312657.0,803855701471.0,128337853000.0,2080593620747.0,2870667000797.0,345357098734.0,110690273574.0,101071582258.0,91509617879.0,91509617879.0,2019,Q4,
2117570903472.0,3928985413043.0,572696526904.0,345126170926.0,917822697830.0,134706932000.0,2221905636034.0,3011162715213.0,345694202035.0,126206476125.0,148704938266.0,113627350899.0,113627350899.0,2020,Q1,
2128280316649.0,4153445480616.0,676006418464.0,300752645021.0,976759063485.0,134939385000.0,2365412365774.0,3176686417131.0,404273535265.0,189518478864.0,186124860308.0,143506729740.0,143506729740.0,2020,Q2,
