비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
2142375511667.0,4428179144084.0,756435973291.0,312007199564.0,1068443172855.0,134993738000.0,2535521889337.0,3359735971229.0,487370183113.0,234320886107.0,220550813172.0,170109523563.0,170109523563.0,2020,Q3,
2486920960591.0,4781125289232.0,900571681471.0,459265660740.0,1359837342211.0,134997805000.0,2588503365521.0,3421287947021.0,452449076400.0,159728299035.0,94508261534.0,87026453572.0,87026453572.0,2020,Q4,
2506441353411.0,4925713537003.0,871245632927.0,448841862191.0,1320087495118.0,137703428000.0,2803487281377.0,3605626041885.0,384571880680.0,196117946999.0,248945321697.0,190085164831.0,190085164831.0,2021,Q1,
2580888927571.0,4973283235071.0,777720943201.0,447198481066.0,1224919424267.0,137916534000.0,2921559121358.0,3748363810804.0,346245542158.0,141126238931.0,138334078661.0,118071839981.0,118071839981.0,2021,Q2,
2620715495731.0,5185056559525.0,906842467881.0,388241854301.0,1295084322182.0,137934716000.0,3057800967908.0,3889972237343.0,332498127206.0,157390044256.0,180157785478.0,136241846550.0,136241846550.0,2021,Q3,
2615584784089.0,5315369383748.0,950175730474.0,365385720997.0,1315561451471.0,137947128000.0,3162199352262.0,3999807932277.0,552524339764.0,222528422374.0,156403312462.0,131583951079.0,131583951079.0,2021,Q4,
2648035165551.0,5317701177005.0,1064245615636.0,411346496978.0,1475592112614.0,140688010000.0,3192834198337.0,3842109064391.0,538603256495.0,153613342618.0,156725784195.0,135835323575.0,135835323575.0,2022,Q1,
2690926108765.0,5334547658842.0,960233739411.0,422053110196.0,1382286849607.0,140767851000.0,3356065418649.0,3952260809235.0,497973313727.0,184742328465.0,203929074310.0,163231220312.0,163231220312.0,2022,Q2,
2742135924388.0,5499440966395.0,963235887155.0,431608895980.0,1394844783135.0,140791866000.0,3513078115873.0,4104596183260.0,452699557279.0,186087697601.0,207445042450.0,157012697224.0,157012697224.0,2022,Q3,
2990949026273.0,5571483129934.0,1105339629955.0,296194697401.0,1401534327356.0,140805210000.0,3568381977030.0,4169948802578.0,448193169972.0,94447404761.0,38290037539.0,55303861157.0,55303861157.0,2022,Q4,
3074394130126.0,5800620905047.0,1334612127077.0,293110326086.0,1627722453163.0,146331198000.0,3683090727120.0,4172898451884.0,535580409795.0,185523450322.0,214463308471.0,171892723215.0,171892723215.0,2023,Q1,
3129323944020.0,5945596263890.0,1385444969017.0,286944953632.0,1672389922649.0,146390862000.0,3822988192199.0,4273206341241.0,422964370544.0,162953833142.0,176147050596.0,139897465079.0,139897465079.0,2023,Q2,
3210624648594.0,6196863262070.0,1607901941651.0,236629327213.0,1844531268864.0,146402770000.0,4045854636676.0,4352331993206.0,600019669457.0,264168971540.0,284830001137.0,222866444477.0,222866444477.0,2023,Q3,222686367283.0
15195634339347.0,19271181675140.0,1989921179876.0,240687339830.0,2230608519706.0,220290520000.0,4074466084210.0,17040573155434.0,314865614321.0,25843217604.0,7033010857.0,28611447534.0,28611447534.0,2023,Q4,338211407218.0
15160951183002.0,19233261579340.0,2101031683142.0,196601800867.0,2297633484009.0,220359575000.0,3672111407318.0,16935628095331.0,638244942209.0,28784806251.0,49326953682.0,60933167968.0,60933167968.0,2024,Q1,60741085628.0
14947575594084.0,19370833150823.0,2121958444218.0,162178754932.0,2284137199150.0,220422960000.0,3739741152738.0,17086695951673.0,973197157797.0,313056624941.0,306153624870.0,244614694912.0,244614694912.0,2024,Q2,243198087656.0
14975232914053.0,19810194679787.0,2293178457577.0,138613262292.0,2431791719869.0,220450927000.0,4059965701339.0,17378402959918.0,1039932466151.0,461651892497.0,430783805148.0,320715564539.0,320715564539.0,2024,Q3,319531824290.0
