비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익,영업비용
2500938521945.0,4657023359915.0,279828706274.0,81966764526.0,361795470800.0,161879819118.0,4295227889115.0,350467097158.0,37823322922.0,35842272901.0,27434721465.0,27434721465.0,2017,Q2,,,
2734874341827.0,4868866269692.0,302273273219.0,122839875709.0,425113148928.0,187236111557.0,4443753120764.0,385788455475.0,31955472591.0,32479176677.0,25356292439.0,25356292439.0,2017,Q3,8501841200.0,,
2675116327045.0,4811061973560.0,313717619980.0,112349483739.0,426067103719.0,157648000979.0,4384994869841.0,932521105738.0,98108504914.0,56528521576.0,32595816781.0,32595816781.0,2017,Q4,8502638500.0,,
2755349842881.0,4712427495416.0,264084281174.0,100978756387.0,365063037561.0,160628378048.0,4347364457855.0,311222345984.0,23636951770.0,42802166171.0,33601738107.0,33601738107.0,2018,Q1,8502779000.0,,
2887748462863.0,4601870639329.0,213335825207.0,78991486405.0,292327311612.0,190933655147.0,4309543327717.0,290365485044.0,16150972493.0,42602202033.0,30305277099.0,30305277099.0,2018,Q2,8519377900.0,,
3010388302502.0,4728050803171.0,185806215437.0,114292557140.0,300098772577.0,201333251631.0,4427952030594.0,296417200260.0,11022236090.0,14102563907.0,10399596484.0,10399596484.0,2018,Q3,8525619600.0,,
3020934336251.0,4576377599710.0,183240373289.0,124009043447.0,307249416736.0,169111078441.0,4269128182974.0,261860481484.0,9201563859.0,-22022629779.0,-31362480566.0,-31362480566.0,2018,Q4,8526586500.0,,
3094052559443.0,4629919144390.0,194078771830.0,145837308461.0,339916080291.0,196513651228.0,4290003064099.0,270413626323.0,12722286912.0,40951601214.0,27402572787.0,27402572787.0,2019,Q1,8526659000.0,,
3052961895466.0,4676342302663.0,228769739749.0,135585506586.0,364355246335.0,220879944114.0,4311987056328.0,302855803868.0,4795132119.0,22321716216.0,24366292886.0,24366292886.0,2019,Q2,8569347600.0,,
3159420512085.0,4593293862703.0,196773298004.0,156182121395.0,352955419399.0,272095153901.0,4240338443304.0,380856429363.0,43801960221.0,70632285848.0,51215209787.0,51215209787.0,2019,Q3,8574022700.0,,
3146389938378.0,4511543912779.0,160214259117.0,163720124950.0,323934384067.0,195973004242.0,4187609528712.0,297710370485.0,18925560219.0,-84398102072.0,-74917520305.0,-74917520305.0,2019,Q4,8574456400.0,,
5102124938467.0,5342629543004.0,754069467367.0,211833047035.0,965902514402.0,221754861474.0,4376727028602.0,289380300184.0,-7896666690.0,11950334990.0,25781857232.0,25781857232.0,2020,Q1,8578928400.0,,
5573557330934.0,5817975995523.0,737607752286.0,326112680552.0,1063720432838.0,244839998308.0,4754255562685.0,399354780959.0,38667368877.0,31465264871.0,23085136834.0,23085136834.0,2020,Q2,8579809200.0,,
5551134564357.0,5774115258434.0,689833674092.0,320575137346.0,1010408811438.0,275167176919.0,4763706446996.0,346015025304.0,37014626569.0,39972795142.0,30327178611.0,30327178611.0,2020,Q3,8582766700.0,,
6056655753752.0,6514109532767.0,700383029421.0,665618559687.0,1366001589108.0,298564753070.0,5148107943659.0,343679368939.0,30075157267.0,32204782866.0,24225413737.0,24225413737.0,2020,Q4,8584530300.0,,
6326508025095.0,7204939262041.0,803404076978.0,945171209598.0,1748575286576.0,667355823122.0,5456363975465.0,326423842260.0,32345253305.0,499087849650.0,431551897376.0,431551897376.0,2021,Q1,8594023400.0,,
6568903198211.0,7085328289232.0,523790318916.0,964239877102.0,1488030196018.0,692807556939.0,5597298093214.0,332480334884.0,7867793658.0,34696055554.0,27354846773.0,27354846773.0,2021,Q2,8595350200.0,,
6015897287795.0,6927459869838.0,442703618954.0,824527274057.0,1267230893011.0,1201449909886.0,5660228976827.0,358598844725.0,-3766824440.0,-4779081305.0,-9661340203.0,-9661340203.0,2021,Q3,8595350200.0,,
8305689091491.0,9115218196889.0,2304805474892.0,1137119137300.0,3441924612192.0,1508332339229.0,5673293584697.0,302092692842.0,8933433430.0,-11096079928.0,-10753393855.0,-10753393855.0,2021,Q4,8595350200.0,,
7985274753280.0,8621469153516.0,2167188299619.0,1072211919831.0,3239400219450.0,1482031458801.0,5382068934066.0,234747548993.0,12067737319.0,16443844359.0,16960573060.0,16960573060.0,2022,Q1,8595350200.0,,
7764524914207.0,8139990389069.0,2080722986138.0,989797500062.0,3070520486200.0,1349770288690.0,5069469902869.0,253057741823.0,-16471530972.0,-172099707234.0,-132261170111.0,-132261170111.0,2022,Q2,8595350200.0,,
7542733164510.0,7860397036989.0,1959978830410.0,1034715365892.0,2994694196302.0,1152902102448.0,4865702840687.0,253804975225.0,-3139988689.0,-261862744792.0,-196868186242.0,-196868186242.0,2022,Q3,8595350200.0,,
7144588313268.0,7396298813707.0,1943458557154.0,597147692073.0,2540606249227.0,932959499382.0,4855692564480.0,220994528163.0,-5663180711.0,-171571895757.0,-221599520209.0,-221599520209.0,2022,Q4,8595350200.0,,
7004231769929.0,7334296007431.0,1998292501535.0,569469924078.0,2567762425613.0,958949442818.0,4766533581818.0,181803086247.0,-1158672116.0,11391144709.0,25989943436.0,25989943436.0,2023,Q1,8595350200.0,,
6886605534964.0,7125327506703.0,1981051080400.0,537372235546.0,2518423315946.0,914379989763.0,4606904190757.0,169387853557.0,-19986317613.0,-68700179677.0,-44569453055.0,-44569453055.0,2023,Q2,8595350200.0,,
6798071868784.0,7023715286545.0,2029915063046.0,550021945395.0,2579937008441.0,862157515845.0,4443778278104.0,218373325151.0,-18348715729.0,-61051897403.0,-52222473918.0,-52222473918.0,2023,Q3,8595350200.0,-163125912653.0,236722040880.0
6529860759490.0,6767919599280.0,1528193344776.0,405519599619.0,1933712944395.0,1166016058827.0,4834206654885.0,227708101118.0,-2218493566.0,392263847858.0,304186199733.0,304186199733.0,2023,Q4,8595350200.0,82300079071.0,602262524217.0
6494276354515.0,7019400846117.0,1434739560599.0,815285895709.0,2250025456308.0,1163894630867.0,4769375389809.0,182538975127.0,-583296344.0,-7432967760.0,-2121427960.0,-2121427960.0,2024,Q1,8595350200.0,-64831265076.0,183122271471.0
6495078383896.0,6785807701822.0,661435170971.0,1132264096062.0,1793699267033.0,1415705660813.0,4992108434789.0,381096744890.0,30509024213.0,307409658626.0,251811029946.0,251811029946.0,2024,Q2,8595350200.0,222733044980.0,350587720677.0
6529883915617.0,6754429163892.0,607369770606.0,1159275579379.0,1766645349985.0,1395711470795.0,4987783813907.0,278142048174.0,20236653595.0,-23519302906.0,-19994190018.0,-19994190018.0,2024,Q3,8595350200.0,-4324620882.0,257905394579.0
