비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,총포괄손익
10693440437433.0,15434804135303.0,3017770213168.0,1090239512591.0,4108009725759.0,171377095000.0,10211381781902.0,11326794409544.0,2234737132757.0,235888110940.0,387345713919.0,258079329769.0,258079329769.0,2019,Q1,
10674495868181.0,15525264124674.0,2485771673742.0,1487427437403.0,3973199111145.0,171377095000.0,10435336211584.0,11552065013529.0,2475664168964.0,254026113828.0,311818593936.0,225089582280.0,225089582280.0,2019,Q2,
10804158277123.0,14773019063273.0,1808380086707.0,1348255172863.0,3156635259570.0,171377095000.0,10499932001694.0,11616383803703.0,2360796070635.0,203325373410.0,85066183210.0,59676651319.0,59676651319.0,2019,Q3,
10915586518631.0,14396226786211.0,1448968625814.0,1487929182471.0,2936897808285.0,171377095000.0,10341239817353.0,11459328977926.0,2108568541332.0,82464799052.0,-124369347062.0,-148469685432.0,-148469685432.0,2019,Q4,
10871905322147.0,15198574128626.0,1889284154577.0,1790420963713.0,3679705118290.0,171377095000.0,10139211941949.0,11518869010336.0,2576700508232.0,-35154356585.0,39333167597.0,38180581494.0,38180581494.0,2020,Q1,
11075898312288.0,14642835434789.0,1457650104344.0,1636910539467.0,3094560643811.0,171377095000.0,10163232734273.0,11548274790978.0,2013202410833.0,8130612333.0,27534692454.0,22146870167.0,22146870167.0,2020,Q2,
11042789919940.0,14878690981066.0,1502508557343.0,1733667995228.0,3236176552571.0,171377095000.0,10285191356746.0,11642514428495.0,2226814665091.0,133256366283.0,148289116056.0,115652087815.0,115652087815.0,2020,Q3,
10824018001133.0,15176140842307.0,1939270471714.0,1637521698838.0,3576792170552.0,171377095000.0,10211341726242.0,11599348671755.0,2354588027933.0,100511010500.0,-50470662334.0,-60407044185.0,-60407044185.0,2020,Q4,
10850419173657.0,16214016696270.0,2698106893871.0,1630850657164.0,4328957551035.0,171377095000.0,10449164348622.0,11885059145235.0,3168234987186.0,406013921901.0,453144387846.0,359273219097.0,359273219097.0,2021,Q1,
10913982871105.0,16550786927169.0,2539005644998.0,1834934361079.0,4373940006077.0,171377095000.0,10732527865140.0,12176846921092.0,3260507324721.0,377860058452.0,395606202414.0,292157794089.0,292157794089.0,2021,Q2,
10856533966882.0,16558450766503.0,2514920733113.0,1729015574660.0,4243936307773.0,171377095000.0,10894037780734.0,12314514458730.0,3587898011429.0,206382783723.0,198040418802.0,155743957059.0,155743957059.0,2021,Q3,
10959110295842.0,17427438053752.0,3530558854661.0,1557894569724.0,5088453424385.0,171377095000.0,10937863087904.0,12338984629367.0,3722445955179.0,-14155633670.0,42783657398.0,29797075725.0,29797075725.0,2021,Q4,
11278140515823.0,18202206016616.0,3973164400727.0,1987101872449.0,5960266273176.0,171377095000.0,10846159040676.0,12241939743440.0,4332225000276.0,45642876699.0,259600231106.0,205351206533.0,205351206533.0,2022,Q1,
11537634452842.0,17576079376871.0,3220152758268.0,2164690664659.0,5384843422927.0,171377095000.0,10810526386928.0,12191235953944.0,4122932814921.0,-21013421083.0,-29739184835.0,-37126746941.0,-37126746941.0,2022,Q2,
12175717177828.0,18531829518923.0,3881648746739.0,2437411436383.0,6319060183122.0,171377095000.0,10875146392680.0,12212769335801.0,4099487207168.0,-323574297334.0,91847791250.0,59555820893.0,59555820893.0,2022,Q3,
12276012433373.0,18458139122099.0,4467014243167.0,2314011668637.0,6781025911804.0,171377095000.0,10364673586745.0,11677113210295.0,3741964800159.0,-309127438489.0,-739916344973.0,-546128527328.0,-546128527328.0,2022,Q4,
14859225666346.0,21583110904121.0,4871820929774.0,3778838729746.0,8650659659520.0,213877095000.0,10396941263714.0,12932451244601.0,3464271143219.0,29013286784.0,190530150565.0,155745825832.0,155745825832.0,2023,Q1,
15030289331337.0,21006155619983.0,4298654082822.0,3802157756349.0,8100811839171.0,213877095000.0,10371008033340.0,12905343780812.0,3434314805089.0,-49731885805.0,-43845759176.0,-24629570349.0,-24629570349.0,2023,Q2,
15240048666913.0,21473789049508.0,4690321362091.0,3851991674465.0,8542313036556.0,213877095000.0,10385711734951.0,12931476012952.0,3277659002718.0,-3405565513.0,-47488105014.0,10192643079.0,10192643079.0,2023,Q3,26132232140.0
15760517390687.0,21153038417522.0,4281033736471.0,3926444484195.0,8207478220666.0,213877095000.0,10434918011894.0,12945560196856.0,3296837884860.0,-187979710268.0,-299535181995.0,63455960382.0,63455960382.0,2023,Q4,201550194644.0
15956082862549.0,21840493845528.0,5805476811869.0,3205039985738.0,9010516797607.0,213877095000.0,10276434954577.0,12829977047921.0,3396127833556.0,-92430201978.0,-47990997854.0,-5884363551.0,-5884363551.0,2024,Q1,32034415565.0
16002869559753.0,21826307026603.0,6177423610989.0,2850693729646.0,9028117340635.0,213877095000.0,10256372987180.0,12798189685968.0,3505833182383.0,-47474262658.0,-27170404313.0,-15109008868.0,-15109008868.0,2024,Q2,-31787361953.0
16052536433517.0,21102467548214.0,5928848478770.0,2641148455320.0,8569996934090.0,213877095000.0,9966913604878.0,12532470614124.0,,,,-255059906011.0,-255059906011.0,2024,Q3,-223551924844.0
